min,cdn,bitrate,p2p,device,isp,value,cnt
1590879900,3,2000,0,pc_exe,联通,0,1
1590879900,3,500,0,adr,电信,0,9
1590879900,3,4000,0,adr,移动,0,3
1590879900,5,2000,0,ipad,电信,0,15
1590879900,5,4000,0,ios,教育网,0,3
1590879900,5,500,0,webh5,电信,0,5
1590879900,5,2000,0,adr,小运营商,0,9
1590879900,5,500,0,ios,联通,0,17
1590879900,5,500,0,ios,小运营商,0,3
1590879900,5,2000,0,adr,联通,0,66
1590879900,5,4000,0,webh5,移动,0,3
1590879900,3,4000,0,ios,联通,0,1
1590879900,3,2000,0,ios,电信,0,15
1590879900,3,2000,0,webh5,联通,0,3
1590879900,5,0,0,adr,联通,0,47
1590879900,5,500,0,adr,联通,0,45
1590879900,5,2000,0,ios,小运营商,0,7
1590879900,5,2000,0,pc_exe,电信,0,11
1590879900,5,0,0,adr,移动,0,87
1590879900,5,2000,0,pc_exe,联通,0,3
1590879900,3,500,0,ios,电信,0,3
1590879900,5,500,0,adr,移动,0,56
1590879900,5,2000,0,ios,移动,0,62
1590879900,3,2000,0,webh5,小运营商,0,3
1590879900,5,2000,0,pc_exe,移动,0,3
1590879900,5,4000,0,adr,海外,0,3
1590879900,5,2000,0,adr_tv,电信,0,3
1590879900,5,2000,0,adr_tv,联通,0,3
1590879900,5,4000,0,webh5,电信,1,83
1590879900,3,0,0,adr,联通,0,6
1590879900,5,2000,0,ipad,移动,0,6
1590879900,5,4000,0,pc_exe,电信,0,15
1590879900,5,500,0,adr,电信,0,52
1590879900,3,2000,0,adr,小运营商,0,3
1590879900,3,4000,0,ios,移动,0,9
1590879900,5,4000,0,pc_exe,联通,0,4
1590879900,3,2000,0,adr,移动,0,15
1590879900,5,2000,0,adr,移动,0,98
1590879900,3,500,0,adr,联通,0,1
1590879900,3,0,0,adr,移动,0,12
1590879900,3,2000,0,adr,电信,0,9
1590879900,3,2000,0,webh5,电信,0,8
1590879900,5,0,0,adr_tv,移动,0,3
1590879900,5,0,0,adr,电信,2,98
1590879900,5,2000,0,ios,联通,2,34
1590879900,3,500,0,ios,移动,0,9
1590879900,5,2000,0,webh5,移动,0,9
1590879900,5,4000,0,ios,电信,0,48
1590879900,5,500,0,ios,电信,0,21
1590879900,5,2000,0,ipad,联通,0,10
1590879900,3,500,0,adr,移动,0,6
1590879900,3,2000,0,ios,联通,0,6
1590879900,5,500,0,ios,移动,0,17
1590879900,5,500,0,webh5,联通,0,6
1590879900,5,500,0,ipad,电信,0,3
1590879900,5,4000,0,ios,联通,0,23
