min,cdn,p2p,bitrate,device,value,cnt
1585012800,3,0,2500,C3,2,35
1585012800,5,1,500,C5,0,10
1585012800,8,0,500,C3,0,26
1585012800,3,0,8000,C5,0,3
1585012800,8,0,8000,C7,3,135
1585012800,5,0,0,C1,1,4
1585012800,3,1,4500,C3,4,205
1585012800,5,1,2500,C1,49,2133
1585012800,8,0,2500,C6,11,298
1585012800,3,0,0,C1,0,3
1585012800,3,1,4500,C8,0,94
1585012800,3,0,8000,C3,0,3
1585012800,5,1,8000,C1,4,226
1585012800,5,1,2500,C8,1,28
1585012800,5,0,500,C5,0,6
1585012800,3,0,0,C5,0,2
1585012800,8,0,500,C2,10,196
1585012800,8,0,0,C1,4,60
1585012800,3,0,500,C8,0,4
1585012800,3,1,2500,C5,6,152
1585012800,8,0,500,C7,6,92
1585012800,5,0,500,C3,0,144
1585012800,8,1,4500,C8,10,2702
1585012800,3,1,8000,C1,1,125
1585012800,8,1,2500,C8,5,1442
1585012800,8,1,0,C5,0,1
1585012800,8,1,0,C2,0,3
1585012800,3,1,500,C8,0,14
1585012800,5,0,2500,C6,0,24
1585012800,3,0,2500,C5,1,9
1585012800,8,0,8000,C6,11,421
1585012800,3,1,500,C3,9,119
1585012800,5,1,8000,C3,1,28
1585012800,8,0,8000,C1,0,3
1585012800,3,0,8000,C1,0,2
1585012800,3,1,0,C5,0,8
1585012800,5,1,8000,C6,0,1
1585012800,3,0,4500,C2,3,93
1585012800,8,0,4500,C8,0,150
1585012800,3,1,8000,C5,1,22
1585012800,8,1,8000,C5,1,110
1585012800,3,1,8000,C3,1,32
1585012800,8,1,8000,C3,6,228
1585012800,5,1,4500,C5,0,9
1585012800,3,0,4500,C8,0,9
1585012800,8,0,4500,C2,17,340
1585012800,5,0,0,C2,0,3
1585012800,8,0,500,C5,3,26
1585012800,5,1,4500,C8,0,45
1585012800,3,1,500,C1,2,142
1585012800,8,0,8000,C3,2,6
1585012800,5,0,4500,C8,0,6
1585012800,3,0,500,C1,0,10
1585012800,3,0,4500,C6,0,15
1585012800,8,1,4500,C1,139,5987
1585012800,3,1,8000,C8,0,24
1585012800,5,0,4500,C6,0,27
1585012800,5,1,500,C8,0,3
1585012800,8,0,4500,C7,3,45
1585012800,8,0,2500,C7,5,57
1585012800,3,1,4500,C1,27,579
1585012800,5,1,2500,C3,46,449
1585012800,3,0,500,C2,3,28
1585012800,8,1,2500,C5,21,1176
1585012800,8,0,0,C2,15,599
1585012800,8,0,500,C8,0,74
1585012800,3,0,0,C8,0,2
1585012800,8,1,4500,C5,0,65
1585012800,5,0,500,C1,10,406
1585012800,8,0,4500,C6,36,1088
1585012800,8,0,2500,C1,23,297
1585012800,8,0,500,C1,17,112
1585012800,8,1,8000,C8,0,194
1585012800,8,1,8000,C6,0,7
1585012800,5,0,4500,C1,1,38
1585012800,3,0,4500,C7,0,20
1585012800,3,0,2500,C6,3,22
1585012800,5,0,2500,C2,19,114
1585012800,3,0,2500,C2,17,121
1585012800,8,0,2500,C8,2,103
1585012800,8,1,500,C5,3,62
1585012800,3,0,2500,C8,0,11
1585012800,3,1,500,C5,0,3
1585012800,8,0,-1,C2,0,3
1585012800,8,0,2500,C2,55,787
1585012800,8,1,8000,C1,25,929
1585012800,3,0,500,C5,0,3
1585012800,3,0,500,C7,0,15
1585012800,5,0,8000,C6,0,5
1585012800,8,1,4500,C3,69,2829
1585012800,3,0,2500,C7,0,6
1585012800,8,0,2500,C3,3,94
1585012800,3,0,2500,C1,7,55
1585012800,5,0,4500,C3,0,47
1585012800,3,0,0,C2,1,172
1585012800,7,1,2500,C5,0,1
1585012800,5,0,500,C6,0,3
1585012800,5,1,8000,C5,0,6
1585012800,5,1,500,C1,15,342
1585012800,3,1,2500,C8,0,24
1585012800,255,2,0,C8,0,3
1585012800,8,0,4500,C1,5,100
1585012800,8,0,500,C6,13,101
1585012800,8,0,4500,C3,0,31
1585012800,5,0,500,C2,0,38
1585012800,5,1,2500,C5,3,172
1585012800,5,0,2500,C3,7,573
1585012800,8,1,500,C1,61,2166
1585012800,8,1,4500,C2,0,3
1585012800,8,1,500,C3,19,696
1585012800,8,1,2500,C6,1,9
1585012800,8,0,8000,C2,1,44
1585012800,3,0,8000,C8,0,2
1585012800,3,0,8000,C7,4,30
1585012800,8,1,2500,C1,243,10055
1585012800,5,1,4500,C1,19,1348
1585012800,5,1,0,C5,0,8
1585012800,8,1,4500,C6,0,37
1585012800,5,1,8000,C8,0,9
1585012800,3,0,4500,C1,2,24
1585012800,3,1,2500,C3,27,299
1585012800,5,1,4500,C3,16,449
1585012800,5,1,500,C3,8,136
1585012800,5,0,2500,C1,3,1184
1585012800,3,0,500,C3,3,17
1585012800,3,0,4500,C3,0,6
1585012800,5,0,500,C8,0,1
1585012800,8,0,2500,C5,1,17
1585012800,8,1,500,C8,6,864
1585012800,8,1,500,C4,0,3
1585012800,8,1,2500,C3,54,2667
1585012800,3,1,2500,C1,36,795
1585012800,3,0,500,C6,0,3
1585012800,3,0,8000,C2,0,23
1585012800,5,0,4500,C2,1,28
1585012800,3,0,8000,C6,0,70
1585012800,8,0,8000,C8,0,5
1585012860,5,0,2500,C3,6,573
1585012860,8,0,4500,C3,0,33
1585012860,3,1,2500,C8,0,30
1585012860,8,0,8000,C1,0,3
1585012860,3,0,500,C1,0,20
1585012860,3,0,4500,C1,2,32
1585012860,8,1,4500,C3,60,3041
1585012860,8,0,4500,C2,13,372
1585012860,8,0,0,C1,9,68
1585012860,5,1,0,C5,0,5
1585012860,8,1,4500,C2,0,3
1585012860,5,1,8000,C8,0,10
1585012860,8,1,2500,C8,2,1469
1585012860,8,0,4500,C8,1,158
1585012860,8,1,500,C8,5,860
1585012860,8,1,2500,C5,20,1230
1585012860,3,1,8000,C3,3,28
1585012860,3,0,4500,C7,1,21
1585012860,8,0,8000,C8,0,4
1585012860,8,1,8000,C5,4,116
1585012860,3,1,2500,C5,10,157
1585012860,3,0,8000,C2,0,25
1585012860,8,1,500,C3,24,727
1585012860,5,0,2500,C6,0,25
1585012860,5,1,500,C3,8,146
1585012860,5,0,0,C5,0,2
1585012860,3,0,8000,C1,0,3
1585012860,3,0,500,C5,0,3
1585012860,3,0,2500,C7,0,6
1585012860,5,0,500,C6,0,3
1585012860,8,1,4500,C1,148,6449
1585012860,8,1,500,C5,2,64
1585012860,8,0,500,C2,17,211
1585012860,5,0,500,C2,2,37
1585012860,5,1,8000,C5,0,6
1585012860,5,1,8000,C1,7,224
1585012860,5,0,500,C3,2,159
1585012860,5,0,8000,C3,0,2
1585012860,3,0,8000,C6,1,70
1585012860,8,0,4500,C1,2,110
1585012860,5,0,2500,C5,0,1
1585012860,8,1,8000,C6,1,9
1585012860,3,0,4500,C8,0,8
1585012860,5,0,500,C1,5,456
1585012860,8,1,0,C2,0,3
1585012860,8,0,8000,C6,20,445
1585012860,3,0,0,C2,2,190
1585012860,8,0,2500,C5,0,17
1585012860,3,0,500,C3,3,16
1585012860,5,0,4500,C1,1,44
1585012860,3,0,2500,C3,0,39
1585012860,5,1,4500,C3,15,478
1585012860,8,0,8000,C2,0,47
1585012860,3,1,2500,C1,54,852
1585012860,3,0,0,C1,0,3
1585012860,8,1,8000,C3,6,226
1585012860,3,0,2500,C5,0,13
1585012860,4,1,0,C1,0,1
1585012860,5,1,4500,C5,1,9
1585012860,8,0,2500,C7,2,62
1585012860,3,0,-1,C2,0,1
1585012860,5,0,8000,C6,0,6
1585012860,8,0,-1,C2,0,5
1585012860,3,1,4500,C8,0,92
1585012860,3,1,500,C5,0,3
1585012860,5,1,8000,C3,3,30
1585012860,255,2,0,C8,0,3
1585012860,5,0,4500,C2,0,31
1585012860,5,0,2500,C2,18,112
1585012860,8,0,500,C3,1,21
1585012860,8,1,4500,C8,9,2829
1585012860,3,1,4500,C1,24,611
1585012860,5,1,2500,C3,42,539
1585012860,8,0,2500,C3,1,72
1585012860,5,0,0,C1,3,3
1585012860,8,0,500,C5,0,24
1585012860,8,0,500,C1,12,116
1585012860,5,1,500,C1,14,351
1585012860,5,0,4500,C8,0,7
1585012860,8,0,0,C2,19,645
1585012860,3,0,4500,C2,3,89
1585012860,5,0,500,C5,0,6
1585012860,8,1,4500,C6,0,36
1585012860,8,1,500,C4,0,3
1585012860,5,1,500,C5,0,9
1585012860,3,0,8000,C7,4,28
1585012860,3,0,4500,C6,0,18
1585012860,8,0,2500,C1,29,322
1585012860,3,1,500,C1,2,145
1585012860,8,0,500,C8,0,85
1585012860,5,0,4500,C3,2,46
1585012860,8,0,500,C6,9,111
1585012860,8,0,2500,C6,13,330
1585012860,3,0,500,C6,0,4
1585012860,8,0,4500,C6,38,1155
1585012860,8,0,2500,C2,45,863
1585012860,8,1,4500,C5,1,67
1585012860,3,1,4500,C5,0,3
1585012860,5,1,4500,C8,0,42
1585012860,3,0,2500,C1,5,64
1585012860,8,0,500,C7,2,100
1585012860,3,1,0,C5,0,7
1585012860,3,1,8000,C5,3,24
1585012860,3,0,500,C8,0,5
1585012860,8,0,8000,C7,2,141
1585012860,8,1,2500,C3,72,2829
1585012860,5,0,2500,C1,4,1252
1585012860,8,0,2500,C8,1,102
1585012860,8,1,8000,C8,0,191
1585012860,8,0,4500,C7,1,48
1585012860,3,0,2500,C8,0,12
1585012860,5,1,2500,C8,0,35
1585012860,8,1,500,C1,51,2278
1585012860,3,1,8000,C8,0,25
1585012860,5,1,500,C8,0,2
1585012860,3,0,8000,C3,0,5
1585012860,5,1,2500,C1,75,2327
1585012860,3,0,500,C7,0,18
1585012860,3,1,4500,C3,5,229
1585012860,3,0,2500,C2,14,123
1585012860,5,0,4500,C6,1,29
1585012860,5,1,4500,C1,27,1465
1585012860,3,0,500,C2,5,28
1585012860,3,1,2500,C3,26,313
1585012860,3,1,500,C3,7,129
1585012860,3,0,2500,C6,4,23
1585012860,3,0,4500,C3,0,9
1585012860,8,1,8000,C1,21,978
1585012860,3,0,8000,C8,0,2
1585012860,255,0,4294967,C1,0,1
1585012860,5,0,0,C2,2,7
1585012860,3,0,8000,C5,3,3
1585012860,3,1,8000,C1,6,134
1585012860,8,0,8000,C3,0,3
1585012860,8,1,2500,C6,2,9
1585012860,8,1,2500,C1,257,10853
1585012860,3,1,500,C8,0,17
1585012860,5,1,2500,C5,0,191
1585012860,3,0,0,C8,0,2
1585012860,8,0,0,C8,0,1
1585012920,8,1,4500,C8,6,2720
1585012920,8,1,500,C8,0,795
1585012920,8,0,500,C3,4,25
1585012920,8,0,2500,C7,4,64
1585012920,5,0,4500,C8,0,7
1585012920,8,1,8000,C1,17,910
1585012920,5,1,8000,C8,0,10
1585012920,5,1,500,C8,0,3
1585012920,3,0,4500,C2,1,89
1585012920,8,1,4500,C2,0,3
1585012920,3,0,500,C7,0,19
1585012920,8,0,0,C5,0,1
1585012920,3,1,2500,C5,3,142
1585012920,5,0,2500,C6,0,23
1585012920,8,0,2500,C6,8,322
1585012920,8,1,2500,C6,1,6
1585012920,5,1,4500,C8,0,41
1585012920,3,0,500,C3,4,15
1585012920,8,1,2500,C5,29,1169
1585012920,5,0,2500,C2,21,115
1585012920,5,0,500,C8,0,1
1585012920,5,0,2500,C1,8,1163
