min,cdn,p2p,device,bitrate,isp,value,cnt
1584881040,5,0,C6,10000,海外,0,1
1584881040,5,0,C6,4500,海外,2,3
1584881040,3,1,C1,10000,小运营商,3,6
1584881040,5,0,C1,4500,电信,2,52
1584881040,3,1,C3,10000,海外,0,3
1584881040,5,1,C5,2500,未知,0,5
1584881040,5,0,C2,4500,电信,2,143
1584881040,5,1,C5,10000,联通,5,130
1584881040,3,0,C8,10000,移动,0,11
1584881040,5,1,C3,10000,海外,2,4
1584881040,5,0,C8,500,移动,0,2
1584881040,3,1,C5,10000,联通,1,29
1584881040,3,1,C1,10000,电信,7,95
1584881040,5,1,C8,2500,海外,1,26
1584881040,5,1,C5,4500,电信,1,123
1584881040,3,0,C2,4500,电信,1,30
1584881040,3,0,C7,4500,移动,0,12
1584881040,3,1,C8,4500,联通,0,41
1584881040,5,0,C8,2500,联通,0,9
1584881040,5,1,C3,500,电信,0,39
1584881040,3,0,C6,10000,未知,0,3
1584881040,5,0,C1,500,电信,0,17
1584881040,5,1,C5,2500,移动,13,240
1584881040,3,0,C8,2000,移动,0,3
1584881040,5,1,C3,4500,电信,25,825
1584881040,5,1,C8,2500,联通,1,244
1584881040,5,1,C1,500,电信,8,105
1584881040,3,0,C3,2500,电信,0,3
1584881040,3,1,C3,2500,电信,8,100
1584881040,3,0,C6,2500,小运营商,0,3
1584881040,3,1,C3,4500,电信,4,88
1584881040,5,1,C1,4500,未知,0,15
1584881040,5,1,C3,2500,电信,20,531
1584881040,3,1,C3,2500,联通,3,61
1584881040,5,0,C6,10000,联通,3,150
1584881040,5,0,C1,500,联通,4,100
1584881040,5,0,C8,4500,联通,1,38
1584881040,5,0,C5,2500,联通,0,3
1584881040,3,0,C3,4500,电信,3,11
1584881040,3,1,C5,4500,联通,0,9
1584881040,3,1,C5,10000,移动,3,37
1584881040,5,0,C3,2500,电信,0,9
1584881040,3,0,C6,10000,电信,1,575
1584881040,3,1,C1,500,电信,1,16
1584881040,3,1,C8,2500,联通,0,11
1584881040,5,0,C6,500,电信,0,21
1584881040,3,1,C5,2500,移动,3,37
1584881040,3,0,C2,2500,移动,0,15
1584881040,5,1,C6,10000,电信,11,11
1584881040,3,1,C1,2500,未知,0,3
1584881040,5,1,C8,500,电信,1,76
1584881040,5,0,C6,2500,联通,0,24
1584881040,3,0,C7,10000,联通,0,41
1584881040,5,0,C3,10000,海外,0,1
1584881040,3,1,C8,10000,阿里云,0,2
1584881040,3,1,C3,10000,移动,7,64
1584881040,5,0,C6,4500,电信,8,310
1584881040,5,0,C2,4500,联通,0,45
1584881040,3,1,C5,2500,联通,0,14
1584881040,3,1,C5,4500,移动,1,21
1584881040,5,1,C8,500,移动,1,39
1584881040,3,0,C1,2500,电信,0,28
1584881040,5,1,C5,4500,联通,2,52
1584881040,5,1,C8,500,海外,0,3
1584881040,5,1,C6,4500,移动,0,11
1584881040,5,0,C3,4500,电信,0,24
1584881040,3,0,C6,500,联通,0,3
1584881040,3,1,C6,2500,电信,0,3
1584881040,5,0,C2,10000,移动,0,7
1584881040,3,0,C7,500,移动,0,3
1584881040,3,0,C1,0,移动,0,3
1584881040,5,1,C5,2500,小运营商,0,29
1584881040,3,1,C5,500,电信,1,3
1584881040,3,0,C8,10000,电信,0,39
1584881040,5,1,C8,10000,海外,0,7
1584881040,5,0,C6,4500,联通,1,137
1584881040,5,1,C5,2500,海外,1,25
1584881040,3,0,C7,4500,小运营商,0,5
1584881040,5,0,C8,10000,电信,0,6
1584881040,3,0,C7,4500,联通,1,12
1584881040,5,1,C5,500,电信,0,8
1584881040,3,1,C1,10000,移动,1,91
1584881040,3,1,C3,4500,移动,4,115
1584881040,3,0,C6,4500,未知,0,2
1584881040,5,1,C3,2500,移动,14,477
1584881040,5,0,C8,2500,小运营商,0,4
1584881040,5,1,C1,4500,电信,17,1123
1584881040,5,1,C8,2500,电信,2,497
1584881040,3,0,C6,2500,移动,0,18
1584881040,5,0,C2,500,联通,0,3
1584881040,5,0,C5,500,联通,0,5
1584881040,3,1,C8,4500,小运营商,0,7
1584881040,3,0,C1,500,移动,3,3
1584881040,3,0,C7,10000,小运营商,0,6
1584881040,5,0,C5,2500,电信,1,8
1584881040,5,0,C2,-1,电信,0,1
1584881040,5,0,C3,10000,移动,1,10
1584881040,3,0,C8,10000,联通,0,8
1584881040,3,1,C1,2500,电信,7,89
1584881040,5,1,C1,500,移动,10,243
1584881040,3,0,C6,10000,联通,3,221
1584881040,3,1,C1,2500,小运营商,1,13
1584881040,5,0,C1,0,联通,0,6
1584881040,3,0,C8,10000,海外,0,3
1584881040,5,1,C1,2500,电信,52,1172
1584881040,5,1,C5,500,移动,0,4
1584881040,3,1,C3,4500,联通,2,50
1584881040,5,1,C3,10000,小运营商,1,26
1584881040,5,0,C8,2500,移动,0,14
1584881040,3,1,C1,4500,电信,6,138
1584881040,5,1,C8,10000,移动,1,266
1584881040,5,0,C2,500,电信,0,3
1584881040,5,0,C3,500,联通,1,20
1584881040,5,0,C3,4500,移动,0,10
1584881040,5,0,C3,500,电信,0,3
1584881040,5,1,C8,10000,联通,3,565
1584881040,5,1,C1,4500,联通,12,575
1584881040,3,0,C3,2500,移动,0,5
1584881040,5,1,C3,2500,联通,6,310
1584881040,3,0,C1,0,电信,0,6
1584881040,3,1,C1,2500,联通,2,61
1584881040,3,0,C1,4500,联通,0,12
1584881040,3,0,C2,0,移动,2,95
1584881040,5,0,C1,2500,联通,13,295
1584881040,5,1,C1,4500,海外,0,9
1584881040,3,1,C3,500,联通,0,3
1584881040,5,1,C1,10000,移动,18,545
1584881040,5,1,C1,4500,小运营商,3,53
1584881040,5,1,C8,2500,未知,0,3
1584881040,5,1,C1,500,小运营商,1,6
1584881040,3,0,C8,2500,移动,0,3
1584881040,3,1,C6,4500,电信,0,6
1584881040,3,0,C7,500,电信,0,7
1584881040,3,0,C6,4500,联通,2,39
1584881040,5,1,C8,4500,阿里云,0,1
1584881040,5,0,C2,4500,移动,0,72
1584881040,5,1,C3,4500,未知,0,2
1584881040,3,1,C8,2500,电信,0,15
1584881040,5,1,C6,10000,小运营商,0,2
1584881040,3,0,C7,10000,教育网,0,3
1584881040,5,0,C8,4500,移动,0,35
1584881040,5,0,C6,2500,移动,0,22
1584881040,3,0,C2,2500,联通,0,16
1584881040,3,0,C5,2500,电信,0,3
1584881040,3,0,C6,4500,小运营商,0,6
1584881040,5,0,C8,0,小运营商,0,1
1584881040,3,0,C7,4500,电信,2,38
1584881040,5,1,C2,2500,联通,0,3
1584881040,3,0,C1,4500,电信,3,14
1584881040,3,1,C8,4500,移动,0,36
1584881040,5,1,C3,4500,小运营商,3,44
1584881040,5,1,C5,500,联通,0,3
1584881040,5,0,C7,10000,电信,0,5
1584881040,3,0,C2,0,小运营商,0,15
1584881040,5,0,C6,4500,小运营商,0,20
