min,cdn,p2p,device,bitrate,isp,value,cnt
1584880620,3,1,C8,10000,海外,0,6
1584880620,3,0,C6,4500,未知,0,2
1584880620,5,0,C1,2500,联通,34,274
1584880620,3,0,C1,4500,联通,1,13
1584880620,5,1,C1,500,小运营商,0,4
1584880620,5,0,C6,4500,小运营商,0,19
1584880620,3,1,C8,10000,小运营商,0,9
1584880620,5,0,C2,2500,联通,11,59
1584880620,5,1,C5,4500,海外,0,6
1584880620,3,1,C3,500,联通,3,15
1584880620,5,1,C8,2500,电信,3,529
1584880620,3,0,C7,500,移动,0,2
1584880620,3,0,C2,4500,移动,0,26
1584880620,5,1,C5,10000,电信,7,186
1584880620,5,0,C2,2500,移动,18,102
1584880620,5,0,C1,0,联通,1,1
1584880620,3,1,C6,10000,电信,0,17
1584880620,3,0,C8,2500,电信,0,4
1584880620,5,1,C5,4500,电信,6,114
1584880620,5,1,C5,2500,小运营商,0,47
1584880620,5,0,C3,500,联通,3,19
1584880620,3,1,C1,2500,联通,2,44
1584880620,255,2,C8,0,联通,0,3
1584880620,5,1,C1,4500,联通,5,500
1584880620,5,0,C2,4500,小运营商,0,3
1584880620,3,0,C7,4500,联通,0,9
1584880620,3,1,C8,10000,阿里云,0,1
1584880620,5,1,C8,10000,海外,0,9
1584880620,3,1,C1,10000,联通,1,55
1584880620,3,0,C1,0,移动,1,8
1584880620,3,0,C2,500,联通,0,6
1584880620,5,0,C6,500,联通,0,6
1584880620,5,0,C2,500,电信,2,5
1584880620,5,1,C3,2500,未知,0,1
1584880620,5,1,C3,2500,小运营商,4,46
1584880620,5,1,C8,500,未知,0,2
1584880620,3,1,C3,4500,小运营商,0,18
1584880620,5,1,C8,2500,未知,0,2
1584880620,3,0,C7,500,电信,0,3
1584880620,5,1,C3,500,移动,1,85
1584880620,5,1,C8,10000,小运营商,0,77
1584880620,3,0,C6,4500,小运营商,0,4
1584880620,5,0,C1,4500,移动,2,20
1584880620,5,0,C7,500,电信,0,3
1584880620,5,0,C3,4500,小运营商,0,1
1584880620,3,0,C5,0,联通,0,1
1584880620,3,1,C5,0,联通,0,1
1584880620,5,1,C3,4500,小运营商,3,21
1584880620,5,0,C5,500,联通,1,5
1584880620,3,1,C3,2500,小运营商,0,8
1584880620,3,0,C1,2500,移动,2,24
1584880620,5,0,C2,500,联通,0,3
1584880620,5,1,C1,500,海外,0,3
1584880620,5,0,C5,2500,电信,3,8
1584880620,3,1,C8,2500,移动,0,20
1584880620,5,1,C5,2500,联通,7,133
1584880620,3,1,C1,10000,电信,3,85
1584880620,5,1,C8,4500,联通,5,784
1584880620,3,0,C6,2500,电信,0,23
1584880620,5,1,C8,500,小运营商,0,10
1584880620,3,0,C5,2500,联通,0,3
1584880620,5,0,C6,500,电信,0,19
1584880620,5,1,C3,0,移动,0,1
1584880620,5,0,C8,2500,联通,0,9
1584880620,3,1,C8,4500,小运营商,0,5
1584880620,5,0,C6,10000,电信,23,265
1584880620,3,1,C5,10000,移动,0,36
1584880620,5,1,C5,10000,移动,2,123
1584880620,5,1,C8,2500,海外,0,23
1584880620,5,0,C8,4500,小运营商,0,1
1584880620,5,0,C5,10000,联通,0,3
1584880620,5,0,C2,2500,海外,0,3
1584880620,5,1,C3,500,电信,0,42
1584880620,3,0,C6,2500,联通,0,3
1584880620,3,0,C1,2500,电信,1,30
1584880620,5,0,C1,4500,电信,3,42
1584880620,5,0,C6,4500,移动,1,150
1584880620,3,1,C5,4500,联通,1,7
1584880620,5,0,C3,4500,移动,1,13
1584880620,5,1,C8,500,联通,0,44
1584880620,5,1,C6,2500,电信,3,6
1584880620,5,1,C5,4500,移动,2,75
1584880620,3,1,C5,10000,小运营商,0,6
1584880620,5,0,C6,10000,移动,4,222
1584880620,3,0,C2,4500,联通,0,21
1584880620,3,1,C3,10000,小运营商,0,9
1584880620,5,1,C3,2500,移动,17,557
1584880620,3,0,C1,4500,海外,0,2
1584880620,5,0,C8,2500,移动,0,16
1584880620,3,0,C1,2500,联通,0,15
1584880620,3,1,C3,4500,移动,7,105
1584880620,5,1,C8,4500,海外,0,10
1584880620,5,0,C2,2500,电信,24,108
1584880620,5,1,C8,500,海外,0,3
1584880620,5,0,C6,10000,小运营商,0,12
1584880620,5,1,C1,4500,海外,0,9
1584880620,3,0,C1,500,移动,0,5
1584880620,5,1,C5,0,海外,0,3
1584880620,3,1,C5,2500,电信,6,20
1584880620,5,1,C5,10000,海外,0,6
1584880620,3,1,C1,10000,移动,1,83
1584880620,5,1,C8,10000,联通,1,527
1584880620,5,1,C8,500,移动,0,38
1584880620,5,1,C1,500,移动,4,177
1584880620,3,0,C3,2500,移动,0,9
1584880620,3,1,C8,2500,联通,0,11
1584880620,3,1,C5,2500,移动,1,31
1584880620,3,0,C8,4500,小运营商,0,3
1584880620,3,0,C6,10000,联通,2,221
1584880620,5,1,C1,2500,联通,13,524
1584880620,3,1,C1,4500,联通,0,63
1584880620,3,1,C5,500,电信,2,3
1584880620,5,0,C8,4500,电信,0,57
1584880620,5,0,C6,4500,电信,8,309
1584880620,5,0,C8,10000,移动,0,18
1584880620,5,0,C2,0,小运营商,0,3
1584880620,5,0,C2,0,电信,5,36
1584880620,3,0,C6,10000,移动,0,153
1584880620,3,0,C7,10000,联通,0,41
1584880620,5,1,C5,10000,小运营商,1,18
1584880620,3,1,C3,10000,移动,3,67
1584880620,3,0,C7,2500,电信,0,3
1584880620,5,1,C8,2500,移动,0,250
1584880620,5,0,C3,10000,移动,0,8
1584880620,3,1,C8,500,联通,0,1
1584880620,3,0,C2,2500,小运营商,0,2
1584880620,3,0,C5,2500,电信,0,3
1584880620,255,2,C8,0,移动,0,23
1584880620,3,1,C8,10000,移动,0,71
1584880620,3,1,C1,4500,小运营商,0,13
1584880620,3,0,C6,2500,移动,0,19
1584880620,3,0,C6,2500,小运营商,0,3
1584880620,5,1,C3,10000,小运营商,0,24
1584880620,5,0,C5,500,电信,1,1
1584880620,3,1,C8,4500,电信,0,88
1584880620,5,1,C2,2500,联通,1,3
1584880620,5,0,C1,4500,联通,0,28
1584880620,5,1,C5,4500,小运营商,0,2
1584880620,5,0,C5,2500,小运营商,2,6
1584880620,3,0,C2,2500,联通,1,14
1584880620,5,1,C5,2500,电信,7,241
1584880620,5,0,C5,4500,电信,0,3
1584880620,3,0,C7,10000,教育网,0,3
1584880620,5,1,C3,500,联通,1,51
1584880620,3,1,C8,2500,电信,1,18
1584880620,5,0,C2,4500,移动,8,76
1584880620,3,0,C2,2500,电信,6,27
1584880620,3,1,C5,10000,电信,0,36
1584880620,3,0,C2,10000,联通,0,14
1584880620,5,1,C3,10000,联通,1,87
1584880620,5,0,C5,10000,电信,0,1
1584880620,3,0,C1,0,联通,0,3
1584880620,5,1,C6,10000,移动,1,14
1584880620,3,0,C8,2500,移动,0,2
1584880620,3,0,C6,10000,小运营商,0,11
1584880620,5,0,C8,2500,电信,0,24
1584880620,3,0,C3,10000,联通,0,3
1584880620,3,1,C5,4500,电信,1,23
1584880620,3,1,C5,2500,小运营商,0,6
1584880620,3,0,C3,500,联通,0,1
1584880620,3,0,C3,10000,电信,0,3
1584880620,5,1,C1,2500,小运营商,1,72
1584880620,3,0,C8,4500,移动,0,5
1584880620,5,0,C3,2500,移动,1,13
1584880620,3,1,C1,500,移动,0,21
1584880620,5,0,C2,8000,移动,1,3
1584880620,5,0,C1,500,移动,2,9
1584880620,5,1,C3,500,小运营商,0,1
1584880620,5,1,C8,10000,未知,0,3
1584880620,5,1,C3,4500,移动,21,492
1584880620,3,1,C3,2500,移动,1,67
1584880620,5,1,C1,10000,小运营商,1,22
1584880620,5,0,C2,4500,联通,4,49
1584880620,5,0,C8,4500,联通,0,39
1584880620,3,1,C1,4500,移动,3,79
1584880620,3,0,C7,2500,联通,0,9
1584880620,5,1,C6,10000,电信,4,14
1584880620,3,0,C2,2500,移动,0,18
1584880620,3,0,C8,10000,联通,0,8
1584880620,5,1,C1,2500,移动,31,1077
1584880620,5,0,C2,4500,电信,13,168
1584880620,5,1,C3,2500,海外,0,29
1584880620,5,0,C6,4500,海外,1,2
1584880620,5,1,C1,10000,联通,8,280
1584880620,5,1,C3,10000,电信,8,272
1584880620,3,1,C5,2500,海外,0,3
1584880620,5,1,C5,0,移动,0,4
1584880620,5,1,C3,0,电信,0,1
1584880620,5,1,C8,4500,移动,0,936
1584880620,3,0,C1,2500,小运营商,0,1
1584880620,5,1,C1,4500,未知,0,9
1584880620,3,0,C8,10000,电信,1,32
1584880620,5,1,C1,500,电信,7,113
1584880620,3,1,C6,4500,电信,0,9
1584880620,5,0,C3,4500,电信,0,5
1584880620,3,0,C2,500,移动,0,2
1584880620,3,0,C3,2500,电信,0,2
1584880620,3,1,C3,4500,电信,3,108
1584880620,5,0,C6,4500,联通,3,128
1584880620,5,1,C3,2500,电信,18,664
1584880620,3,0,C1,500,电信,1,3
1584880620,5,1,C3,4500,未知,0,7
1584880620,5,1,C3,10000,海外,0,7
1584880620,5,0,C6,8000,移动,0,1
1584880620,5,1,C8,10000,电信,5,1118
1584880620,3,0,C6,10000,海外,0,2
1584880620,5,0,C2,0,联通,1,26
1584880620,3,0,C6,10000,电信,4,569
1584880620,5,1,C6,2500,移动,0,3
1584880620,3,0,C7,10000,电信,2,107
1584880620,3,0,C2,10000,电信,0,25
1584880620,3,1,C8,4500,联通,0,35
1584880620,5,1,C8,10000,教育网,0,3
1584880620,3,0,C3,4500,移动,0,1
1584880620,5,0,C5,2500,移动,2,3
1584880620,3,1,C6,10000,移动,0,3
1584880620,5,0,C6,10000,联通,9,157
1584880620,5,1,C3,2500,联通,8,331
1584880620,5,1,C1,10000,移动,13,418
1584880620,5,0,C6,2500,小运营商,0,1
1584880620,5,0,C6,2500,移动,0,32
1584880620,3,0,C7,4500,电信,0,40
1584880620,5,0,C6,2500,未知,0,3
1584880620,3,1,C5,0,电信,1,2
1584880620,5,1,C8,10000,移动,2,281
1584880620,5,1,C1,4500,移动,19,849
1584880620,3,0,C6,4500,移动,0,42
1584880620,3,1,C3,10000,海外,0,1
1584880620,3,1,C1,2500,移动,5,60
1584880620,5,0,C2,2500,小运营商,1,3
1584880620,5,1,C8,500,电信,0,87
1584880620,5,0,C3,500,移动,2,6
1584880620,5,1,C5,2500,海外,0,21
1584880620,3,0,C3,2500,联通,0,3
1584880620,5,0,C3,2500,联通,16,120
1584880620,3,0,C8,2000,移动,0,3
1584880620,3,1,C5,4500,移动,0,21
1584880620,5,1,C5,4500,联通,1,53
1584880620,5,0,C1,500,电信,2,15
1584880620,5,0,C6,500,移动,1,9
1584880620,5,0,C3,2500,电信,1,13
1584880620,3,0,C6,500,联通,0,3
1584880620,3,1,C8,10000,电信,0,183
1584880620,5,0,C8,10000,小运营商,0,3
1584880620,5,0,C1,0,移动,0,8
1584880620,5,1,C1,10000,未知,0,3
1584880620,5,1,C8,2500,小运营商,1,54
1584880620,5,1,C6,4500,电信,0,11
1584880620,5,0,C1,0,电信,0,5
1584880620,3,1,C8,4500,移动,0,41
1584880620,3,0,C7,10000,小运营商,3,3
1584880620,3,0,C6,500,电信,0,3
1584880620,5,0,C1,2500,电信,5,33
1584880620,3,0,C1,4500,小运营商,0,2
1584880620,5,1,C5,2500,未知,0,6
1584880620,5,1,C5,10000,联通,4,119
1584880620,3,1,C5,10000,海外,1,3
1584880620,3,1,C1,2500,电信,7,90
1584880620,5,1,C6,4500,联通,0,3
1584880620,5,1,C1,2500,海外,0,14
1584880620,3,0,C8,10000,小运营商,0,4
1584880620,3,0,C2,0,联通,2,105
1584880620,3,0,C1,2500,海外,1,4
1584880620,6,1,C5,0,电信,0,1
1584880620,5,1,C1,4500,电信,27,992
1584880620,3,0,C1,500,联通,0,2
1584880620,5,0,C6,10000,海外,0,1
1584880620,3,1,C8,10000,联通,0,77
1584880620,3,0,C7,4500,小运营商,0,5
1584880620,5,0,C2,10000,电信,0,3
1584880620,5,0,C2,500,移动,1,5
1584880620,3,0,C1,4500,电信,1,7
1584880620,5,1,C3,4500,电信,31,810
1584880620,5,1,C1,4500,小运营商,1,46
1584880620,3,1,C1,2500,小运营商,0,16
1584880620,5,1,C1,500,联通,2,62
1584880620,5,1,C3,10000,移动,5,173
1584880620,5,0,C8,4500,移动,1,38
1584880620,5,0,C2,500,未知,0,1
1584880620,5,1,C1,10000,电信,14,562
1584880620,3,1,C3,2500,电信,7,73
1584880620,5,0,C6,2500,联通,1,22
1584880620,3,0,C7,4500,移动,0,17
1584880620,3,0,C6,4500,联通,1,44
1584880620,3,1,C3,500,电信,0,4
1584880620,3,0,C6,4500,电信,1,109
1584880620,3,0,C3,4500,联通,0,3
1584880620,5,1,C8,2500,教育网,0,3
1584880620,5,1,C6,2500,联通,0,3
1584880620,5,0,C5,500,移动,0,3
1584880620,3,1,C3,2500,联通,8,60
1584880620,3,0,C7,2500,移动,2,12
1584880620,5,1,C8,4500,电信,7,2299
1584880620,3,0,C7,10000,移动,0,57
1584880620,3,1,C5,10000,联通,1,37
1584880620,5,0,C5,2500,联通,0,3
1584880620,3,0,C8,10000,移动,0,5
1584880620,5,0,C2,10000,联通,0,6
1584880620,5,0,C7,10000,电信,0,6
1584880620,3,1,C1,4500,电信,4,143
1584880620,3,1,C3,10000,电信,6,47
1584880620,3,1,C1,500,电信,1,18
1584880620,5,1,C1,2500,电信,28,1049
1584880620,3,0,C2,0,移动,4,105
1584880620,3,1,C1,10000,小运营商,0,1
1584880620,3,0,C1,0,电信,0,3
1584880620,3,0,C2,0,小运营商,0,14
1584880620,3,1,C3,10000,联通,3,25
1584880620,3,1,C6,4500,移动,0,3
1584880620,5,0,C8,10000,电信,0,2
1584880620,5,0,C2,0,移动,3,68
1584880620,5,1,C5,500,联通,0,4
1584880620,5,0,C8,0,小运营商,0,3
1584880620,3,0,C5,500,联通,0,3
1584880620,5,1,C5,500,电信,0,12
1584880620,5,1,C1,10000,海外,0,1
1584880620,5,1,C8,4500,小运营商,1,80
1584880620,5,0,C6,2500,电信,2,67
1584880620,5,1,C6,4500,移动,0,12
1584880620,5,1,C3,4500,联通,13,368
1584880620,5,1,C8,2500,联通,1,243
1584880620,3,1,C1,500,联通,1,9
1584880620,5,0,C2,10000,移动,0,5
1584880620,5,0,C1,500,联通,14,82
1584880620,5,1,C5,500,移动,0,3
1584880620,3,0,C2,4500,电信,0,27
1584880620,3,1,C3,2500,海外,8,26
1584880620,3,0,C7,500,联通,0,6
1584880620,255,2,C8,0,电信,0,9
1584880620,3,0,C2,0,电信,0,267
1584880620,3,0,C8,4500,电信,0,5
1584880620,5,1,C5,2500,移动,3,225
1584880620,3,1,C6,2500,电信,0,3
1584880620,5,0,C3,10000,联通,0,8
1584880620,3,1,C3,500,移动,0,22
1584880620,3,0,C6,10000,未知,0,3
1584880620,5,1,C3,4500,海外,0,14
1584880620,3,0,C1,4500,移动,0,12
1584880620,3,1,C3,4500,联通,2,51
1584880620,5,0,C3,4500,联通,2,20
1584880620,3,0,C3,500,电信,0,1
1584880620,5,0,C1,2500,移动,4,54
1584880620,3,1,C5,2500,联通,0,11
1584880680,5,1,C1,4500,海外,0,11
1584880680,5,1,C1,2500,联通,22,586
1584880680,3,1,C1,10000,电信,16,102
1584880680,5,0,C6,500,联通,0,6
1584880680,5,1,C8,4500,海外,0,10
1584880680,5,1,C5,2500,移动,10,240
1584880680,3,0,C8,10000,海外,0,2
1584880680,5,0,C6,2500,联通,0,22
1584880680,3,1,C8,10000,电信,1,195
1584880680,3,0,C7,10000,教育网,0,3
1584880680,5,1,C1,500,海外,0,5
1584880680,5,1,C6,10000,移动,3,15
1584880680,3,0,C6,4500,移动,1,44
1584880680,5,1,C8,10000,联通,4,557
1584880680,3,0,C8,4500,联通,0,3
1584880680,5,1,C3,500,联通,3,57
1584880680,5,0,C2,8000,移动,0,3
1584880680,5,1,C8,4500,小运营商,1,79
1584880680,5,1,C1,10000,移动,38,458
1584880680,3,0,C1,2500,联通,0,18
1584880680,3,0,C2,2500,电信,5,31
1584880680,3,0,C2,4500,移动,0,24
1584880680,5,0,C8,10000,电信,0,2
1584880680,5,0,C1,4500,联通,2,33
1584880680,5,0,C2,2500,联通,0,59
1584880680,255,2,C8,0,联通,0,1
1584880680,5,1,C6,4500,移动,0,12
1584880680,3,0,C2,0,移动,3,103
1584880680,3,0,C6,2500,小运营商,0,3
1584880680,3,0,C3,10000,电信,0,3
1584880680,5,1,C1,4500,联通,10,556
1584880680,5,0,C6,10000,移动,4,218
1584880680,3,0,C8,4500,移动,0,4
1584880680,3,0,C1,2500,未知,0,1
1584880680,5,1,C1,10000,联通,27,301
1584880680,3,0,C6,4500,联通,0,47
1584880680,3,0,C7,500,电信,0,4
1584880680,5,1,C5,500,联通,0,3
1584880680,3,1,C5,4500,电信,0,25
1584880680,3,0,C7,10000,移动,1,58
1584880680,5,0,C8,4500,电信,0,63
1584880680,3,1,C1,2500,联通,2,42
1584880680,3,0,C2,500,联通,0,6
1584880680,5,0,C5,4500,电信,0,4
1584880680,5,0,C6,4500,未知,0,1
1584880680,5,1,C8,2500,未知,0,2
1584880680,5,0,C6,10000,海外,0,1
1584880680,3,0,C2,0,联通,1,106
1584880680,5,0,C3,500,联通,0,24
1584880680,3,1,C8,10000,小运营商,0,9
1584880680,3,0,C5,500,联通,0,3
1584880680,3,1,C5,10000,电信,3,36
1584880680,3,0,C2,500,电信,0,1
1584880680,5,0,C2,10000,电信,1,5
1584880680,3,1,C8,4500,电信,0,87
1584880680,5,0,C3,10000,联通,1,6
1584880680,5,1,C6,4500,联通,0,6
1584880680,5,0,C2,0,小运营商,0,3
1584880680,5,1,C8,2500,小运营商,0,51
1584880680,255,2,C8,0,移动,0,24
1584880680,5,1,C1,10000,小运营商,0,25
1584880680,5,1,C8,4500,联通,1,791
1584880680,3,0,C1,4500,海外,0,3
1584880680,3,0,C8,4500,小运营商,0,3
1584880680,5,0,C2,4500,移动,3,78
1584880680,3,0,C2,2500,小运营商,0,2
1584880680,5,0,C5,500,电信,0,5
1584880680,3,0,C6,10000,电信,1,558
1584880680,3,0,C1,2500,移动,0,17
1584880680,5,0,C1,4500,移动,0,21
1584880680,5,1,C3,500,移动,4,84
1584880680,3,0,C6,10000,移动,3,156
1584880680,5,1,C2,2500,联通,1,3
1584880680,5,1,C1,2500,移动,36,1172
1584880680,3,1,C5,500,电信,3,3
1584880680,5,1,C8,4500,未知,0,1
1584880680,3,1,C1,4500,移动,9,101
1584880680,3,1,C8,10000,海外,1,6
1584880680,3,0,C1,0,移动,1,7
1584880680,5,1,C5,4500,联通,2,52
1584880680,3,1,C3,10000,小运营商,2,11
1584880680,5,1,C3,4500,未知,0,6
1584880680,5,0,C5,500,移动,0,3
1584880680,5,0,C6,500,电信,0,21
1584880680,3,1,C3,10000,联通,2,27
1584880680,5,1,C8,4500,移动,3,950
1584880680,5,0,C6,2500,移动,0,28
1584880680,3,0,C2,2500,联通,0,13
1584880680,3,0,C8,10000,联通,0,9
1584880680,3,1,C3,4500,联通,3,50
1584880680,5,1,C3,2500,海外,4,31
1584880680,3,0,C7,4500,小运营商,0,5
1584880680,5,0,C6,10000,小运营商,0,11
1584880680,5,1,C3,10000,海外,1,7
1584880680,5,1,C8,500,移动,0,36
1584880680,3,0,C2,10000,联通,0,15
1584880680,5,1,C8,500,电信,0,89
1584880680,5,1,C5,0,海外,1,2
1584880680,3,1,C5,2500,电信,4,27
1584880680,5,0,C6,2500,未知,0,3
1584880680,5,0,C2,0,电信,6,37
1584880680,5,0,C6,4500,海外,0,2
1584880680,5,0,C2,500,移动,0,6
