min,cdn,p2p,device,bitrate,isp,value,cnt
1587338160,5,0,C2,500,移动,1,3
1587338160,3,0,C5,3000,电信,0,6
1587338160,3,0,C7,500,电信,0,6
1587338160,5,0,C3,3000,联通,0,23
1587338160,5,1,C3,500,海外,0,1
1587338160,3,1,C3,3000,小运营商,0,13
1587338160,3,1,C1,3000,电信,1,499
1587338160,5,1,C1,500,联通,11,27
1587338160,3,1,C1,500,移动,51,154
1587338160,5,1,C3,500,小运营商,2,6
1587338160,5,0,C1,0,联通,0,47
1587338160,3,0,C2,3000,移动,0,3
1587338160,5,1,C1,3000,小运营商,0,3
1587338160,5,0,C6,3000,小运营商,0,2
1587338160,5,1,C5,3000,移动,2,6
1587338160,5,0,C1,500,联通,17,50
1587338160,3,1,C1,3000,移动,5,385
1587338160,3,0,C2,0,海外,0,3
1587338160,3,1,C8,500,电信,0,66
1587338160,3,1,C3,500,电信,27,105
1587338160,3,0,C6,3000,联通,0,51
1587338160,3,1,C5,0,移动,0,1
1587338160,3,1,C5,500,电信,3,9
1587338160,5,0,C2,500,联通,1,3
1587338160,5,1,C5,500,小运营商,1,3
1587338160,3,0,C5,3000,联通,0,3
1587338160,5,1,C3,3000,移动,2,48
1587338160,5,1,C3,3000,小运营商,0,1
1587338160,5,1,C3,3000,海外,0,9
1587338160,5,0,C3,500,联通,7,24
1587338160,3,1,C8,500,海外,0,8
1587338160,3,0,C7,500,联通,0,3
1587338160,3,1,C1,500,电信,88,260
1587338160,5,0,C2,0,移动,0,6
1587338160,3,0,C6,500,联通,3,8
1587338160,5,1,C1,500,电信,21,62
1587338160,3,1,C5,500,移动,4,8
1587338160,5,1,C5,500,联通,3,5
1587338160,3,1,C3,3000,移动,6,177
1587338160,3,0,C2,3000,电信,0,3
1587338160,3,1,C3,500,移动,39,113
1587338160,5,1,C5,500,移动,1,3
1587338160,3,1,C3,3000,电信,2,273
1587338160,3,0,C5,500,移动,1,3
1587338160,3,0,C5,500,电信,1,6
1587338160,5,0,C5,3000,移动,0,2
1587338160,3,0,C1,0,移动,0,3
1587338160,5,1,C5,3000,海外,1,9
1587338160,3,1,C5,3000,移动,0,49
1587338160,3,0,C8,500,电信,0,3
1587338160,3,0,C6,500,电信,0,3
1587338160,5,1,C1,500,移动,18,56
1587338160,3,1,C8,3000,移动,0,68
1587338160,5,1,C3,3000,电信,0,85
1587338160,5,1,C8,3000,电信,0,3
1587338160,3,1,C8,3000,电信,0,312
1587338160,3,1,C1,3000,联通,1,301
1587338160,3,0,C6,3000,海外,0,3
1587338160,5,0,C1,500,移动,1,6
1587338160,3,1,C5,3000,海外,0,9
1587338160,5,0,C6,3000,移动,0,2
1587338160,5,1,C5,500,海外,1,3
1587338160,5,0,C6,3000,电信,0,11
1587338160,3,1,C8,500,小运营商,0,6
1587338160,3,0,C1,500,移动,1,3
1587338160,3,1,C1,500,小运营商,8,25
1587338160,3,1,C8,500,移动,0,13
1587338160,5,1,C1,500,小运营商,3,9
1587338160,5,0,C1,0,电信,0,6
1587338160,3,1,C3,500,联通,20,65
1587338160,3,0,C2,500,电信,4,14
1587338160,5,1,C3,500,联通,3,16
1587338160,3,0,C1,0,电信,2,14
1587338160,5,0,C5,500,移动,0,3
1587338160,3,0,C1,500,电信,6,21
1587338160,5,0,C2,0,电信,0,6
1587338160,5,0,C8,500,海外,0,1
1587338160,3,0,C6,500,海外,0,1
1587338160,5,1,C5,3000,联通,0,12
1587338160,3,0,C6,3000,电信,0,139
1587338160,3,0,C6,500,移动,3,5
1587338160,3,0,C7,3000,电信,0,3
1587338160,3,0,C6,3000,移动,0,34
1587338160,3,0,C2,0,小运营商,0,3
1587338160,5,1,C1,3000,联通,0,78
1587338160,3,1,C1,500,海外,1,3
1587338160,3,0,C3,500,移动,0,3
1587338160,3,0,C7,500,移动,0,3
1587338160,3,1,C3,3000,海外,0,9
1587338160,5,1,C5,3000,电信,0,30
1587338160,3,0,C2,0,移动,3,32
1587338160,3,0,C8,3000,联通,0,2
1587338160,3,1,C8,3000,小运营商,0,15
1587338160,3,1,C3,500,小运营商,0,10
1587338160,5,1,C3,500,移动,8,26
1587338160,3,1,C3,500,海外,2,8
1587338160,3,0,C2,0,电信,0,59
1587338160,3,0,C7,3000,联通,0,1
1587338160,3,0,C8,500,联通,0,3
1587338160,3,1,C3,3000,联通,1,104
1587338160,3,1,C5,500,联通,4,12
1587338160,3,0,C1,0,联通,0,9
1587338160,5,0,C2,3000,电信,0,6
1587338160,3,0,C2,0,阿里云,0,3
1587338160,5,1,C3,3000,联通,0,37
