min,cdn,p2p,device,bitrate,isp,value,cnt
1587333120,3,1,C5,8000,移动,0,6
1587333120,3,0,C7,8000,海外,0,6
1587333120,5,0,C2,500,联通,0,6
1587333120,3,1,C3,500,联通,0,30
1587333120,3,0,C6,8000,电信,0,10
1587333120,5,0,C7,2500,移动,0,3
1587333120,3,1,C1,4500,联通,3,51
1587333120,3,1,C1,2500,小运营商,0,24
1587333120,5,0,C6,4500,移动,1,96
1587333120,5,1,C5,2500,联通,7,202
1587333120,5,0,C8,2500,移动,0,5
1587333120,3,0,C7,500,电信,0,3
1587333120,5,0,C3,2500,移动,1,42
1587333120,3,1,C8,4500,电信,0,9
1587333120,5,0,C5,500,小运营商,0,3
1587333120,3,1,C5,2500,海外,0,9
1587333120,5,0,C7,2500,海外,0,6
1587333120,5,0,C1,0,电信,0,3
1587333120,5,0,C5,2500,移动,0,6
1587333120,3,0,C6,2500,电信,0,4
1587333120,5,1,C1,2500,小运营商,6,254
1587333120,5,1,C5,8000,小运营商,0,3
1587333120,3,0,C6,2500,小运营商,0,2
1587333120,5,0,C8,4500,电信,0,11
1587333120,5,1,C1,2500,联通,25,1462
1587333120,5,0,C5,2500,联通,0,3
1587333120,3,1,C8,4500,移动,0,2
1587333120,5,1,C3,2500,海外,7,136
1587333120,3,0,C3,500,联通,0,9
1587333120,5,1,C8,2500,阿里云,0,1
1587333120,5,1,C5,4500,移动,0,9
1587333120,3,1,C3,8000,电信,2,70
1587333120,5,0,C2,8000,移动,0,3
1587333120,3,0,C2,500,移动,2,15
1587333120,3,1,C3,8000,移动,1,41
1587333120,5,0,C6,500,联通,0,9
1587333120,3,1,C8,4500,海外,0,5
1587333120,3,1,C1,2500,联通,1,75
1587333120,5,1,C5,500,电信,0,18
1587333120,5,0,C1,2500,移动,6,248
1587333120,5,0,C6,500,小运营商,0,3
1587333120,3,1,C3,4500,移动,1,130
1587333120,5,0,C8,2500,联通,0,4
1587333120,5,1,C1,500,联通,13,502
1587333120,5,1,C8,8000,小运营商,0,3
1587333120,3,1,C1,8000,电信,1,42
1587333120,5,0,C2,0,小运营商,0,6
1587333120,5,1,C3,8000,移动,4,73
1587333120,3,0,C2,0,电信,0,27
1587333120,3,0,C8,8000,海外,0,3
1587333120,5,1,C2,4500,电信,0,3
1587333120,5,1,C3,500,联通,8,283
