min,cdn,p2p,bitrate,device,value,cnt
1584661800,5,1,2500,C5,0,3
1584661800,5,1,4000,C8,0,5
1584661800,3,0,2500,C3,0,14
1584661800,5,0,0,C1,0,2
1584661800,3,0,500,C7,0,6
1584661800,5,1,4000,C1,2,176
1584661800,5,0,500,C1,3,100
1584661800,3,0,2500,C8,0,6
1584661800,3,1,2500,C5,1,86
1584661800,3,0,4000,C8,0,13
1584661800,3,0,500,C3,0,11
1584661800,5,0,2500,C3,2,49
1584661800,5,0,2500,C1,1,123
1584661800,3,1,4000,C3,17,550
1584661800,5,0,4000,C3,0,3
1584661800,5,1,500,C1,6,183
1584661800,3,1,500,C1,27,954
1584661800,5,1,0,C3,0,1
1584661800,3,0,0,C2,0,26
1584661800,3,0,2000,C8,0,22
1584661800,3,1,500,C8,0,59
1584661800,3,0,0,C1,1,22
1584661800,5,0,2000,C8,0,9
1584661800,5,1,4000,C3,3,87
1584661800,3,0,4000,C6,1,71
1584661800,5,1,500,C3,6,97
1584661800,3,1,2500,C3,16,486
1584661800,3,0,500,C1,3,52
1584661800,3,1,4000,C1,54,969
1584661800,3,0,4000,C3,0,5
1584661800,5,0,2500,C6,0,3
1584661800,3,1,2500,C1,47,1141
1584661800,3,1,4000,C5,0,6
1584661800,3,1,2500,C8,2,106
1584661800,3,1,0,C3,0,1
1584661800,3,0,4000,C1,0,3
1584661800,5,1,2500,C3,1,96
1584661800,5,1,500,C5,1,6
1584661800,3,1,500,C5,0,21
1584661800,3,1,0,C5,0,1
1584661800,3,0,500,C2,0,19
1584661800,3,1,500,C3,13,388
1584661800,5,0,4000,C6,1,6
1584661800,5,1,2500,C8,0,6
1584661800,3,0,2500,C2,3,16
1584661800,3,0,500,C5,0,3
1584661800,3,0,2500,C6,0,4
1584661800,5,1,500,C8,0,2
1584661800,5,0,500,C3,0,33
1584661800,3,0,2500,C1,3,50
1584661800,3,1,4000,C8,1,330
1584661800,3,0,500,C6,0,3
1584661800,3,0,4000,C7,0,8
1584661800,5,0,0,C2,0,5
1584661800,3,0,4000,C2,0,6
1584661800,5,1,2500,C1,0,174
1584661860,3,0,2500,C8,0,8
1584661860,3,0,500,C3,0,8
1584661860,3,0,4000,C8,0,10
1584661860,3,0,2500,C2,4,19
1584661860,3,1,2500,C8,1,109
1584661860,3,0,2500,C6,0,3
1584661860,3,1,500,C3,15,368
1584661860,3,1,0,C3,0,2
1584661860,3,0,500,C2,0,20
1584661860,5,0,2000,C8,0,12
1584661860,5,0,500,C1,3,110
1584661860,5,1,2500,C1,1,194
1584661860,3,0,500,C5,0,3
1584661860,3,0,4000,C7,0,8
1584661860,3,1,4000,C1,32,1027
1584661860,3,1,500,C1,20,968
1584661860,5,1,500,C5,0,6
1584661860,3,0,500,C6,0,3
1584661860,3,1,2500,C5,0,85
1584661860,3,0,2500,C1,5,50
1584661860,5,1,500,C1,8,179
1584661860,3,0,4000,C1,0,3
1584661860,3,0,4000,C6,2,68
1584661860,3,1,2500,C1,50,1223
1584661860,3,0,4000,C2,0,6
1584661860,3,0,0,C2,0,30
1584661860,3,1,4000,C8,1,323
1584661860,5,1,500,C8,0,4
1584661860,3,1,4000,C5,0,7
1584661860,5,1,4000,C3,1,95
1584661860,5,0,500,C3,4,37
1584661860,5,0,2500,C1,3,138
1584661860,3,0,2000,C8,0,24
1584661860,3,0,500,C1,5,55
1584661860,3,0,4000,C3,3,4
1584661860,4,1,2500,C3,0,2
1584661860,5,0,2500,C2,0,2
1584661860,5,1,2500,C8,0,6
1584661860,3,0,0,C1,5,26
1584661860,3,1,500,C5,0,22
1584661860,5,0,4000,C6,0,6
1584661860,3,0,2500,C3,0,14
1584661860,5,1,4000,C1,4,167
1584661860,5,0,4000,C3,0,4
1584661860,5,1,2500,C3,0,103
1584661860,5,0,0,C2,0,6
1584661860,5,0,2500,C6,0,3
1584661860,3,1,500,C8,0,56
1584661860,3,1,2500,C3,21,508
1584661860,3,1,4000,C3,19,505
1584661860,5,0,0,C1,0,1
1584661860,3,0,500,C7,0,6
1584661860,5,1,4000,C8,0,7
1584661860,5,1,500,C3,4,93
1584661860,5,1,2500,C5,0,3
1584661860,5,0,2500,C3,1,65
1584661920,3,1,0,C3,0,1
1584661920,5,1,2500,C5,0,4
1584661920,3,1,500,C1,27,1019
1584661920,5,0,4000,C6,0,6
1584661920,3,0,500,C2,1,18
1584661920,5,1,4000,C8,0,9
1584661920,3,0,4000,C6,16,75
1584661920,3,0,500,C6,0,4
1584661920,3,0,2500,C8,0,12
1584661920,5,0,0,C2,0,8
1584661920,3,1,500,C3,11,371
1584661920,3,0,500,C7,0,6
1584661920,3,1,4000,C3,19,454
1584661920,3,1,500,C5,2,17
1584661920,5,1,4000,C1,3,178
1584661920,3,0,0,C1,7,20
1584661920,3,0,0,C2,13,29
1584661920,3,0,2500,C3,0,21
1584661920,5,1,500,C8,0,5
1584661920,3,1,2500,C5,0,80
1584661920,5,0,500,C3,0,33
1584661920,5,1,2500,C1,2,188
1584661920,3,0,4000,C7,3,11
1584661920,5,1,0,C3,0,1
1584661920,3,1,4000,C8,0,333
1584661920,3,1,2500,C1,58,1170
1584661920,3,0,4000,C1,1,3
1584661920,3,0,500,C3,1,11
1584661920,3,0,2500,C2,3,24
1584661920,5,1,2500,C3,5,92
1584661920,3,0,2500,C1,1,54
1584661920,5,0,2500,C3,1,62
1584661920,5,0,0,C1,0,5
1584661920,3,0,2500,C6,0,3
1584661920,3,0,4000,C3,1,4
1584661920,5,0,500,C1,0,117
1584661920,3,0,500,C5,0,3
1584661920,5,0,2500,C6,0,3
1584661920,5,0,500,C6,0,2
1584661920,3,0,2000,C8,0,10
1584661920,5,1,4000,C3,0,77
1584661920,5,1,2500,C8,0,5
1584661920,3,1,4000,C5,0,6
1584661920,5,1,500,C3,3,88
1584661920,5,0,2000,C8,0,13
1584661920,5,0,2500,C2,1,5
1584661920,3,0,500,C1,3,57
1584661920,5,1,500,C5,0,6
1584661920,3,1,500,C8,0,67
1584661920,3,0,4000,C8,0,10
1584661920,3,1,2500,C3,18,459
1584661920,5,0,2500,C1,5,142
1584661920,3,0,4000,C2,2,6
1584661920,3,1,4000,C1,60,1028
1584661920,5,1,500,C1,13,182
1584661920,3,1,2500,C8,0,105
1584661980,3,0,4000,C3,0,14
1584661980,3,1,2000,C1,0,1
1584661980,3,0,2500,C3,0,12
1584661980,3,1,500,C3,9,386
1584661980,3,0,2500,C7,0,2
1584661980,3,0,0,C1,4,28
1584661980,3,1,2500,C3,12,497
1584661980,3,1,500,C8,1,63
1584661980,3,0,2000,C8,0,9
1584661980,3,0,4000,C7,0,16
1584661980,3,0,500,C3,4,15
1584661980,3,0,4000,C2,0,9
1584661980,3,0,2500,C2,7,30
1584661980,3,1,4000,C3,19,571
1584661980,5,1,2500,C1,3,207
1584661980,3,1,4000,C8,4,300
1584661980,3,0,2500,C6,0,4
1584661980,3,1,2500,C8,1,114
1584661980,5,1,4000,C8,0,8
1584661980,5,1,2500,C5,0,3
1584661980,3,1,4000,C1,34,1041
1584661980,5,1,500,C5,0,6
1584661980,5,1,0,C3,0,2
1584661980,5,0,500,C3,0,47
1584661980,3,0,2500,C8,0,9
1584661980,5,0,4000,C6,0,4
1584661980,3,0,500,C1,4,63
1584661980,3,0,2500,C1,1,54
1584661980,5,1,4000,C1,4,167
1584661980,3,1,2500,C5,0,91
1584661980,3,1,2500,C1,41,1209
1584661980,5,0,2500,C1,2,113
1584661980,5,0,0,C2,0,6
1584661980,3,1,0,C3,0,1
