min,cdn,bitrate,p2p,value,cnt
1573720920,1,2000,1,4,285
1573720920,1,8000,0,0,78
1573720920,3,1200,0,0,28
1573720920,5,0,0,1,342
1573720920,3,4000,0,0,72
1573720920,5,4000,0,10,1640
1573720920,5,0,1,0,5
1573720920,3,8000,0,0,42
1573720920,1,8000,1,2,306
1573720920,1,4000,1,7,427
1573720920,255,0,2,1,264
1573720920,1,500,0,0,6
1573720920,5,500,1,34,2241
1573720920,5,2000,0,79,2344
1573720920,3,1200,1,2,48
1573720920,5,1200,1,70,3325
1573720920,4,2000,1,0,1
1573720920,5,8000,1,20,4077
1573720920,3,500,0,0,10
1573720920,4,1200,1,0,3
1573720920,5,500,0,5,321
1573720920,5,2000,1,277,15584
1573720920,7,1200,1,0,1
1573720920,1,1200,1,2,27
1573720920,8,2000,0,0,1
1573720920,1,1200,0,0,12
1573720920,5,4000,1,168,15241
1573720920,1,0,1,0,1
1573720920,3,500,1,0,31
1573720920,3,2000,0,3,79
1573720920,5,1200,0,17,616
1573720920,3,4000,1,4,571
1573720920,3,8000,1,3,121
1573720920,1,0,0,0,27
1573720920,3,2000,1,7,203
1573720920,5,8000,0,5,742
1573720920,1,2000,0,1,107
1573720920,3,0,0,0,4
1573720920,1,500,1,1,8
1573720920,1,4000,0,0,51
1573720980,3,500,1,0,32
1573720980,1,2000,0,4,110
1573720980,5,0,0,1,338
1573720980,3,0,0,0,4
1573720980,3,0,1,0,2
1573720980,5,4000,0,26,1711
1573720980,1,1200,0,0,13
1573720980,3,8000,1,2,124
1573720980,5,1200,1,55,3371
1573720980,5,0,1,0,3
1573720980,5,500,1,31,2321
1573720980,1,8000,1,2,297
1573720980,3,1200,0,1,22
1573720980,4,8000,1,0,1
1573720980,1,500,1,0,9
1573720980,5,4000,1,135,15696
1573720980,5,8000,1,23,4125
1573720980,3,4000,1,10,551
1573720980,3,8000,0,1,51
1573720980,1,4000,0,0,50
1573720980,5,8000,0,2,780
1573720980,3,500,0,0,11
1573720980,255,0,2,3,260
1573720980,1,500,0,0,11
1573720980,5,2000,1,284,15910
1573720980,3,2000,1,4,206
1573720980,5,1200,0,8,652
1573720980,1,2000,1,4,289
1573720980,5,2000,0,87,2426
1573720980,1,1200,1,4,30
1573720980,5,500,0,8,335
1573720980,1,8000,0,0,80
1573720980,3,2000,0,1,81
1573720980,1,4000,1,6,420
1573720980,8,0,1,0,1
1573720980,1,0,0,0,27
1573720980,3,4000,0,1,67
1573720980,3,1200,1,1,47
1573721040,1,4000,1,3,425
1573721040,1,500,0,0,10
1573721040,3,0,0,0,4
1573721040,5,-1,0,0,1
1573721040,255,0,2,3,260
1573721040,5,500,1,36,2387
1573721040,3,1200,1,1,47
1573721040,255,4294967,0,0,1
1573721040,3,1200,0,3,32
1573721040,3,500,1,0,30
1573721040,1,2000,1,9,299
1573721040,5,1200,0,9,697
1573721040,5,2000,0,84,2529
1573721040,5,8000,0,5,789
1573721040,5,1200,1,65,3525
1573721040,1,4000,0,0,53
1573721040,5,8000,1,34,4306
1573721040,7,0,1,0,1
1573721040,1,2000,0,2,103
1573721040,5,0,0,1,355
1573721040,5,500,0,10,356
1573721040,5,4000,0,18,1766
1573721040,5,2000,1,423,16505
1573721040,3,500,0,0,11
1573721040,3,8000,1,0,132
1573721040,1,1200,1,4,32
1573721040,1,0,0,0,27
1573721040,3,2000,1,8,223
1573721040,1,8000,1,1,301
1573721040,3,4000,0,1,70
1573721040,3,8000,0,1,52
1573721040,5,4000,1,141,16278
1573721040,1,8000,0,0,82
1573721040,1,500,1,0,13
1573721040,3,4000,1,5,562
1573721040,3,2000,0,1,85
1573721040,5,0,1,0,3
1573721040,1,1200,0,2,12
1573721100,5,8000,1,28,4352
1573721100,5,1200,0,11,706
1573721100,8,2000,0,0,1
1573721100,3,8000,1,2,131
1573721100,3,0,0,0,4
1573721100,5,4000,0,15,1768
1573721100,1,8000,0,0,84
1573721100,5,0,0,4,367
1573721100,1,2000,0,2,98
1573721100,4,0,1,1,1
1573721100,5,0,1,0,3
1573721100,1,500,1,1,15
1573721100,3,4000,0,0,68
1573721100,1,0,0,0,28
1573721100,5,8000,0,6,823
1573721100,3,1200,0,2,28
1573721100,3,4000,1,6,557
1573721100,1,8000,1,1,308
1573721100,1,4000,0,3,54
1573721100,3,8000,0,1,49
1573721100,255,4294967,0,0,1
1573721100,5,2000,1,323,17125
1573721100,1,500,0,0,9
1573721100,3,1200,1,3,54
1573721100,3,2000,0,2,95
1573721100,5,2000,0,82,2599
1573721100,5,500,0,5,356
1573721100,5,500,1,39,2474
1573721100,3,2000,1,4,237
1573721100,5,1200,1,72,3727
1573721100,1,2000,1,6,305
1573721100,1,1200,1,4,33
1573721100,255,0,2,2,257
1573721100,5,4000,1,146,16765
1573721100,1,4000,1,6,431
1573721100,1,1200,0,2,12
1573721100,6,2000,1,0,1
1573721100,3,500,0,0,16
1573721100,3,500,1,0,42
1573721160,1,500,1,2,15
1573721160,1,1200,0,1,12
