min,cdn,bitrate,p2p,device,isp,value,cnt
1590929100,3,0,0,adr_tv,移动,23,749
1590929100,5,2000,0,ios,电信,0,1
1590929100,7,2000,1,adr,移动,2,71
1590929100,5,500,1,pc_exe,电信,0,1
1590929100,3,2000,1,pc_exe,联通,4,534
1590929100,3,2000,1,adr,移动,34,2618
1590929100,3,2000,1,pc_exe,海外,0,16
1590929100,3,500,1,gamelive,移动,0,3
1590929100,7,500,0,adr_tv,电信,3,12
1590929100,5,2000,0,ipad,移动,0,1
1590929100,3,0,0,adr,电信,2,87
1590929100,3,500,0,pc_exe,移动,1,25
1590929100,7,2000,1,pc_exe,移动,0,19
1590929100,5,2000,1,adr,联通,6,360
1590929100,7,500,0,pc_exe,联通,1,2
1590929100,3,2000,1,adr,电信,53,2858
1590929100,5,0,1,ipad,联通,0,2
1590929100,3,500,1,adr,小运营商,1,42
1590929100,3,500,1,gamelive,电信,0,12
1590929100,5,2000,0,adr_tv,联通,0,3
1590929100,3,500,0,ios,联通,0,5
1590929100,7,2000,0,adr,联通,0,3
1590929100,3,2000,0,ios,小运营商,0,5
1590929100,7,0,0,adr_tv,联通,0,21
1590929100,5,500,0,ios,联通,3,104
1590929100,3,500,1,webh5,电信,0,886
1590929100,3,500,0,adr,移动,3,44
1590929100,5,500,1,ios,海外,0,5
1590929100,3,2000,1,webh5,海外,0,23
1590929100,3,0,1,ios,联通,0,73
1590929100,5,2000,0,pc_exe,电信,0,71
1590929100,5,500,0,webh5,电信,0,2
1590929100,3,500,1,adr,电信,19,842
1590929100,3,2000,1,pc_exe,移动,5,740
1590929100,3,2000,1,adr,教育网,0,3
1590929100,3,500,0,pc_exe,联通,0,45
1590929100,7,0,0,adr_tv,小运营商,3,3
1590929100,5,2000,1,adr,海外,0,3
1590929100,5,2000,1,webh5,电信,0,26
1590929100,3,0,0,adr_tv,联通,15,392
1590929100,3,500,0,web,联通,0,15
1590929100,3,2000,0,web,电信,3,36
1590929100,6,0,0,adr_tv,联通,0,1
1590929100,5,0,0,adr,联通,7,728
1590929100,3,2000,0,web,移动,1,24
1590929100,3,2000,0,webh5,电信,0,66
1590929100,3,500,0,ios,移动,0,17
1590929100,3,0,0,adr_tv,电信,15,791
1590929100,7,500,0,adr,电信,0,15
1590929100,5,500,1,ios,移动,7,81
1590929100,7,500,1,ios,联通,1,11
1590929100,7,500,1,adr,联通,1,13
1590929100,7,500,1,webh5,移动,0,3
1590929100,3,2000,0,ipad,电信,0,6
1590929100,5,2000,1,webh5,联通,0,7
1590929100,3,2000,0,ios,联通,0,9
1590929100,3,500,1,gamelive,联通,0,3
1590929100,3,500,0,adr_tv,联通,2,54
1590929100,5,2000,0,adr_tv,电信,0,6
1590929100,5,500,0,adr,小运营商,0,3
1590929100,3,500,1,webh5,小运营商,0,7
1590929100,5,2000,1,webh5,移动,0,18
1590929100,3,500,1,ipad,电信,1,26
1590929100,5,2000,0,pc_exe,小运营商,0,1
1590929100,3,2000,1,ipad,移动,0,141
1590929100,3,500,1,ios,海外,0,6
1590929100,5,500,0,adr_tv,移动,0,3
1590929100,3,2000,1,ios,电信,23,1014
1590929100,3,2000,1,ipad,联通,1,86
1590929100,7,500,0,pc_exe,电信,0,6
1590929100,7,2000,1,pc_exe,电信,2,29
1590929100,3,500,1,webh5,海外,0,9
1590929100,3,2000,1,pc_exe,小运营商,0,62
1590929100,7,500,1,webh5,联通,0,2
1590929100,3,500,0,adr_tv,移动,1,78
1590929100,5,500,1,pc_exe,移动,0,1
1590929100,5,2000,0,pc_exe,移动,0,37
1590929100,5,500,1,pc_exe,联通,0,3
1590929100,3,500,0,webh5,海外,0,3
1590929100,3,2000,1,webh5,电信,5,3086
1590929100,7,500,1,adr,移动,0,28
1590929100,3,2000,0,ipad,移动,0,3
1590929100,3,2000,1,ios,联通,5,426
1590929100,5,500,1,ios,小运营商,0,3
1590929100,5,500,0,adr_tv,联通,0,13
1590929100,3,0,1,ios,电信,5,170
1590929100,7,2000,1,ios,小运营商,0,3
1590929100,3,500,1,ios,联通,3,97
1590929100,3,2000,1,adr,小运营商,11,155
1590929100,3,2000,1,adr,海外,1,23
1590929100,7,2000,0,pc_exe,联通,0,19
1590929100,7,2000,0,webh5,联通,0,3
1590929100,5,500,1,adr,联通,0,86
1590929100,5,2000,0,adr,联通,0,21
1590929100,3,0,0,adr,移动,2,67
1590929100,7,2000,0,pc_exe,移动,0,17
1590929100,5,2000,1,pc_exe,联通,3,23
1590929100,7,500,1,ios,电信,0,13
1590929100,5,2000,1,ios,电信,3,211
1590929100,3,2000,0,pc_exe,电信,3,1130
1590929100,7,2000,0,adr_tv,移动,2,3
1590929100,5,0,1,ios,联通,0,9
1590929100,7,2000,1,ipad,电信,0,3
1590929100,5,500,0,pc_exe,移动,0,4
1590929100,7,500,0,adr,联通,0,3
1590929100,3,500,0,adr,小运营商,2,3
1590929100,3,2000,0,adr_tv,电信,3,66
1590929100,3,500,1,ios,移动,6,259
1590929100,5,0,0,adr_tv,电信,0,83
1590929100,7,0,1,ios,移动,0,4
1590929100,5,0,0,adr,电信,0,23
1590929100,5,500,1,ipad,电信,0,3
1590929100,3,0,0,adr,联通,0,83
1590929100,5,2000,1,ios,小运营商,2,12
1590929100,5,2000,1,ios,联通,1,139
1590929100,3,500,1,ipad,移动,0,13
1590929100,5,2000,1,adr,未知,0,3
1590929100,8,0,0,adr_tv,电信,0,1
1590929100,3,0,0,adr_tv,小运营商,0,36
1590929100,5,2000,1,adr,教育网,0,3
1590929100,5,500,1,adr,电信,6,163
1590929100,3,500,1,webh5,教育网,0,3
1590929100,7,500,0,ios,移动,3,3
