min,cdn,p2p,bitrate,device,value,cnt
1585008060,8,0,2500,C1,1,1
1585008060,5,0,2500,C3,0,1
1585008060,3,0,0,C8,0,3
1585008060,5,1,2500,C1,1,28
1585008060,8,0,2500,C2,0,2
1585008060,3,0,8000,C6,0,6
1585008060,255,2,0,C8,2,25
1585008060,3,0,2500,C1,0,3
1585008060,5,0,2500,C2,0,5
1585008060,3,0,8000,C7,0,1
1585008060,3,1,2500,C8,0,1
1585008060,3,0,2500,C7,0,3
1585008060,3,0,0,C2,0,9
1585008060,3,0,2500,C6,0,6
1585008060,3,0,-1,C2,0,1
1585008060,5,1,2500,C3,0,9
1585008060,8,0,0,C2,0,6
1585008060,5,1,2500,C5,1,6
1585008060,8,1,8000,C8,1,3
1585008060,3,1,2500,C5,0,3
1585008060,8,0,8000,C6,1,11
1585008060,8,0,0,C8,0,3
1585008060,8,1,8000,C1,0,2
1585008060,3,1,2500,C1,2,37
1585008060,3,0,2500,C2,0,8
1585008060,8,1,2500,C8,0,39
1585008060,8,0,4500,C6,0,2
1585008060,8,1,2500,C1,8,182
1585008060,3,0,2500,C3,0,1
1585008060,8,0,2500,C6,4,34
1585008060,5,0,2500,C1,0,8
1585008060,8,1,2500,C3,0,40
1585008060,8,1,2500,C5,0,11
1585008060,3,1,2500,C3,2,23
1585008120,3,0,0,C2,2,17
1585008120,5,0,2500,C2,0,9
1585008120,5,0,2500,C3,0,5
1585008120,3,0,2500,C1,0,3
1585008120,8,0,2500,C8,0,2
1585008120,3,1,2500,C3,0,19
1585008120,8,0,4500,C6,0,1
1585008120,8,0,8000,C8,0,2
1585008120,3,1,2500,C1,3,51
1585008120,8,1,8000,C5,0,4
1585008120,8,0,0,C8,0,2
1585008120,8,1,8000,C1,0,7
1585008120,8,0,8000,C2,0,1
1585008120,3,1,2500,C5,0,5
1585008120,5,1,2500,C5,0,9
1585008120,5,1,2500,C1,2,52
1585008120,3,0,0,C8,0,2
1585008120,3,0,2500,C7,0,3
1585008120,3,1,2500,C8,0,3
1585008120,3,0,2500,C6,2,6
1585008120,8,0,2500,C3,2,3
1585008120,3,0,2500,C2,1,9
1585008120,8,0,2500,C1,2,7
1585008120,8,1,8000,C3,0,1
1585008120,5,0,2500,C1,1,18
1585008120,8,1,2500,C3,0,84
1585008120,8,0,2500,C2,0,6
1585008120,255,2,0,C8,0,24
1585008120,8,1,2500,C5,1,24
1585008120,5,0,0,C2,0,1
1585008120,5,1,2500,C3,0,4
1585008120,8,0,2500,C6,1,34
1585008120,8,1,2500,C1,18,307
1585008120,3,0,8000,C7,0,3
1585008120,8,0,8000,C6,0,14
1585008120,8,0,0,C2,0,5
1585008120,8,1,8000,C8,0,13
1585008120,3,0,8000,C6,0,3
1585008120,8,1,2500,C8,0,65
1585008180,5,0,2500,C3,0,11
1585008180,8,0,8000,C8,1,6
1585008180,8,1,500,C1,0,2
1585008180,5,0,2500,C1,0,34
1585008180,5,1,2500,C1,2,84
1585008180,8,1,8000,C1,0,14
1585008180,3,0,0,C2,0,21
