min,cdn,p2p,device,bitrate,isp,value,cnt
1587330900,5,0,C5,500,移动,0,9
1587330900,5,1,C1,2500,小运营商,1,239
1587330900,3,0,C7,4500,电信,0,15
1587330900,3,0,C2,0,移动,1,14
1587330900,3,0,C3,4500,电信,0,3
1587330900,3,0,C1,500,电信,0,12
1587330900,5,1,C5,500,海外,0,6
1587330900,5,1,C8,4500,小运营商,0,27
1587330900,5,1,C3,2500,小运营商,8,182
1587330900,5,0,C8,2500,联通,0,8
1587330900,3,1,C8,500,电信,0,2
1587330900,5,1,C8,500,小运营商,0,15
1587330900,5,0,C8,4500,电信,0,8
1587330900,3,1,C5,4500,电信,1,3
1587330900,5,0,C6,500,移动,0,3
1587330900,3,1,C5,8000,联通,0,6
1587330900,3,0,C2,4500,电信,4,12
1587330900,5,1,C3,500,联通,10,281
1587330900,5,1,C5,8000,移动,0,27
1587330900,5,0,C1,500,海外,0,12
1587330900,3,1,C3,4500,联通,8,122
1587330900,5,0,C8,2500,电信,0,6
1587330900,5,0,C1,0,移动,0,9
1587330900,3,1,C1,4500,海外,4,9
1587330900,3,0,C1,4500,移动,4,12
1587330900,5,0,C6,4500,移动,15,85
1587330900,3,1,C3,500,海外,4,38
1587330900,5,1,C1,8000,联通,0,80
1587330900,3,1,C1,500,联通,0,74
1587330900,5,1,C1,2500,海外,1,177
1587330900,3,0,C6,2500,小运营商,0,3
1587330900,5,0,C6,8000,电信,0,86
1587330900,5,0,C5,8000,电信,0,3
1587330900,5,0,C2,2500,海外,0,6
1587330900,5,1,C5,2500,移动,10,338
1587330900,3,0,C2,500,电信,1,7
1587330900,3,0,C2,4500,移动,1,2
1587330900,3,1,C8,2500,海外,0,8
1587330900,5,0,C2,500,联通,1,9
1587330900,5,0,C8,4500,移动,0,4
1587330900,5,0,C6,8000,移动,2,42
1587330900,5,0,C6,8000,小运营商,0,3
1587330900,5,1,C1,4500,联通,277,835
1587330900,3,1,C5,500,海外,0,3
1587330900,5,0,C3,500,海外,0,3
1587330900,3,0,C5,500,电信,0,6
1587330900,3,0,C3,500,联通,0,15
1587330900,5,0,C6,4500,小运营商,3,11
1587330900,5,0,C3,2500,联通,8,514
1587330900,3,0,C1,0,移动,0,3
1587330900,5,0,C8,2500,移动,0,5
1587330900,5,0,C2,0,小运营商,0,6
1587330900,5,1,C8,2500,联通,0,41
1587330900,5,0,C5,8000,联通,0,3
1587330900,5,0,C1,4500,电信,37,104
1587330900,3,0,C6,4500,联通,0,4
1587330900,3,1,C5,2500,联通,0,30
1587330900,3,0,C1,4500,电信,4,8
1587330900,5,0,C6,4500,电信,46,217
1587330900,5,0,C2,0,海外,0,6
1587330900,3,1,C8,8000,电信,0,3
1587330900,5,1,C8,500,联通,0,25
1587330900,3,0,C6,8000,海外,0,3
1587330900,3,0,C7,500,电信,0,3
1587330900,3,0,C3,2500,联通,0,13
