min,cdn,p2p,device,bitrate,isp,value,cnt
1584633000,6,1,C5,500,海外,0,3
1584633000,6,0,C7,4500,移动,0,12
1584633000,6,0,C8,2000,联通,0,10
1584633000,5,0,C2,2500,电信,1,11
1584633000,5,0,C1,10000,联通,0,15
1584633000,5,1,C1,500,小运营商,1,15
1584633000,3,1,C8,4500,联通,0,44
1584633000,5,0,C8,10000,电信,0,7
1584633000,6,0,C2,4500,电信,6,167
1584633000,6,1,C8,500,移动,0,44
1584633000,6,1,C8,2500,教育网,0,2
1584633000,5,0,C1,2500,小运营商,0,14
1584633000,6,0,C8,2500,海外,1,3
1584633000,5,1,C8,10000,移动,1,55
1584633000,3,0,C1,2500,联通,0,161
1584633000,5,1,C3,500,联通,3,44
1584633000,3,0,C2,4500,移动,5,29
1584633000,6,1,C3,2500,移动,83,3292
1584633000,6,1,C6,10000,电信,0,43
1584633000,5,0,C1,4500,联通,7,285
1584633000,6,1,C3,2500,电信,78,3206
1584633000,6,1,C6,10000,联通,0,28
1584633000,6,1,C3,4500,海外,10,23
1584633000,6,0,C5,2500,移动,0,16
1584633000,3,0,C6,2500,电信,0,9
1584633000,5,0,C6,2500,小运营商,0,6
1584633000,3,0,C1,10000,移动,0,3
1584633000,6,1,C8,4500,小运营商,2,190
1584633000,3,1,C3,4500,教育网,0,2
1584633000,5,0,C6,10000,移动,0,67
1584633000,6,1,C8,500,联通,0,27
1584633000,3,1,C1,2500,小运营商,1,69
1584633000,6,0,C3,10000,电信,2,140
1584633000,3,1,C8,10000,电信,1,163
1584633000,5,0,C3,10000,小运营商,0,6
1584633000,3,1,C3,4500,小运营商,0,58
1584633000,6,1,C6,500,移动,0,3
1584633000,3,0,C8,2000,小运营商,0,3
1584633000,5,1,C3,2500,小运营商,1,62
1584633000,5,1,C1,4500,小运营商,2,221
1584633000,6,0,C6,2500,小运营商,1,9
1584633000,5,0,C6,2500,海外,0,3
1584633000,3,1,C5,4500,小运营商,0,9
1584633000,6,0,C7,2500,联通,0,6
1584633000,5,1,C3,2500,未知,0,4
1584633000,7,1,C5,0,联通,0,1
1584633000,3,1,C1,4500,联通,20,596
1584633000,5,1,C1,2500,联通,21,872
1584633000,6,0,C5,2500,海外,0,1
1584633000,6,1,C1,500,移动,16,1361
1584633000,3,0,C8,10000,移动,0,7
1584633000,3,0,C1,4500,移动,3,31
1584633000,255,2,C8,0,电信,0,21
1584633000,6,1,C8,2500,移动,4,411
1584633000,6,1,C3,4500,电信,105,4820
1584633000,3,0,C3,10000,小运营商,0,3
1584633000,6,1,C5,10000,联通,3,153
1584633000,6,0,C1,500,电信,4,59
1584633000,6,1,C1,10000,电信,50,2679
1584633000,3,1,C8,10000,小运营商,0,33
1584633000,3,0,C7,4500,电信,0,69
1584633000,3,1,C3,500,小运营商,0,3
1584633000,3,0,C7,500,电信,0,3
1584633000,3,1,C5,2500,电信,1,86
1584633000,3,1,C5,500,海外,0,3
1584633000,6,0,C3,4500,移动,4,70
1584633000,5,1,C8,10000,小运营商,0,16
1584633000,5,1,C5,500,移动,0,3
1584633000,6,0,C8,2000,移动,0,19
1584633000,6,1,C3,4500,联通,34,1750
1584633000,6,1,C5,2500,联通,3,394
1584633000,3,0,C8,2000,电信,0,29
1584633000,6,1,C5,10000,未知,0,4
1584633000,5,0,C8,4500,海外,0,5
1584633000,3,1,C3,4500,未知,0,4
1584633000,6,0,C2,4500,联通,6,80
1584633000,0,0,C4,0,电信,0,3
1584633000,3,1,C3,500,移动,2,111
1584633000,5,0,C2,2500,联通,1,3
1584633000,3,0,C1,0,联通,1,42
1584633000,6,0,C8,4500,移动,0,84
1584633000,6,1,C5,4500,电信,7,265
1584633000,3,0,C8,4500,电信,0,6
1584633000,6,1,C5,4500,移动,5,220
1584633000,3,0,C1,4500,小运营商,0,3
1584633000,6,0,C1,500,联通,0,21
1584633000,5,0,C1,2500,移动,17,345
1584633000,5,0,C6,10000,小运营商,0,13
1584633000,3,0,C3,500,联通,0,4
1584633000,6,1,C3,10000,联通,12,496
1584633000,6,1,C1,10000,未知,0,2
1584633000,5,0,C1,0,移动,1,85
1584633000,3,1,C1,500,移动,2,166
1584633000,5,1,C8,10000,联通,0,38
1584633000,6,1,C1,4500,联通,62,4253
1584633000,6,0,C6,2500,移动,0,62
1584633000,3,0,C3,4500,移动,4,16
1584633000,6,1,C1,10000,小运营商,2,48
1584633000,6,0,C1,2500,小运营商,1,8
1584633000,5,0,C6,10000,电信,3,158
1584633000,6,0,C3,500,联通,1,14
1584633000,3,1,C3,500,电信,2,45
1584633000,5,0,C6,4500,移动,1,16
1584633000,5,0,C3,2500,移动,7,70
1584633000,3,0,C1,4500,电信,1,45
1584633000,8,1,C3,2500,电信,0,1
1584633000,5,0,C1,0,小运营商,0,12
1584633000,5,0,C1,2500,电信,13,193
1584633000,3,1,C1,2500,移动,26,1062
1584633000,3,0,C6,2500,联通,0,3
1584633000,5,1,C8,4500,电信,0,62
1584633000,6,0,C8,10000,移动,0,59
1584633000,5,1,C1,4500,移动,66,1918
1584633000,5,1,C1,2500,移动,40,1725
1584633000,3,1,C8,4500,电信,0,75
1584633000,3,0,C7,2500,联通,0,15
1584633000,6,0,C6,500,移动,0,13
1584633000,6,1,C8,2500,海外,0,18
1584633000,5,1,C1,10000,电信,15,700
1584633000,5,1,C3,4500,移动,36,680
1584633000,6,0,C8,2500,小运营商,0,7
1584633000,6,0,C8,500,移动,0,6
1584633000,5,0,C2,2500,移动,2,12
1584633000,3,1,C3,2500,移动,19,672
1584633000,3,0,C3,500,移动,0,3
1584633000,6,0,C2,4500,移动,0,87
1584633000,6,0,C3,4500,联通,0,11
1584633000,5,1,C5,2500,海外,0,8
1584633000,6,0,C1,2500,联通,12,65
1584633000,4,1,C3,0,电信,0,2
1584633000,5,0,C1,500,移动,1,58
1584633000,5,0,C8,4500,移动,0,2
1584633000,3,1,C1,4500,移动,33,1342
1584633000,6,1,C1,500,联通,3,416
1584633000,3,0,C1,0,海外,0,3
1584633000,6,1,C8,500,小运营商,0,13
1584633000,6,0,C7,4500,电信,4,24
1584633000,6,0,C8,2500,联通,1,16
1584633000,255,0,C1,4294967,联通,0,3
1584633000,6,1,C4,0,电信,2,8
1584633000,5,0,C3,500,移动,0,3
1584633000,5,0,C6,4500,未知,0,3
1584633000,6,1,C6,4500,电信,8,24
1584633000,6,0,C2,500,移动,0,9
1584633000,6,0,C6,10000,未知,0,3
1584633000,6,0,C8,2000,海外,0,2
1584633000,3,0,C2,10000,移动,1,6
1584633000,5,1,C5,500,电信,0,2
1584633000,5,1,C5,2500,小运营商,1,13
1584633000,6,1,C5,10000,电信,11,540
1584633000,6,0,C2,10000,联通,0,6
1584633000,3,0,C7,4500,海外,0,3
1584633000,6,1,C1,4500,未知,0,15
1584633000,6,0,C2,2500,小运营商,0,3
1584633000,6,1,C8,10000,小运营商,0,76
1584633000,6,0,C7,10000,移动,0,27
1584633000,5,1,C8,4500,小运营商,0,17
1584633000,6,1,C8,4500,联通,3,1635
1584633000,3,1,C1,10000,海外,0,3
1584633000,4,1,C1,0,电信,0,2
1584633000,6,1,C3,500,海外,0,6
1584633000,4,1,C3,500,移动,0,1
1584633000,5,1,C6,2500,联通,0,3
1584633000,5,0,C1,0,电信,0,111
1584633000,4,1,C3,2500,电信,1,4
1584633000,6,0,C1,0,联通,2,221
1584633000,6,1,C6,4500,联通,0,8
1584633000,5,0,C2,0,移动,0,10
1584633000,6,0,C8,2500,移动,1,55
1584633000,6,0,C3,4500,电信,4,57
1584633000,5,1,C1,4500,电信,47,2723
1584633000,3,1,C1,2500,电信,32,889
1584633000,4,1,C1,0,移动,0,1
1584633000,5,0,C3,500,电信,0,12
1584633000,6,1,C8,500,海外,0,4
1584633000,3,0,C8,10000,联通,0,2
1584633000,3,1,C3,10000,小运营商,1,23
1584633000,6,0,C2,10000,电信,0,21
1584633000,6,0,C3,2500,联通,1,47
1584633000,6,1,C1,500,电信,21,845
1584633000,3,1,C6,4500,移动,0,3
1584633000,5,0,C6,500,电信,0,2
1584633000,3,1,C8,4500,海外,0,25
1584633000,6,1,C5,4500,联通,4,168
1584633000,6,0,C5,500,电信,0,6
1584633000,5,1,C3,2500,移动,27,950
1584633000,3,0,C2,2500,移动,0,18
1584633000,6,1,C3,4500,移动,94,3377
1584633000,5,1,C6,10000,电信,0,3
1584633000,3,1,C3,4500,移动,23,625
1584633000,3,1,C1,4500,未知,0,8
1584633000,6,0,C2,2500,移动,5,89
1584633000,6,1,C3,500,联通,1,156
1584633000,6,1,C5,500,未知,0,2
1584633000,3,1,C3,500,联通,0,34
1584633000,5,0,C1,2500,联通,202,3550
1584633000,6,1,C5,2500,海外,7,17
1584633000,3,0,C7,4500,联通,0,15
1584633000,3,1,C8,10000,移动,1,125
1584633000,6,0,C1,500,移动,3,70
1584633000,5,0,C2,4500,联通,0,10
1584633000,3,0,C1,4500,联通,0,22
1584633000,5,0,C2,4500,移动,0,3
1584633000,5,1,C5,0,电信,0,2
1584633000,3,1,C5,2500,海外,1,12
1584633000,6,0,C7,4500,联通,0,6
1584633000,6,1,C5,500,移动,0,9
1584633000,3,0,C6,10000,电信,2,201
1584633000,5,1,C8,2500,小运营商,0,9
1584633000,5,0,C3,4500,移动,0,27
1584633000,6,0,C6,10000,小运营商,1,24
1584633000,3,0,C6,10000,海外,0,5
1584633000,3,0,C6,4500,小运营商,0,5
1584633000,5,0,C5,2500,海外,0,1
1584633000,6,1,C1,2500,联通,79,3539
1584633000,5,1,C1,500,移动,5,254
1584633000,3,0,C7,10000,移动,0,27
1584633000,5,0,C1,0,联通,2,186
1584633000,3,0,C2,2500,联通,0,5
1584633000,3,1,C5,0,移动,0,3
1584633000,3,1,C5,500,小运营商,0,3
1584633000,5,0,C6,8000,移动,0,3
1584633000,6,0,C1,4500,联通,4,69
1584633000,3,0,C1,500,移动,0,12
1584633000,6,1,C8,10000,移动,3,823
1584633000,5,0,C6,4500,电信,2,28
1584633000,5,1,C1,2500,未知,0,9
1584633000,6,0,C2,2500,联通,0,60
