min,cdn,bitrate,p2p,device,isp,value,cnt
1591015200,3,8000,1,ios,移动,1,11
1591015200,3,500,1,ios,电信,0,9
1591015200,5,500,1,ios,电信,0,4
1591015200,6,2000,1,pc_exe,小运营商,0,6
1591015200,6,500,1,ipad,移动,0,3
1591015200,6,4000,1,adr,海外,0,2
1591015200,6,500,1,ios,移动,0,21
1591015200,6,0,0,adr_tv,移动,0,11
1591015200,3,8000,1,webh5,电信,0,3
1591015200,5,8000,0,ios,联通,0,3
1591015200,3,2000,1,adr,移动,2,92
1591015200,6,2000,1,ios,移动,2,114
1591015200,3,2000,1,ios,联通,0,10
1591015200,3,4000,1,pc_exe,小运营商,0,3
1591015200,6,500,1,pc_exe,电信,0,3
1591015200,5,8000,1,adr,移动,0,8
1591015200,6,4000,1,pc_exe,移动,0,3
1591015200,3,0,0,adr,联通,0,3
1591015200,6,8000,1,ios,电信,0,12
1591015200,3,8000,0,web,联通,0,3
1591015200,3,4000,1,webh5,移动,0,6
1591015200,6,500,1,adr,联通,4,30
1591015200,3,500,1,ios,联通,0,3
1591015200,6,4000,0,webh5,海外,0,2
1591015200,5,8000,1,pc_exe,未知,0,3
1591015200,6,2000,1,webh5,海外,0,3
1591015200,6,2000,0,adr_tv,电信,0,6
1591015200,5,8000,1,ipad,移动,0,3
1591015200,6,500,1,webh5,电信,0,48
1591015200,6,8000,0,pc_exe,联通,0,15
1591015200,6,2000,0,webh5,小运营商,0,2
1591015200,5,4000,1,adr,联通,0,21
1591015200,6,2000,1,pc_exe,电信,2,94
1591015200,6,8000,1,adr,电信,1,34
1591015200,3,8000,1,pc_exe,联通,0,9
1591015200,6,4000,1,adr,教育网,0,3
1591015200,6,2000,0,adr,移动,1,8
1591015200,6,4000,0,webh5,联通,0,2
1591015200,6,8000,1,ios,联通,0,10
1591015200,6,4000,1,ios,联通,2,22
1591015200,3,2000,1,ipad,电信,0,10
1591015200,3,8000,1,ios,联通,0,4
1591015200,6,2000,0,ios,电信,0,4
1591015200,3,2000,0,webh5,电信,0,2
