min,cdn,bitrate,p2p,device,isp,value,cnt
1591080420,5,500,0,adr,电信,0,3
1591080420,5,4000,0,webh5,电信,0,27
1591080420,3,2000,0,adr,联通,0,3
1591080420,5,2000,1,ios,海外,0,1
1591080420,5,2000,1,ipad,移动,0,25
1591080420,5,4000,1,pc_exe,小运营商,0,9
1591080420,5,7000,0,pc_exe,小运营商,0,3
1591080420,5,4000,0,ios,联通,0,1
1591080420,5,4000,1,adr,移动,0,122
1591080420,5,7000,1,ios,移动,0,7
1591080420,3,7000,0,web,电信,0,3
1591080420,3,2000,1,ios,移动,0,24
1591080420,5,4000,0,pc_exe,移动,0,25
1591080420,5,500,1,adr,海外,0,3
1591080420,3,2000,0,ipad,移动,0,3
1591080420,5,2000,1,webh5,海外,0,10
1591080420,5,2000,1,ipad,海外,0,3
1591080420,5,6000,1,webh5,移动,0,3
1591080420,3,4000,1,webh5,移动,0,1
1591080420,5,2000,1,webh5,联通,0,21
1591080420,5,2000,0,adr,电信,0,3
1591080420,5,7000,0,pc_exe,联通,0,20
1591080420,5,4000,1,webh5,小运营商,0,12
1591080420,5,2000,0,adr_tv,联通,0,3
1591080420,3,7000,1,webh5,联通,0,3
1591080420,5,4000,1,pc_exe,移动,0,30
1591080420,5,7000,1,pc_exe,电信,0,18
1591080420,5,4000,1,webh5,电信,0,342
1591080420,3,4000,0,adr,电信,0,3
1591080420,3,500,1,adr,移动,0,2
1591080420,3,7000,1,ios,电信,0,1
1591080420,3,7000,1,adr,电信,0,3
1591080420,5,7000,1,ipad,移动,0,5
1591080420,3,7000,1,pc_exe,海外,0,1
1591080420,5,6000,1,ios,海外,0,2
1591080420,5,4000,1,pc_exe,电信,2,92
1591080420,5,500,0,adr,海外,0,6
1591080420,5,2000,1,ios,电信,1,101
1591080420,3,2000,1,adr,移动,0,21
1591080420,5,500,1,webh5,移动,0,3
1591080420,5,7000,1,adr,移动,2,29
1591080420,5,2000,1,adr,小运营商,1,9
1591080420,5,4000,1,ios,联通,0,42
1591080420,5,4000,1,ios,移动,1,56
1591080420,3,4000,0,web,电信,0,2
