min,cdn,bitrate,p2p,value,cnt
1573911120,5,4000,0,30,228
1573911120,5,1200,0,17,733
1573911120,3,1200,1,136,4780
1573911120,6,0,1,0,1
1573911120,1,0,1,0,5
1573911120,7,0,0,0,1
1573911120,5,8000,1,6,645
1573911120,3,500,1,95,3738
1573911120,0,0,0,0,3
1573911120,3,2000,0,53,1442
1573911120,8,2000,1,0,2
1573911120,3,0,0,10,914
1573911120,5,2000,0,49,2244
1573911120,8,0,1,0,2
1573911120,3,8000,1,109,7435
1573911120,5,500,1,10,186
1573911120,1,4000,0,7,119
1573911120,7,0,1,0,14
1573911120,3,4000,1,349,26552
1573911120,5,4000,1,51,1626
1573911120,255,4294967,0,0,1
1573911120,5,0,1,0,4
1573911120,5,1200,1,11,364
1573911120,8,2000,0,0,1
1573911120,3,2000,1,517,20134
1573911120,1,0,0,1,15
1573911120,3,500,0,4,234
1573911120,5,8000,0,7,420
1573911120,5,0,0,0,8
1573911120,1,1200,1,6,74
1573911120,6,1200,1,0,1
1573911120,5,500,0,11,327
1573911120,3,8000,0,20,1659
1573911120,7,2000,1,0,2
1573911120,255,0,2,0,14
1573911120,1,8000,0,14,317
1573911120,7,500,1,0,1
1573911120,1,8000,1,2,449
1573911120,5,2000,1,45,1373
1573911120,1,1200,0,1,16
1573911120,3,1200,0,31,561
1573911120,3,4000,0,99,5795
1573911120,1,500,0,0,13
1573911120,1,500,1,1,46
1573911120,1,2000,1,10,269
1573911120,1,4000,1,16,443
1573911120,8,-1,1,0,1
1573911120,6,2000,1,0,5
1573911120,6,500,1,0,1
1573911120,4,0,1,0,4
1573911120,8,1200,1,0,1
1573911120,6,2000,0,0,2
1573911120,3,0,1,0,19
1573911120,1,2000,0,4,85
1573911120,7,1200,1,0,2
1573911180,5,8000,1,11,625
1573911180,255,0,1,0,1
1573911180,3,8000,0,14,1604
1573911180,1,500,1,0,37
1573911180,5,500,0,3,301
1573911180,1,8000,0,6,303
1573911180,5,2000,1,22,1390
1573911180,3,500,1,68,3674
1573911180,6,0,1,0,2
1573911180,1,2000,1,7,266
1573911180,5,1200,1,9,324
1573911180,1,0,1,0,2
1573911180,7,1200,1,0,1
1573911180,3,0,0,7,899
1573911180,5,1200,0,6,696
1573911180,5,4000,0,71,207
1573911180,8,0,1,0,1
1573911180,3,1200,1,87,4591
1573911180,6,2000,1,0,1
1573911180,5,0,0,0,7
1573911180,3,4000,1,231,27573
1573911180,15,2000,1,0,1
1573911180,1,500,0,1,11
1573911180,5,4000,1,38,1573
1573911180,0,0,0,0,3
1573911180,1,2000,0,1,82
1573911180,3,2000,0,54,1381
1573911180,255,0,2,0,15
1573911180,1,8000,1,2,420
1573911180,3,-1,0,0,1
1573911180,3,1200,0,38,592
1573911180,3,4000,0,80,5814
1573911180,1,1200,0,0,9
1573911180,1,0,0,0,17
1573911180,255,4294967,0,0,1
1573911180,6,0,0,0,1
1573911180,5,2000,0,46,2272
1573911180,7,0,1,0,8
1573911180,5,500,1,5,160
1573911180,3,500,0,4,222
1573911180,5,8000,0,13,413
1573911180,4,0,1,0,1
1573911180,8,0,0,0,1
1573911180,3,8000,1,71,7303
1573911180,7,2000,1,0,2
1573911180,1,4000,0,6,113
1573911180,3,2000,1,322,20401
1573911180,1,1200,1,2,68
1573911180,4,2000,1,0,2
1573911180,5,0,1,0,5
1573911180,8,2000,0,0,1
1573911180,1,4000,1,7,427
1573911180,3,0,1,0,21
1573911240,8,2000,1,0,1
1573911240,5,4000,1,40,1634
1573911240,3,0,0,3,902
1573911240,8,0,1,0,1
1573911240,5,2000,0,33,2389
1573911240,3,8000,1,58,7170
1573911240,5,1200,0,11,760
1573911240,5,500,1,6,180
1573911240,3,1200,0,19,560
1573911240,3,500,1,49,3710
1573911240,4,0,1,0,2
1573911240,1,8000,0,13,300
1573911240,1,2000,0,0,72
1573911240,255,0,2,0,14
1573911240,3,-1,0,0,1
1573911240,3,2000,0,41,1389
1573911240,1,4000,1,3,426
1573911240,1,500,1,3,41
1573911240,1,8000,1,3,435
1573911240,1,500,0,0,7
1573911240,1,2000,1,11,259
1573911240,5,8000,1,10,613
1573911240,3,0,1,0,18
1573911240,7,500,1,0,1
1573911240,7,0,1,0,3
1573911240,7,2000,1,0,6
1573911240,3,4000,0,87,5671
1573911240,3,8000,0,8,1597
1573911240,0,0,0,0,3
1573911240,3,500,0,5,220
1573911240,3,2000,1,362,20820
1573911240,1,1200,1,1,60
1573911240,5,0,1,0,2
1573911240,5,500,0,3,306
1573911240,4,2000,1,1,1
1573911240,6,0,1,0,1
1573911240,3,1200,1,75,4660
1573911240,5,8000,0,7,375
1573911240,1,0,0,0,15
1573911240,5,2000,1,25,1346
1573911240,5,4000,0,5,194
1573911240,5,0,0,0,11
