min,cdn,bitrate,p2p,device,isp,value,cnt
1591329600,7,2000,1,ipad,海外,0,40
1591329600,7,2000,1,ipad,教育网,0,6
1591329600,5,4000,0,adr,联通,0,3
1591329600,7,4000,0,pc_exe,海外,0,4
1591329600,3,0,0,adr,电信,0,16
1591329600,5,2000,1,adr,教育网,2,14
1591329600,3,4000,0,ios,联通,0,6
1591329600,3,2000,0,webh5,电信,0,11
1591329600,3,500,0,web,电信,0,3
1591329600,7,2000,1,adr,教育网,0,14
1591329600,7,4000,1,pc_exe,小运营商,5,66
1591329600,3,4000,1,adr,电信,11,604
1591329600,3,500,0,ios,电信,0,3
1591329600,7,4000,0,webh5,海外,0,7
1591329600,7,2000,1,webh5,移动,2,333
1591329600,3,4000,0,web,联通,0,9
1591329600,7,2000,1,adr,海外,0,21
1591329600,5,2000,1,ios,移动,4,304
1591329600,5,500,0,adr,电信,0,18
1591329600,3,2000,1,pc_exe,移动,0,3
1591329600,5,500,1,ios,联通,0,27
1591329600,255,0,2,webh5,移动,0,3
1591329600,7,2000,0,ipad,联通,0,3
1591329600,3,2000,1,adr,小运营商,2,26
1591329600,5,2000,1,webh5,移动,0,6
1591329600,7,2000,1,ios,移动,17,1032
1591329600,7,500,1,webh5,移动,0,48
1591329600,3,2000,0,adr_tv,移动,0,6
1591329600,7,2000,0,webh5,联通,0,24
1591329600,3,2000,0,ios,移动,0,9
1591329600,7,4000,0,web,电信,0,4
1591329600,7,2000,0,ipad,移动,0,1
1591329600,3,2000,1,webh5,小运营商,0,6
1591329600,7,500,0,ios,联通,0,6
1591329600,7,4000,0,pc_exe,联通,1,349
1591329600,3,2000,0,ios,电信,0,3
1591329600,3,0,0,adr_tv,电信,0,8
1591329600,3,2000,1,webh5,电信,1,12
1591329600,7,500,1,adr,电信,16,434
1591329600,7,4000,1,pc_exe,海外,0,25
1591329600,5,0,0,adr_tv,移动,0,9
1591329600,5,500,0,pc_exe,电信,0,3
1591329600,5,2000,1,ipad,联通,0,15
1591329600,7,2000,1,ios,小运营商,2,22
1591329600,7,500,0,pc_exe,电信,0,3
1591329600,5,2000,0,ios,移动,0,20
1591329600,5,2000,0,webh5,移动,0,6
1591329600,7,500,0,webh5,教育网,0,1
1591329600,7,2000,1,ipad,移动,2,220
1591329600,5,2000,1,ios,小运营商,0,16
1591329600,5,4000,1,ios,电信,23,297
1591329600,3,500,1,adr,联通,0,25
1591329600,5,2000,1,ipad,移动,0,31
1591329600,3,2000,1,ios,海外,0,14
1591329600,7,0,0,webh5,小运营商,0,3
1591329600,7,2000,1,pc_exe,海外,0,6
1591329600,7,500,1,adr,小运营商,0,10
1591329600,3,2000,1,adr,教育网,0,3
1591329600,5,4000,0,ios,联通,2,155
1591329600,7,2000,0,webh5,海外,0,3
1591329600,7,500,1,webh5,电信,0,200
1591329600,7,2000,1,ios,未知,0,1
1591329600,3,4000,1,adr,小运营商,0,44
1591329600,3,0,0,adr,小运营商,0,6
1591329600,7,4000,0,adr_tv,电信,0,6
1591329600,7,2000,1,pc_exe,移动,4,87
1591329600,5,2000,0,adr,联通,17,1350
1591329600,3,4000,0,adr_tv,移动,0,3
1591329600,3,2000,1,ipad,电信,1,17
1591329600,7,4000,0,webh5,联通,0,64
1591329600,5,2000,1,ios,电信,7,208
1591329600,7,4000,1,webh5,海外,0,83
1591329600,3,2000,1,ios,移动,4,365
1591329600,5,500,0,ios,联通,0,107
1591329600,7,4000,0,webh5,小运营商,0,7
1591329600,3,2000,1,pc_exe,联通,0,3
1591329600,7,2000,0,adr_tv,联通,0,15
1591329600,3,2000,1,webh5,移动,0,3
1591329600,7,4000,1,adr,电信,60,4102
1591329600,7,4000,1,ios,电信,27,1213
1591329600,7,500,1,webh5,海外,0,7
1591329600,5,4000,1,adr,电信,9,922
1591329600,7,4000,1,adr,海外,0,27
1591329600,7,2000,0,webh5,电信,0,63
1591329600,3,4000,0,pc_exe,海外,0,3
1591329600,3,4000,1,webh5,电信,0,78
1591329600,5,4000,0,ios,移动,0,6
1591329600,3,0,0,adr_tv,联通,0,9
1591329600,7,500,1,ios,移动,6,240
1591329600,5,4000,1,webh5,小运营商,0,9
1591329600,5,4000,1,adr,联通,4,550
1591329600,4,500,1,ios,移动,0,1
1591329600,5,4000,0,webh5,移动,0,3
1591329600,7,2000,1,webh5,联通,0,230
1591329600,5,4000,1,ipad,联通,0,9
1591329600,7,2000,1,ios,海外,3,60
1591329600,5,4000,0,ios,电信,0,7
1591329600,5,0,0,adr,联通,4,166
1591329600,5,500,1,adr,联通,0,30
1591329600,7,500,0,webh5,小运营商,0,2
1591329600,5,4000,1,ios,海外,0,8
1591329600,3,2000,1,ios,小运营商,0,18
1591329600,3,4000,0,ios,海外,0,3
1591329600,7,4000,0,ios,小运营商,0,3
1591329600,3,2000,1,ipad,移动,1,15
1591329600,5,500,0,ios,电信,2,5
1591329600,5,2000,0,adr_tv,联通,0,3
1591329600,7,500,0,adr_tv,移动,0,3
1591329600,7,4000,0,ipad,移动,0,4
1591329600,5,0,0,adr,电信,0,27
1591329600,7,4000,1,webh5,小运营商,0,169
1591329600,5,4000,0,adr_tv,电信,0,3
1591329600,5,500,1,ios,小运营商,0,6
1591329600,7,4000,0,webh5,未知,0,1
1591329600,7,0,0,adr,移动,0,61
1591329600,7,2000,1,pc_exe,电信,5,134
1591329600,7,4000,1,pc_exe,教育网,0,22
1591329600,3,2000,1,adr,电信,12,300
1591329600,7,2000,1,webh5,教育网,0,9
1591329600,7,2000,1,ios,联通,10,422
1591329600,5,4000,1,webh5,电信,1,33
1591329600,7,4000,1,ipad,小运营商,0,6
1591329600,7,2000,0,adr,电信,6,81
1591329600,3,4000,0,webh5,移动,0,5
1591329600,7,0,0,adr_tv,小运营商,4,8
1591329600,7,4000,1,adr,移动,40,3606
1591329600,3,4000,0,ios,移动,0,15
1591329600,3,2000,0,ios,联通,0,32
1591329600,7,4000,0,pc_exe,移动,4,629
1591329600,3,4000,1,ipad,联通,0,10
1591329600,7,2000,0,ios,联通,2,16
1591329600,7,0,0,webh5,移动,0,4
1591329600,5,4000,1,ios,移动,12,212
1591329600,3,500,1,adr,移动,0,55
1591329600,5,4000,1,webh5,移动,0,42
1591329600,4,500,0,ios,移动,0,1
1591329600,7,4000,0,ipad,联通,0,3
1591329600,7,500,0,ipad,海外,0,3
1591329600,5,0,0,adr_tv,联通,0,9
1591329600,3,4000,1,ios,海外,0,17
1591329600,3,4000,0,webh5,电信,0,2
1591329600,7,4000,1,pc_exe,联通,14,835
1591329600,7,500,0,web,小运营商,0,1
1591329600,3,500,1,ios,移动,2,121
1591329600,7,500,1,pc_exe,移动,4,12
1591329600,7,500,0,ios,移动,0,4
1591329600,7,500,0,webh5,移动,0,7
1591329600,3,4000,1,ios,移动,3,144
1591329600,3,500,0,adr,移动,0,3
1591329600,7,4000,1,ipad,海外,0,15
