min,cdn,bitrate,device,p2p,value,cnt
1568642640,3,1200,C5,0,1,13
1568642640,1,500,C8,1,0,7
1568642640,255,4294967,C1,0,0,2
1568642640,1,500,C6,0,0,4
1568642640,5,0,C1,0,2,234
1568642640,3,1200,C8,1,7,6697
1568642640,1,0,C2,0,0,9
1568642640,3,0,C3,0,0,1
1568642640,5,1200,C3,1,33,1277
1568642640,1,500,C3,1,4,60
1568642640,1,500,C1,0,3,12
1568642640,3,500,C8,1,0,1071
1568642640,8,1200,C3,1,0,1
1568642640,1,500,C1,1,8,222
1568642640,3,0,C3,1,0,1
1568642640,4,0,C1,1,0,1
1568642640,1,1200,C7,0,0,27
1568642640,1,1200,C3,1,5,234
1568642640,3,500,C5,1,4,123
1568642640,5,500,C8,1,0,16
1568642640,5,0,C2,0,3,15
1568642640,5,1200,C1,1,74,3916
1568642640,3,0,C1,0,5,42
1568642640,1,1200,C1,1,17,587
1568642640,1,500,C2,0,0,3
1568642640,3,1200,C7,0,1,505
1568642640,3,500,C1,1,199,7435
1568642640,1,1200,C3,0,4,16
1568642640,1,500,C8,0,0,2
1568642640,3,500,C5,0,0,3
1568642640,5,500,C3,0,6,440
1568642640,3,500,C3,1,84,2608
1568642640,5,500,C6,0,0,2
1568642640,5,0,C5,1,0,9
1568642640,5,1200,C3,0,14,1429
1568642640,1,1200,C8,1,0,198
1568642640,5,1200,C6,0,0,76
1568642640,3,1200,C2,0,9,143
1568642640,3,-1,C2,0,0,1
1568642640,3,2000,C6,0,0,1
1568642640,5,500,C1,1,21,657
1568642640,3,1200,C3,1,307,16935
1568642640,3,500,C8,0,0,58
1568642640,5,1200,C8,0,0,25
1568642640,3,500,C3,0,2,64
1568642640,3,0,C4,1,1,33
1568642640,3,500,C1,0,20,318
1568642640,3,0,C2,0,68,1186
1568642640,4,500,C3,1,1,1
1568642640,5,500,C3,1,13,215
1568642640,3,0,C8,0,0,15
1568642640,5,1200,C8,1,0,93
1568642640,-1,0,C3,1,0,2
1568642640,3,0,C5,1,1,66
1568642640,3,1200,C8,0,4,645
1568642640,5,2000,C1,1,0,1
1568642640,5,0,C3,1,0,1
1568642640,3,1200,C6,0,10,1794
1568642640,1,500,C7,0,0,6
1568642640,5,1200,C7,0,0,6
