min,cdn,bitrate,p2p,value,cnt
1575641580,3,4500,1,73,3472
1575641580,8,2000,1,0,18
1575641580,3,0,1,0,6
1575641580,8,500,0,31,854
1575641580,5,0,0,30,1069
1575641580,3,500,0,15,376
1575641580,3,4500,0,14,304
1575641580,8,2500,1,593,27234
1575641580,6,0,1,0,3
1575641580,5,10000,1,202,9041
1575641580,3,2500,1,150,5052
1575641580,5,2500,0,225,10135
1575641580,5,4000,1,0,4
1575641580,5,4000,0,0,3
1575641580,5,4500,0,33,1665
1575641580,4,0,0,0,1
1575641580,3,10000,1,68,2485
1575641580,6,2500,0,1,1
1575641580,5,2000,0,0,24
1575641580,8,0,1,0,4
1575641580,8,10000,0,45,1610
1575641580,5,500,1,267,12870
1575641580,3,0,0,8,393
1575641580,8,4500,0,24,1128
1575641580,15,0,0,0,1
1575641580,3,500,1,46,2499
1575641580,8,1200,1,0,3
1575641580,8,0,0,51,905
1575641580,8,10000,1,220,8263
1575641580,255,0,2,0,6
1575641580,8,500,1,221,10388
1575641580,5,4500,1,358,21394
1575641580,5,2000,1,0,11
1575641580,4,500,1,0,1
1575641580,5,0,1,0,20
1575641580,8,4500,1,356,17420
1575641580,3,10000,0,9,235
1575641580,3,-1,0,0,2
1575641580,8,4000,0,1,6
1575641580,8,2000,0,0,21
1575641580,3,2500,0,56,814
1575641580,255,4294967,0,0,1
1575641580,4,0,1,0,1
1575641580,6,10000,1,0,1
1575641580,5,10000,0,52,1941
1575641580,5,-1,0,0,1
1575641580,8,2500,0,125,2207
1575641580,3,2000,1,0,4
1575641580,5,2500,1,835,34069
1575641580,5,500,0,83,4158
1575641640,3,2500,0,54,845
1575641640,5,10000,1,217,9249
1575641640,8,4000,0,0,3
1575641640,7,-1,0,0,1
1575641640,8,500,1,231,10607
1575641640,3,0,1,0,9
1575641640,5,4500,0,46,1712
1575641640,3,2500,1,126,5086
1575641640,4,0,0,0,1
1575641640,8,10000,0,39,1617
1575641640,5,0,1,1,24
1575641640,6,0,1,0,3
1575641640,5,2500,1,880,34562
1575641640,5,2500,0,263,10333
1575641640,5,500,1,284,13088
1575641640,8,2000,1,1,17
1575641640,8,4500,0,39,1161
1575641640,4,0,1,1,4
1575641640,5,4000,0,0,7
1575641640,8,2500,1,648,27723
1575641640,8,500,0,32,886
1575641640,6,2500,1,0,1
1575641640,8,2500,0,147,2216
1575641640,5,4000,1,0,6
1575641640,8,1200,1,0,3
1575641640,3,4500,1,80,3506
1575641640,3,0,0,3,396
1575641640,3,500,1,39,2589
1575641640,8,4500,1,377,17837
1575641640,8,2000,0,1,21
1575641640,255,0,2,1,7
1575641640,3,500,0,13,377
1575641640,8,0,0,28,887
1575641640,3,2000,1,0,3
1575641640,5,500,0,86,4243
1575641640,255,4294967,0,0,6
1575641640,3,10000,1,84,2563
1575641640,8,-1,0,0,1
1575641640,5,2000,0,3,25
1575641640,4,2500,1,0,1
1575641640,5,10000,0,48,1945
1575641640,3,4500,0,12,325
1575641640,5,2000,1,1,13
1575641640,8,10000,1,224,8489
1575641640,5,4500,1,418,21385
1575641640,5,0,0,35,1088
1575641640,3,10000,0,7,254
1575641640,8,0,1,0,3
1575641700,3,10000,0,9,233
1575641700,5,-1,0,0,3
1575641700,8,10000,0,39,1638
1575641700,5,2500,1,822,34945
1575641700,8,10000,1,245,8740
1575641700,5,2000,1,1,15
1575641700,6,2500,1,0,1
1575641700,3,500,0,13,377
1575641700,5,0,0,25,1067
1575641700,3,2500,0,62,871
1575641700,5,0,1,2,22
1575641700,5,500,1,255,13372
1575641700,8,2500,0,132,2241
1575641700,5,10000,0,32,1982
1575641700,5,2000,0,0,24
1575641700,7,0,1,0,1
1575641700,8,1200,1,0,3
1575641700,3,500,1,53,2617
1575641700,5,4500,0,35,1743
1575641700,8,2000,1,0,17
1575641700,3,0,1,0,4
1575641700,8,500,0,27,877
1575641700,5,500,0,86,4228
1575641700,3,4500,0,8,298
1575641700,3,10000,1,69,2717
1575641700,5,2500,0,255,10310
1575641700,8,4000,0,0,3
1575641700,5,10000,1,233,9594
1575641700,5,4000,1,0,8
1575641700,7,2500,0,0,1
1575641700,3,2000,1,0,5
1575641700,5,4000,0,0,7
1575641700,3,2500,1,135,5087
1575641700,8,2000,0,1,19
1575641700,3,0,0,8,409
1575641700,255,0,2,0,6
1575641700,7,1200,1,0,1
1575641700,8,4500,1,375,18020
1575641700,8,0,1,0,3
1575641700,7,2500,1,0,1
1575641700,8,4500,0,28,1105
1575641700,255,4294967,0,0,5
1575641700,8,2500,1,715,28062
1575641700,5,4500,1,433,21738
1575641700,4,2500,1,0,1
1575641700,8,500,1,238,10710
1575641700,8,0,0,16,897
1575641700,4,500,1,0,1
1575641700,3,4500,1,72,3546
1575641760,3,500,0,16,385
1575641760,5,500,0,80,4382
1575641760,8,10000,1,289,9105
1575641760,3,4500,1,101,3702
1575641760,11,4500,0,0,1
1575641760,5,2000,1,3,12
1575641760,3,10000,0,11,245
1575641760,3,0,1,0,6
1575641760,5,-1,0,0,4
1575641760,8,2000,0,1,21
1575641760,4,0,1,1,2
1575641760,6,500,0,0,1
1575641760,8,500,0,24,893
1575641760,255,0,2,0,5
1575641760,255,4294967,0,0,4
1575641760,8,500,1,243,11018
1575641760,8,0,1,0,4
1575641760,8,10000,0,36,1661
1575641760,3,-1,0,0,2
1575641760,5,4000,1,0,7
1575641760,5,4000,0,0,6
1575641760,8,1200,1,0,3
1575641760,8,2500,0,145,2260
1575641760,4,10000,1,0,1
1575641760,3,2000,1,0,3
1575641760,3,2500,1,141,5224
1575641760,5,10000,0,35,2030
1575641760,8,4500,1,330,18500
1575641760,8,2000,1,0,17
1575641760,5,2500,1,798,35709
1575641760,8,4000,0,0,3
1575641760,8,2500,1,687,28853
1575641760,5,0,1,3,20
1575641760,7,4500,0,0,3
1575641760,5,2500,0,245,10638
1575641760,8,-1,0,0,2
1575641760,3,2500,0,75,904
1575641760,7,2500,1,0,1
1575641760,3,500,1,57,2696
1575641760,5,4500,1,435,22078
1575641760,5,0,0,22,1101
1575641760,5,10000,1,241,10043
1575641760,5,2000,0,1,23
1575641760,8,0,0,27,914
1575641760,7,500,1,0,1
1575641760,4,2500,1,0,1
1575641760,3,10000,1,87,2892
1575641760,5,4500,0,38,1818
1575641760,8,4500,0,19,1099
1575641760,5,500,1,279,13730
1575641760,3,0,0,11,420
1575641760,3,4500,0,5,325
1575641820,4,0,1,0,3
1575641820,5,0,0,27,1055
1575641820,3,10000,1,109,3003
1575641820,8,4500,0,48,1108
1575641820,8,-1,0,0,1
1575641820,6,500,0,0,1
1575641820,4,2500,1,2,3
1575641820,3,4500,1,117,3783
1575641820,8,2000,0,2,19
1575641820,8,10000,0,40,1693
1575641820,4,4500,1,0,1
1575641820,3,500,0,19,400
1575641820,3,-1,0,0,1
1575641820,5,2500,0,222,10742
1575641820,3,2500,0,65,918
1575641820,5,500,1,297,13875
1575641820,5,4000,0,0,7
1575641820,5,2500,1,851,36444
1575641820,8,500,0,37,897
1575641820,5,2000,0,0,18
1575641820,8,10000,1,304,9405
1575641820,255,0,2,1,7
1575641820,8,4000,0,0,3
1575641820,5,-1,0,0,2
1575641820,8,500,1,261,11163
1575641820,5,2000,1,3,12
