min,cdn,bitrate,device,p2p,value,cnt
1566646260,5,2000,C1,0,0,1
1566646260,3,2000,C3,1,0,26
1566646260,3,2000,C5,1,0,1
1566646260,5,2000,C3,0,0,1
1566646260,3,0,C8,0,0,1
1566646260,3,2000,C1,1,0,24
1566646260,3,2000,C3,0,0,5
1566646260,3,2000,C1,0,0,14
1566646260,3,2000,C5,0,0,2
1566646260,5,2000,C3,1,0,1
1566646320,5,2000,C1,0,0,12
1566646320,3,2000,C5,0,0,1
1566646320,3,2000,C3,1,3,42
1566646320,5,2000,C3,1,0,8
1566646320,5,2000,C3,0,0,5
1566646320,3,2000,C5,1,0,4
1566646320,4,0,C1,1,0,1
1566646320,3,2000,C2,0,0,3
1566646320,3,2000,C8,1,0,9
1566646320,3,3000,C1,0,0,3
1566646320,3,2000,C1,1,0,48
1566646320,3,2000,C1,0,0,41
1566646320,3,2000,C3,0,0,6
1566646320,3,2000,C7,0,0,1
1566646320,3,0,C8,0,0,7
1566646320,5,2000,C1,1,0,7
1566646320,5,3000,C8,0,0,1
1566646380,5,2000,C3,0,0,2
1566646380,5,2000,C3,1,0,8
1566646380,3,2000,C8,0,0,1
1566646380,5,2000,C1,0,0,15
1566646380,3,3000,C7,0,0,1
1566646380,3,2000,C3,1,2,63
1566646380,3,3000,C1,0,0,4
1566646380,3,2000,C1,0,0,36
1566646380,3,2000,C3,0,0,3
1566646380,3,2000,C5,1,0,3
1566646380,3,3000,C8,0,0,5
1566646380,3,2000,C1,1,0,87
1566646380,3,2000,C6,0,0,1
1566646380,3,0,C8,0,0,6
1566646380,5,2000,C1,1,0,12
1566646380,3,2000,C8,1,0,34
1566646440,3,2000,C2,0,0,2
1566646440,5,2000,C1,0,0,23
1566646440,4,0,C1,1,1,1
1566646440,5,2000,C1,1,0,6
1566646440,3,3000,C1,0,0,6
1566646440,3,0,C1,0,0,3
1566646440,5,2000,C3,1,0,8
1566646440,3,3000,C3,0,0,1
1566646440,3,2000,C3,1,0,76
1566646440,3,0,C8,0,0,6
1566646440,3,3000,C8,1,0,1
1566646440,3,2000,C1,1,4,123
1566646440,3,3000,C8,0,0,6
1566646440,3,2000,C3,0,0,4
1566646440,3,2000,C1,0,0,33
1566646440,3,2000,C8,1,0,34
1566646440,3,2000,C8,0,0,3
1566646440,3,2000,C5,1,0,4
1566646440,5,3000,C3,1,0,1
1566646500,3,3000,C8,1,0,6
1566646500,3,2000,C3,0,0,2
1566646500,3,2000,C1,0,2,32
1566646500,3,3000,C3,1,0,1
1566646500,3,3000,C1,0,0,6
1566646500,3,2000,C1,1,2,135
1566646500,3,0,C2,0,0,3
1566646500,5,2000,C3,1,0,6
1566646500,3,2000,C5,1,0,9
1566646500,3,0,C1,0,0,3
1566646500,3,2000,C3,1,0,92
1566646500,5,2000,C1,1,1,13
1566646500,3,0,C8,0,0,5
1566646500,5,2000,C3,0,0,1
1566646500,3,2000,C8,0,0,1
1566646500,3,2000,C8,1,0,44
1566646500,5,2000,C1,0,1,21
1566646500,3,3000,C8,0,0,7
1566646500,3,2000,C2,0,0,3
1566646560,3,2000,C2,0,0,3
1566646560,5,2000,C3,1,1,4
1566646560,3,0,C8,0,0,6
1566646560,3,2000,C8,1,1,50
1566646560,5,2000,C3,0,2,6
1566646560,3,0,C1,0,0,3
1566646560,5,2000,C1,1,8,16
1566646560,5,1200,C1,0,0,2
1566646560,3,500,C1,0,0,3
1566646560,3,500,C3,0,0,4
1566646560,5,2000,C1,0,0,5
1566646560,3,3000,C8,0,0,5
1566646560,3,3000,C1,0,0,6
1566646560,3,3000,C8,1,0,15
1566646560,3,2000,C1,0,0,27
1566646560,3,2000,C5,1,4,6
1566646560,5,0,C3,1,0,1
1566646560,3,2000,C7,0,0,1
1566646560,3,2000,C1,1,60,105
1566646560,3,2000,C6,0,0,1
1566646560,3,0,C2,0,0,2
1566646560,3,2000,C3,1,42,80
1566646620,3,2000,C3,1,0,65
1566646620,3,0,C8,0,0,6
1566646620,5,2000,C1,0,0,2
1566646620,3,1200,C3,1,0,1
1566646620,3,0,C1,0,0,3
1566646620,5,2000,C1,1,0,10
1566646620,3,2000,C7,0,1,3
1566646620,5,2000,C3,1,0,5
1566646620,5,2000,C3,0,0,6
1566646620,3,3000,C8,1,1,14
1566646620,1,0,C2,0,0,1
1566646620,3,2000,C8,1,0,52
1566646620,3,2000,C2,0,0,5
1566646620,3,500,C1,1,0,10
1566646620,3,2000,C1,1,4,91
1566646620,3,3000,C1,0,0,6
1566646620,3,-1,C2,0,0,1
1566646620,3,2000,C5,1,0,6
1566646620,3,2000,C1,0,0,20
1566646620,3,500,C3,1,0,4
1566646620,3,500,C3,0,0,3
1566646620,3,0,C3,1,0,3
1566646620,5,0,C3,1,0,3
1566646620,3,0,C2,0,0,2
1566646620,3,1200,C1,1,0,2
1566646620,5,1200,C1,0,0,3
1566646620,5,500,C1,1,0,2
1566646620,3,500,C1,0,0,3
1566646620,3,2000,C6,0,0,1
1566646680,3,0,C8,0,0,6
1566646680,3,500,C8,1,0,3
1566646680,5,0,C3,1,0,3
1566646680,3,3000,C8,1,0,11
1566646680,5,500,C1,1,0,3
1566646680,3,2000,C5,1,4,8
1566646680,3,-1,C2,0,0,1
1566646680,6,2000,C2,0,0,1
1566646680,5,1200,C1,0,0,3
1566646680,3,0,C2,0,0,6
1566646680,3,500,C1,0,0,1
1566646680,3,3000,C1,0,0,6
1566646680,3,2000,C1,0,1,18
1566646680,5,2000,C1,1,3,12
1566646680,5,2000,C1,0,0,6
1566646680,5,2000,C3,1,1,5
1566646680,3,2000,C2,0,0,7
1566646680,3,500,C3,1,1,12
1566646680,3,500,C3,0,0,3
1566646680,5,500,C1,0,0,2
1566646680,3,2000,C7,0,0,3
1566646680,3,500,C1,1,0,17
1566646680,3,1200,C3,1,0,2
1566646680,5,2000,C3,0,0,3
1566646680,3,1200,C1,1,0,9
1566646680,5,1200,C3,1,0,1
1566646680,3,2000,C8,1,0,60
1566646680,3,0,C1,0,0,3
1566646680,3,2000,C3,1,14,65
1566646680,5,500,C3,0,0,5
1566646680,3,2000,C1,1,24,113
1566646740,3,2000,C5,1,0,11
1566646740,3,2000,C3,1,4,67
1566646740,3,3000,C1,0,0,3
1566646740,5,2000,C1,0,0,4
1566646740,3,2000,C8,1,0,75
1566646740,3,3000,C6,0,0,2
1566646740,3,0,C1,0,0,3
1566646740,3,2000,C7,0,0,6
1566646740,5,2000,C3,1,0,5
1566646740,3,3000,C8,0,0,3
1566646740,3,0,C2,0,0,3
1566646740,3,2000,C1,1,9,129
1566646740,3,3000,C8,1,0,17
1566646740,3,500,C1,1,1,28
1566646740,5,1200,C1,1,0,1
1566646740,3,1200,C3,1,0,2
1566646740,3,1200,C1,1,0,10
1566646740,3,0,C8,0,0,5
1566646740,5,2000,C1,1,0,16
1566646740,5,500,C3,0,0,3
1566646740,3,2000,C6,0,0,1
1566646740,5,1200,C1,0,0,5
1566646740,3,2000,C2,0,0,6
1566646740,5,0,C3,1,0,1
1566646740,3,1200,C8,1,0,2
1566646740,3,500,C8,1,0,6
1566646740,3,1200,C7,0,0,1
1566646740,3,2000,C1,0,0,13
1566646740,3,500,C3,1,0,14
1566646740,5,500,C1,0,0,5
1566646740,3,500,C3,0,0,3
1566646740,5,500,C1,1,0,3
1566646800,3,3000,C7,0,0,2
1566646800,5,500,C3,1,0,1
1566646800,3,2000,C3,1,41,70
1566646800,5,2000,C1,1,11,19
1566646800,3,3000,C8,1,0,14
1566646800,5,500,C1,1,0,3
1566646800,3,1200,C1,1,0,10
1566646800,3,2000,C1,1,96,157
1566646800,3,2000,C7,0,0,6
1566646800,3,2000,C1,0,1,8
