min,cdn,p2p,bitrate,device,value,cnt
1585008840,8,1,4500,C8,0,403
1585008840,8,1,500,C3,8,209
1585008840,8,0,0,C8,0,3
1585008840,3,0,4500,C6,0,2
1585008840,8,0,4500,C6,9,193
1585008840,3,0,2500,C7,0,3
1585008840,5,0,0,C2,0,1
1585008840,3,0,8000,C8,0,1
1585008840,8,0,500,C3,1,11
1585008840,5,0,0,C1,2,3
1585008840,3,0,500,C3,0,6
1585008840,5,0,8000,C6,0,1
1585008840,8,0,2500,C3,1,8
1585008840,5,0,2500,C6,0,6
1585008840,8,0,8000,C6,1,65
1585008840,8,1,500,C8,0,100
1585008840,3,1,500,C3,1,15
1585008840,5,1,500,C3,2,39
1585008840,8,1,500,C5,1,18
1585008840,3,0,8000,C6,0,15
1585008840,3,0,0,C8,0,2
1585008840,3,1,2500,C8,0,15
1585008840,8,0,500,C6,0,12
1585008840,3,1,8000,C1,5,48
1585008840,8,0,8000,C7,0,22
1585008840,8,0,500,C7,0,9
1585008840,5,1,8000,C3,0,1
1585008840,3,1,500,C1,0,19
1585008840,8,1,500,C1,19,491
1585008840,3,0,8000,C7,0,9
1585008840,3,0,500,C7,0,9
1585008840,8,1,8000,C1,2,115
1585008840,8,0,500,C2,1,28
1585008840,5,1,4500,C8,0,7
1585008840,8,0,500,C1,1,14
1585008840,3,1,8000,C3,1,8
1585008840,8,1,2500,C8,0,383
1585008840,3,0,500,C1,0,6
1585008840,3,0,500,C2,1,12
1585008840,8,1,8000,C3,0,32
1585008840,3,0,2500,C3,0,9
1585008840,5,0,4500,C1,0,3
1585008840,8,0,8000,C8,0,1
1585008840,5,1,8000,C1,2,31
1585008840,5,0,500,C3,0,32
1585008840,8,0,0,C1,0,3
1585008840,8,0,0,C2,1,59
1585008840,3,1,2500,C1,15,179
1585008840,5,1,4500,C3,10,89
1585008840,3,0,4500,C7,0,3
1585008840,8,0,2500,C6,2,98
1585008840,3,0,2500,C6,0,9
1585008840,8,0,4500,C7,0,2
1585008840,5,0,4500,C8,0,2
1585008840,8,0,8000,C2,0,5
1585008840,8,0,2500,C5,0,4
1585008840,5,1,2500,C5,0,25
1585008840,8,1,2500,C1,63,2802
1585008840,3,0,8000,C2,0,2
1585008840,3,1,4500,C8,0,30
1585008840,3,0,8000,C5,0,2
1585008840,7,1,2500,C1,0,1
1585008840,8,1,8000,C5,0,3
1585008840,5,1,2500,C3,4,89
1585008840,3,1,500,C8,0,1
1585008840,5,0,4500,C2,0,3
1585008840,3,0,0,C2,3,75
1585008840,8,0,2500,C2,11,93
1585008840,8,0,2500,C1,10,54
1585008840,3,0,2500,C1,2,29
1585008840,3,0,0,C1,0,5
1585008840,5,0,2500,C2,1,26
1585008840,5,0,500,C1,3,128
1585008840,3,0,2500,C2,0,33
1585008840,5,1,8000,C8,0,2
1585008840,5,0,2500,C1,2,250
1585008840,3,1,8000,C5,0,3
1585008840,8,1,8000,C6,0,3
