min,cdn,bitrate,p2p,value,cnt
1570285920,5,8000,1,0,70
1570285920,7,500,1,22,833
1570285920,7,8000,1,25,1382
1570285920,6,2000,0,0,1
1570285920,7,1200,0,2,190
1570285920,3,0,1,0,4
1570285920,7,0,1,0,4
1570285920,7,-1,0,0,1
1570285920,5,4000,1,3,46
1570285920,3,1200,0,0,15
1570285920,5,2000,0,2,254
1570285920,3,2000,1,0,70
1570285920,5,500,1,0,36
1570285920,5,2000,1,9,358
1570285920,7,2000,0,17,867
1570285920,3,8000,0,0,64
1570285920,7,0,0,8,290
1570285920,5,4000,0,7,21
1570285920,3,1200,1,0,7
1570285920,7,1200,1,41,1884
1570285920,3,0,0,0,7
1570285920,7,8000,0,1,194
1570285920,7,2000,1,117,7527
1570285920,7,500,0,4,53
1570285920,7,4000,0,15,331
1570285920,3,4000,0,0,29
1570285920,5,1200,1,0,59
1570285920,5,8000,0,0,33
1570285920,3,500,0,0,14
1570285920,5,500,0,3,67
1570285920,7,4000,1,9,819
1570285920,3,8000,1,1,66
1570285920,5,1200,0,0,103
1570285920,3,2000,0,0,19
1570285920,5,0,1,0,2
1570285920,3,4000,1,0,27
1570285920,3,500,1,0,14
1570285920,6,0,1,0,2
1570285980,6,4000,0,0,1
1570285980,5,8000,0,0,37
1570285980,3,0,1,0,4
1570285980,5,500,1,0,31
1570285980,3,500,0,0,10
1570285980,3,8000,1,1,62
1570285980,7,0,1,0,3
1570285980,3,2000,1,0,76
1570285980,3,0,0,0,7
1570285980,7,4000,1,10,776
1570285980,5,0,1,0,2
1570285980,5,2000,1,6,338
1570285980,5,4000,0,5,19
1570285980,5,2000,0,4,271
1570285980,5,4000,1,2,47
1570285980,6,1200,0,0,1
1570285980,7,0,0,7,281
1570285980,7,-1,0,0,4
1570285980,3,8000,0,0,62
1570285980,7,8000,1,23,1320
1570285980,7,1200,0,8,184
1570285980,3,1200,0,0,15
1570285980,3,1200,1,0,6
1570285980,7,8000,0,2,171
1570285980,7,2000,1,128,7215
1570285980,8,0,1,0,1
1570285980,6,2000,1,0,1
1570285980,7,500,0,5,58
1570285980,7,500,1,25,822
1570285980,5,0,0,0,2
1570285980,5,1200,0,1,107
1570285980,3,4000,1,0,29
1570285980,1,0,1,0,1
1570285980,6,0,1,0,1
1570285980,5,500,0,1,47
1570285980,7,2000,0,17,864
1570285980,5,8000,1,0,69
1570285980,3,2000,0,0,19
1570285980,3,4000,0,1,20
1570285980,7,1200,1,59,1813
1570285980,3,500,1,0,16
1570285980,7,4000,0,12,322
1570285980,5,1200,1,1,74
1570286040,3,0,1,0,6
1570286040,7,1200,1,58,1758
1570286040,3,1200,1,0,6
1570286040,7,-1,0,0,1
1570286040,7,0,1,0,3
1570286040,6,500,1,0,1
1570286040,8,0,1,0,1
1570286040,5,4000,0,8,20
1570286040,5,0,1,0,3
1570286040,7,1200,0,9,186
1570286040,3,0,0,0,6
1570286040,4,0,1,0,1
1570286040,3,2000,1,0,61
1570286040,5,4000,1,1,47
1570286040,7,2000,1,136,7194
1570286040,5,1200,0,2,118
1570286040,7,500,0,5,47
1570286040,3,4000,1,0,30
1570286040,3,2000,0,0,20
1570286040,7,4000,0,24,318
1570286040,7,8000,0,3,158
1570286040,7,8000,1,20,1272
1570286040,3,4000,0,1,19
1570286040,5,1200,1,3,75
1570286040,5,8000,0,0,39
1570286040,3,500,1,0,17
1570286040,3,500,0,1,11
1570286040,5,8000,1,1,73
1570286040,7,4000,1,14,760
1570286040,7,500,1,24,827
1570286040,5,500,1,0,41
1570286040,3,8000,1,1,58
1570286040,5,2000,0,2,285
1570286040,5,2000,1,5,385
1570286040,3,8000,0,0,59
1570286040,5,500,0,1,63
1570286040,7,2000,0,21,842
1570286040,3,1200,0,0,16
1570286040,7,0,0,11,276
1570286100,3,0,0,0,9
1570286100,6,0,1,0,2
1570286100,3,8000,0,0,72
1570286100,7,1200,1,55,1826
1570286100,3,1200,1,0,8
1570286100,5,4000,0,5,18
1570286100,7,0,0,15,298
1570286100,5,500,0,1,70
1570286100,5,2000,1,3,442
1570286100,3,2000,1,0,56
1570286100,3,500,0,0,10
1570286100,5,8000,0,0,41
1570286100,5,1200,1,0,84
1570286100,3,4000,0,0,13
1570286100,7,500,1,35,887
1570286100,7,4000,0,29,317
1570286100,7,500,0,10,58
1570286100,7,2000,0,27,813
1570286100,7,8000,0,4,167
1570286100,7,2000,1,162,7807
1570286100,7,1200,0,11,177
1570286100,5,4000,1,4,53
1570286100,7,0,1,0,6
1570286100,5,2000,0,5,323
1570286100,3,0,1,0,1
1570286100,3,8000,1,4,56
1570286100,5,500,1,2,45
1570286100,5,8000,1,2,76
1570286100,7,4000,1,29,725
1570286100,3,500,1,0,19
1570286100,3,2000,0,0,19
1570286100,3,1200,0,0,16
1570286100,7,8000,1,31,1310
1570286100,3,4000,1,0,24
1570286100,6,2000,1,0,1
1570286100,5,1200,0,3,135
1570286160,5,4000,1,3,53
1570286160,3,1200,0,0,12
1570286160,5,500,0,1,85
1570286160,7,2000,1,143,8031
1570286160,5,1200,0,2,149
1570286160,7,500,0,11,49
1570286160,3,8000,0,2,65
1570286160,5,2000,0,10,361
1570286160,3,2000,1,4,68
1570286160,3,8000,1,1,69
1570286160,5,500,1,2,51
1570286160,7,4000,0,24,311
1570286160,3,4000,1,0,28
1570286160,6,0,1,0,2
1570286160,5,8000,1,0,84
1570286160,3,500,0,1,15
1570286160,7,0,0,17,318
1570286160,5,8000,0,0,40
1570286160,3,500,1,0,13
1570286160,5,1200,1,1,90
1570286160,3,4000,0,0,10
1570286160,3,2000,0,0,24
1570286160,7,500,1,28,909
1570286160,5,2000,1,7,461
1570286160,7,8000,0,6,178
1570286160,7,-1,0,0,2
1570286160,7,4000,1,19,697
1570286160,7,8000,1,18,1333
1570286160,8,0,1,0,1
1570286160,3,0,0,0,9
1570286160,7,2000,0,29,831
1570286160,7,1200,0,13,169
1570286160,3,0,1,0,3
1570286160,3,1200,1,2,11
1570286160,4,0,1,0,1
1570286160,5,4000,0,7,18
1570286160,7,0,1,0,4
1570286160,7,1200,1,58,1850
1570286220,7,1200,1,65,1919
1570286220,7,1200,0,13,175
1570286220,3,8000,0,2,65
1570286220,3,8000,1,2,75
1570286220,7,0,1,0,4
1570286220,7,4000,1,7,678
1570286220,5,500,0,15,97
1570286220,3,1200,0,0,13
1570286220,3,500,1,1,16
1570286220,3,0,1,0,2
1570286220,5,4000,1,5,60
1570286220,7,-1,0,0,1
1570286220,7,2000,1,169,8635
1570286220,7,500,1,153,948
1570286220,6,0,1,0,1
1570286220,7,8000,0,3,166
1570286220,5,0,1,0,2
1570286220,3,4000,0,0,8
1570286220,5,500,1,10,53
1570286220,5,4000,0,6,16
1570286220,5,2000,1,13,499
1570286220,7,8000,1,31,1336
1570286220,5,8000,1,4,90
1570286220,3,2000,0,0,24
1570286220,7,0,0,10,340
1570286220,3,2000,1,0,77
1570286220,5,8000,0,1,42
1570286220,3,4000,1,0,30
1570286220,8,2000,0,0,1
1570286220,7,500,0,11,43
1570286220,3,0,0,0,11
1570286220,5,2000,0,3,412
1570286220,4,500,1,0,1
1570286220,5,1200,0,2,169
1570286220,7,4000,0,31,327
1570286220,5,1200,1,1,115
1570286220,7,2000,0,27,892
1570286220,3,1200,1,0,15
1570286220,3,500,0,2,14
1570286280,3,1200,1,1,1
1570286280,7,8000,1,2,18
1570286280,7,500,1,4,11
1570286280,7,1200,0,0,7
1570286280,7,500,0,0,3
1570286280,7,8000,0,0,2
1570286280,5,1200,0,0,3
1570286280,7,2000,1,5,164
1570286280,3,2000,1,0,2
1570286280,7,2000,0,0,10
1570286280,5,2000,0,0,6
1570286280,3,0,0,0,1
1570286280,5,500,1,0,1
1570286280,3,500,0,0,1
1570286280,7,4000,1,0,14
1570286280,3,8000,1,0,1
1570286280,7,4000,0,0,6
1570286280,5,1200,1,1,6
1570286280,7,1200,1,1,34
1570286280,3,8000,0,0,1
1570286280,5,500,0,1,5
1570286280,5,4000,1,0,1
1570286280,7,0,0,1,9
1570286280,5,2000,1,0,7
1570286280,5,8000,1,0,1
