min,cdn,bitrate,p2p,value,cnt
1570284900,7,2000,0,51,1590
1570284900,3,2000,1,8,346
1570284900,7,1200,0,11,373
1570284900,5,1200,1,11,376
1570284900,3,4000,0,4,61
1570284900,5,8000,1,4,346
1570284900,5,0,0,0,3
1570284900,5,4000,1,8,192
1570284900,7,4000,0,50,690
1570284900,3,1200,0,4,61
1570284900,7,2000,1,426,21754
1570284900,7,0,1,1,5
1570284900,5,8000,0,2,127
1570284900,7,500,0,17,127
1570284900,7,500,1,91,3146
1570284900,5,500,1,9,172
1570284900,7,4000,1,34,2152
1570284900,255,4294967,0,0,1
1570284900,5,1200,0,13,731
1570284900,3,4000,1,3,112
1570284900,5,2000,0,17,1449
1570284900,255,-1,0,0,1
1570284900,6,0,1,0,1
1570284900,255,0,1,0,1
1570284900,3,500,1,2,86
1570284900,3,8000,1,7,264
1570284900,3,500,0,0,36
1570284900,3,2000,0,3,95
1570284900,3,-1,0,0,1
1570284900,8,0,1,0,1
1570284900,7,8000,1,95,4181
1570284900,7,0,0,24,664
1570284900,3,1200,1,3,67
1570284900,3,0,1,0,5
1570284900,7,1200,1,143,5190
1570284900,5,4000,0,5,68
1570284900,4,0,1,0,1
1570284900,5,500,0,7,424
1570284900,8,500,1,0,1
1570284900,3,8000,0,1,113
1570284900,7,8000,0,6,305
1570284900,6,2000,0,0,1
1570284900,5,2000,1,25,1403
1570284900,3,0,0,0,13
1570284960,7,500,0,11,119
1570284960,5,8000,0,4,128
1570284960,3,8000,1,3,251
1570284960,3,1200,0,3,61
1570284960,3,4000,0,3,58
1570284960,5,1200,1,18,358
1570284960,5,2000,0,20,1432
1570284960,5,4000,1,9,197
1570284960,7,4000,0,45,696
1570284960,7,0,1,0,4
1570284960,7,-1,0,0,1
1570284960,5,0,0,0,3
1570284960,3,0,1,1,7
1570284960,3,2000,1,13,342
1570284960,7,2000,0,59,1578
1570284960,7,8000,1,77,4211
1570284960,7,4000,1,30,2157
1570284960,255,4294967,0,0,3
1570284960,6,2000,0,0,1
1570284960,7,1200,0,17,370
1570284960,6,0,1,0,1
1570284960,3,500,0,0,37
1570284960,5,1200,0,11,740
1570284960,8,2000,1,0,1
1570284960,3,2000,0,1,90
1570284960,3,500,1,1,81
1570284960,5,8000,1,4,355
1570284960,7,500,1,92,3163
1570284960,4,2000,1,0,6
1570284960,8,2000,0,0,1
1570284960,3,4000,1,2,105
1570284960,5,0,1,0,1
1570284960,5,2000,1,31,1370
1570284960,5,500,1,11,180
1570284960,5,500,0,7,438
