min,cdn,p2p,device,bitrate,isp,value,cnt
1587333300,5,1,C8,4500,小运营商,0,3
1587333300,5,1,C3,500,电信,0,17
1587333300,3,0,C3,4500,电信,0,3
1587333300,7,1,C8,8000,移动,0,2
1587333300,5,1,C1,4500,电信,0,48
1587333300,5,1,C1,8000,联通,0,3
1587333300,7,1,C5,2500,电信,0,62
1587333300,3,0,C1,500,电信,0,6
1587333300,7,1,C3,8000,海外,0,3
1587333300,7,1,C1,8000,小运营商,0,6
1587333300,7,0,C3,2500,小运营商,0,3
1587333300,3,0,C1,500,联通,0,6
1587333300,7,1,C1,2500,电信,17,562
1587333300,7,1,C1,2500,联通,4,250
1587333300,7,1,C8,500,电信,0,30
1587333300,7,1,C5,500,联通,0,3
1587333300,7,1,C5,500,移动,0,3
1587333300,7,0,C2,2500,移动,1,18
1587333300,5,1,C3,2500,移动,3,46
1587333300,7,1,C3,4500,移动,5,121
1587333300,7,1,C3,8000,移动,0,9
1587333300,5,0,C3,4500,移动,0,3
1587333300,3,1,C3,4500,小运营商,1,4
1587333300,7,0,C3,2500,移动,0,7
1587333300,7,0,C6,500,移动,0,8
1587333300,7,0,C6,500,电信,0,3
1587333300,7,1,C5,2500,小运营商,0,6
1587333300,7,1,C8,4500,小运营商,0,3
1587333300,3,1,C5,2500,移动,0,6
1587333300,5,0,C1,4500,电信,0,6
1587333300,3,1,C1,4500,小运营商,0,3
1587333300,3,1,C3,500,小运营商,0,5
1587333300,7,0,C1,2500,移动,5,27
1587333300,7,1,C1,500,移动,8,157
1587333300,3,1,C3,4500,联通,0,7
1587333300,3,0,C7,2500,小运营商,0,3
1587333300,7,0,C1,2500,电信,0,19
1587333300,3,1,C1,500,联通,0,12
1587333300,3,0,C2,0,移动,0,3
1587333300,3,0,C2,0,电信,0,9
1587333300,7,1,C5,2500,海外,0,12
1587333300,7,0,C8,500,电信,0,3
1587333300,7,0,C3,4500,电信,0,3
1587333300,7,0,C7,4500,电信,0,3
1587333300,7,1,C5,8000,小运营商,0,3
1587333300,3,1,C3,8000,移动,0,4
1587333300,7,1,C1,2500,移动,4,489
1587333300,3,1,C8,4500,移动,0,3
1587333300,7,1,C8,8000,电信,0,5
1587333300,3,1,C1,2500,联通,0,15
1587333300,7,1,C8,2500,电信,1,26
1587333300,5,1,C3,500,移动,0,22
1587333300,5,1,C1,4500,移动,0,60
1587333300,3,1,C5,2500,海外,0,3
1587333300,7,0,C6,2500,海外,0,2
1587333300,7,1,C1,4500,联通,2,127
1587333300,7,1,C3,500,联通,0,14
1587333300,7,0,C6,2500,移动,0,6
1587333300,7,1,C3,8000,联通,0,1
1587333300,3,0,C1,4500,小运营商,3,3
1587333300,7,0,C2,500,小运营商,0,3
1587333300,3,0,C2,2500,移动,0,3
1587333300,7,0,C6,8000,电信,0,9
1587333300,5,1,C3,500,联通,1,8
1587333300,3,1,C1,4500,联通,1,18
1587333300,5,1,C1,4500,联通,0,27
1587333300,3,1,C3,500,联通,0,4
1587333300,7,0,C6,8000,移动,0,6
1587333300,7,0,C5,500,联通,0,6
1587333300,3,1,C3,8000,电信,1,8
1587333300,3,1,C3,2500,小运营商,0,3
1587333300,5,1,C5,500,移动,0,3
1587333300,5,1,C5,2500,海外,0,3
1587333300,7,0,C1,500,移动,0,12
1587333300,7,0,C3,4500,移动,0,6
1587333300,5,0,C3,2500,电信,0,3
1587333300,5,0,C1,500,电信,0,3
1587333300,7,0,C1,0,电信,0,3
1587333300,3,0,C2,2500,电信,0,3
1587333300,3,0,C7,2500,海外,0,3
1587333300,3,0,C3,2500,联通,0,6
1587333300,5,0,C3,500,联通,0,16
1587333300,5,0,C1,500,移动,0,6
1587333300,7,1,C8,2500,小运营商,0,8
1587333300,7,0,C2,0,移动,0,13
1587333300,5,1,C1,500,移动,0,21
1587333300,3,1,C1,8000,海外,0,3
1587333300,5,1,C3,4500,移动,1,25
1587333300,7,1,C3,2500,移动,13,172
