min,cdn,bitrate,p2p,value,cnt
1574604900,3,1200,0,3,59
1574604900,8,500,0,25,641
1574604900,5,500,1,36,682
1574604900,8,2000,1,433,12750
1574604900,255,0,0,0,1
1574604900,3,1200,1,1,101
1574604900,8,3000,0,35,1447
1574604900,5,0,1,0,2
1574604900,3,0,1,0,2
1574604900,8,1200,0,14,380
1574604900,8,1200,1,183,5410
1574604900,7,0,1,0,1
1574604900,8,0,0,6,215
1574604900,3,500,1,8,213
1574604900,3,2000,1,8,266
1574604900,5,3000,0,0,114
1574604900,3,3000,1,11,406
1574604900,5,3000,1,28,1094
1574604900,3,3000,0,1,75
1574604900,5,2000,0,28,1418
1574604900,5,1200,0,19,808
1574604900,3,500,0,2,93
1574604900,8,3000,1,372,15158
1574604900,5,1200,1,20,474
1574604900,3,2000,0,3,109
1574604900,8,0,1,0,21
1574604900,3,0,0,0,5
1574604900,5,2000,1,22,871
1574604900,5,0,0,0,8
1574604900,8,500,1,379,9042
1574604900,4,0,1,1,2
1574604900,1,3000,0,0,6
1574604900,8,2000,0,35,777
1574604900,5,500,0,55,1537
1574604960,3,3000,0,2,73
1574604960,1,3000,0,0,6
1574604960,5,1200,0,12,815
1574604960,255,-1,0,0,2
1574604960,8,0,0,3,206
1574604960,3,2000,1,7,255
1574604960,8,2000,1,349,12639
1574604960,3,3000,1,5,383
1574604960,8,500,0,36,685
1574604960,5,3000,1,35,1145
1574604960,3,500,0,3,93
1574604960,8,1200,1,161,5382
1574604960,5,3000,0,1,122
1574604960,3,1200,1,1,108
1574604960,8,3000,1,279,15173
1574604960,3,1200,0,1,60
1574604960,7,0,0,0,1
1574604960,3,0,0,0,3
1574604960,4,2000,1,0,1
1574604960,8,1200,0,19,359
1574604960,255,0,0,0,1
1574604960,5,1200,1,16,493
1574604960,8,3000,0,32,1468
1574604960,7,0,1,0,2
1574604960,8,500,1,282,9012
1574604960,8,0,1,1,22
1574604960,3,500,1,8,205
1574604960,5,2000,0,83,1426
1574604960,5,2000,1,17,889
1574604960,8,2000,0,23,770
1574604960,5,500,1,31,666
1574604960,5,0,0,0,4
1574604960,5,500,0,56,1488
1574604960,3,2000,0,8,113
1574604960,3,0,1,0,3
1574604960,6,0,1,0,1
1574605020,8,2000,1,423,14486
1574605020,1,0,1,0,1
1574605020,3,1200,1,6,123
1574605020,8,3000,1,349,16532
1574605020,7,0,0,0,1
1574605020,4,2000,1,0,1
1574605020,8,1200,1,196,6112
1574605020,3,500,0,4,100
1574605020,8,-1,0,0,1
1574605020,4,1200,1,0,1
1574605020,8,3000,0,38,1446
1574605020,1,2000,1,0,2
1574605020,5,0,0,0,6
1574605020,5,2000,0,22,1631
1574605020,3,3000,1,6,389
1574605020,3,2000,0,4,125
1574605020,5,3000,0,4,115
1574605020,255,4294967,0,0,1
1574605020,3,2000,1,3,258
1574605020,1,500,0,0,1
1574605020,5,3000,1,35,1183
1574605020,5,1200,0,17,892
1574605020,6,1200,1,0,1
1574605020,7,1200,1,0,2
1574605020,3,0,0,0,17
1574605020,7,2000,0,0,2
1574605020,8,0,0,6,207
1574605020,1,1200,1,0,1
1574605020,5,1200,1,18,539
1574605020,8,0,1,0,27
1574605020,8,2000,0,38,826
1574605020,3,3000,0,0,58
1574605020,3,2400,0,5,27
1574605020,4,0,1,1,4
1574605020,8,500,0,46,687
1574605020,1,3000,0,0,6
1574605020,5,500,0,54,1710
1574605020,8,500,1,365,10287
1574605020,8,1200,0,19,371
1574605020,7,2000,1,0,2
1574605020,5,500,1,34,698
1574605020,6,500,1,0,1
1574605020,3,0,1,1,10
1574605020,7,0,1,0,1
