min,cdn,bitrate,p2p,value,cnt
1574937480,5,2000,0,32,538
1574937480,5,1200,0,8,164
1574937480,3,1200,1,3,150
1574937480,5,1200,1,19,798
1574937480,5,4000,0,3,317
1574937480,3,2000,0,2,46
1574937480,3,500,1,2,80
1574937480,3,2000,1,3,308
1574937480,5,0,0,9,161
1574937480,5,0,1,0,4
1574937480,3,4000,1,0,110
1574937480,4,500,1,0,1
1574937480,3,0,0,2,51
1574937480,5,2000,1,36,2404
1574937480,3,500,0,0,13
1574937480,5,4000,1,27,1926
1574937480,5,500,0,3,63
1574937480,5,500,1,18,763
1574937480,3,4000,0,2,39
1574937480,3,1200,0,4,26
1574937540,3,500,0,2,14
1574937540,5,2000,1,37,2478
1574937540,5,0,1,0,2
1574937540,3,4000,0,0,35
1574937540,5,1200,0,6,168
1574937540,3,1200,1,2,140
1574937540,3,2000,0,0,41
1574937540,3,2000,1,6,294
1574937540,3,500,1,3,76
1574937540,5,-1,0,0,1
1574937540,5,4000,1,24,1862
1574937540,5,2000,0,25,558
1574937540,3,4000,1,1,110
1574937540,5,0,0,9,168
1574937540,3,1200,0,4,24
1574937540,5,4000,0,8,330
1574937540,3,0,0,2,53
1574937540,5,500,0,5,60
1574937540,5,1200,1,21,801
1574937540,8,0,1,0,1
1574937540,5,500,1,17,742
1574937600,3,0,0,0,50
1574937600,5,500,1,18,786
1574937600,3,500,0,0,16
1574937600,5,4000,0,15,338
1574937600,3,500,1,3,71
1574937600,3,1200,1,2,146
1574937600,3,2000,1,8,315
1574937600,5,1200,1,12,900
1574937600,3,1200,0,1,22
1574937600,3,4000,0,2,35
1574937600,5,0,0,9,171
1574937600,5,4000,1,25,1869
1574937600,3,2000,0,3,50
1574937600,5,2000,1,35,2612
1574937600,3,4000,1,2,115
1574937600,5,2000,0,31,576
1574937600,5,1200,0,6,179
1574937600,5,0,1,0,7
1574937600,5,500,0,2,65
1574937660,5,0,0,7,167
1574937660,5,1200,1,17,954
1574937660,3,4000,0,2,33
1574937660,3,500,1,9,82
1574937660,5,4000,0,7,332
1574937660,5,0,1,0,7
1574937660,5,4000,1,23,1908
1574937660,5,2000,1,25,2743
1574937660,3,1200,1,3,158
1574937660,3,2000,1,5,335
1574937660,3,2000,0,2,54
1574937660,5,500,1,77,852
1574937660,5,500,0,23,77
1574937660,255,4294967,0,0,1
1574937660,3,4000,1,3,116
1574937660,3,0,0,0,49
1574937660,5,2000,0,29,567
