min,cdn,p2p,device,bitrate,isp,value,cnt
1586432460,5,1,C5,10000,移动,2,145
1586432460,5,0,C8,2500,电信,1,17
1586432460,3,1,C5,4500,联通,1,6
1586432460,5,1,C5,4500,联通,3,64
1586432460,3,0,C1,4500,电信,0,5
1586432460,5,0,C8,2500,联通,0,3
1586432460,5,1,C5,10000,小运营商,0,9
1586432460,5,0,C8,4500,移动,0,26
1586432460,3,1,C5,2500,联通,2,25
1586432460,5,1,C8,4500,联通,0,674
1586432460,3,0,C1,2500,联通,0,36
1586432460,3,0,C6,4500,联通,1,19
1586432460,255,2,C8,0,未知,0,3
1586432460,3,0,C6,4500,海外,0,6
1586432460,5,0,C6,2500,电信,1,88
1586432460,5,0,C6,4500,电信,2,305
1586432460,5,1,C3,10000,电信,8,189
1586432460,3,0,C3,4500,电信,0,2
1586432460,5,1,C1,500,联通,2,138
1586432460,3,0,C7,500,电信,0,1
1586432460,5,0,C6,500,电信,0,13
1586432460,3,0,C2,10000,联通,0,16
1586432460,3,0,C5,4500,电信,0,3
1586432460,3,0,C6,10000,联通,0,113
1586432460,3,1,C5,10000,电信,7,60
1586432460,3,1,C5,0,联通,0,1
1586432460,5,1,C5,500,电信,0,9
1586432460,5,0,C1,0,联通,1,74
1586432460,3,0,C1,500,电信,0,3
1586432460,5,0,C6,500,移动,0,2
1586432460,5,0,C1,2500,联通,9,570
1586432460,3,1,C1,10000,电信,18,187
1586432460,5,0,C6,4500,联通,0,103
1586432460,5,1,C3,500,小运营商,0,3
1586432460,5,0,C2,10000,联通,0,4
1586432460,3,0,C6,2500,联通,1,7
1586432460,3,0,C3,500,联通,0,3
1586432460,5,0,C2,2500,联通,5,71
1586432460,5,1,C3,2500,联通,12,414
1586432460,5,1,C5,2500,小运营商,1,42
1586432460,3,0,C6,4500,移动,0,19
1586432460,5,1,C1,500,海外,0,9
1586432460,5,1,C8,4500,移动,1,715
1586432460,3,0,C3,10000,小运营商,0,2
1586432460,3,1,C5,10000,海外,0,2
1586432460,5,0,C1,500,联通,2,120
1586432460,5,1,C8,500,小运营商,0,3
1586432460,5,1,C2,2500,联通,2,3
1586432460,3,1,C5,4500,电信,1,40
1586432460,3,1,C1,2500,联通,5,136
1586432460,3,0,C2,500,电信,1,1
1586432460,3,1,C3,4500,小运营商,4,24
1586432460,5,0,C1,0,海外,0,3
1586432460,3,0,C1,4500,移动,1,6
1586432460,3,1,C5,500,海外,1,1
1586432460,3,0,C7,2500,海外,0,3
1586432460,3,0,C7,4500,移动,0,10
1586432460,5,1,C3,10000,移动,6,152
1586432460,5,0,C8,500,移动,0,1
1586432460,3,1,C8,10000,电信,0,209
1586432460,3,0,C7,10000,联通,0,30
1586432460,3,1,C5,10000,联通,0,36
1586432460,3,0,C2,10000,小运营商,0,7
1586432460,5,1,C8,500,海外,0,3
1586432460,5,0,C1,2500,电信,2,72
1586432460,5,1,C1,4500,联通,14,923
1586432460,3,1,C5,4500,海外,0,6
1586432460,3,1,C3,10000,移动,5,76
1586432460,5,1,C5,2500,移动,6,168
1586432460,3,1,C1,500,海外,0,3
1586432460,3,1,C8,2500,海外,0,9
1586432460,3,0,C7,10000,海外,0,3
1586432460,5,0,C7,500,电信,0,1
1586432460,5,0,C6,2500,小运营商,0,6
1586432460,3,0,C2,10000,电信,0,6
1586432460,3,1,C8,2500,未知,0,3
1586432460,5,1,C3,10000,海外,2,2
1586432460,5,1,C8,2500,海外,0,8
1586432460,3,0,C3,2500,联通,0,18
1586432460,3,1,C1,2500,电信,11,180
1586432460,5,0,C3,2500,电信,0,13
1586432460,5,1,C8,4500,未知,0,7
1586432460,5,0,C3,500,联通,3,42
1586432460,3,1,C1,10000,联通,9,166
1586432460,5,0,C3,500,移动,0,7
1586432460,5,0,C1,4500,联通,0,89
1586432460,3,0,C3,10000,联通,0,6
1586432460,3,1,C5,4500,移动,0,6
1586432460,5,0,C8,4500,小运营商,0,4
1586432460,5,1,C8,500,移动,0,20
1586432460,5,1,C1,10000,未知,0,3
1586432460,3,0,C3,10000,移动,0,6
1586432460,5,0,C1,4500,小运营商,0,6
1586432460,5,0,C3,10000,电信,2,23
1586432460,3,1,C1,2500,海外,0,6
1586432460,5,0,C3,4500,小运营商,0,2
1586432460,5,1,C1,500,小运营商,0,6
1586432460,3,1,C3,2500,小运营商,0,5
1586432460,5,0,C3,4500,电信,0,7
1586432460,5,0,C1,4500,电信,2,55
1586432460,5,0,C6,2500,联通,0,36
1586432460,5,1,C5,2500,教育网,0,3
1586432460,3,1,C1,4500,移动,10,215
1586432460,5,1,C8,2500,电信,1,435
1586432460,5,0,C7,10000,电信,0,2
1586432460,5,1,C5,500,联通,1,11
1586432460,5,0,C8,10000,移动,2,18
1586432460,5,0,C7,2500,海外,0,3
1586432460,5,1,C8,4500,海外,0,5
1586432460,3,1,C1,500,联通,0,18
1586432460,5,1,C5,2500,海外,0,29
1586432460,5,0,C6,2500,海外,0,3
1586432460,5,0,C3,2500,联通,4,251
1586432460,5,0,C2,2500,小运营商,0,6
1586432460,5,0,C2,4500,电信,0,105
1586432460,5,0,C2,4500,移动,0,61
1586432460,3,0,C5,10000,移动,0,3
1586432460,5,1,C1,500,电信,2,214
1586432460,5,0,C3,10000,海外,0,3
1586432460,3,0,C1,500,联通,0,3
1586432460,3,1,C3,2500,海外,0,8
1586432460,5,1,C8,2500,小运营商,0,31
1586432460,3,1,C8,2500,联通,0,8
1586432460,5,1,C5,10000,海外,0,3
1586432460,5,1,C1,4500,海外,0,9
1586432460,3,1,C5,0,电信,0,2
1586432460,3,1,C3,4500,海外,0,4
1586432460,5,1,C5,10000,联通,1,147
1586432460,5,0,C2,500,移动,0,3
1586432460,5,1,C8,10000,移动,1,299
1586432460,5,1,C3,500,电信,0,39
1586432460,5,1,C5,4500,电信,1,125
1586432460,5,1,C3,4500,海外,0,5
1586432460,5,0,C6,2500,未知,0,6
1586432460,5,1,C3,2500,海外,1,11
1586432460,3,0,C6,4500,电信,0,50
1586432460,5,0,C5,500,小运营商,0,3
1586432460,3,1,C8,2500,电信,0,7
1586432460,3,1,C1,2500,移动,6,191
1586432460,3,1,C1,4500,海外,0,3
1586432460,5,1,C5,500,小运营商,0,1
1586432460,3,0,C1,2500,小运营商,0,1
1586432460,3,1,C8,10000,教育网,0,1
1586432460,3,1,C8,2500,小运营商,0,4
1586432460,5,0,C8,500,电信,0,2
1586432460,3,1,C8,4500,电信,0,56
1586432460,5,1,C3,2500,电信,29,698
1586432460,3,0,C1,4500,联通,1,6
1586432460,5,1,C8,4500,电信,3,1681
1586432460,5,0,C2,2500,海外,0,3
1586432460,3,1,C3,4500,联通,2,44
1586432460,5,0,C6,4500,移动,0,114
1586432460,3,1,C3,500,海外,0,3
1586432460,5,0,C5,2500,小运营商,0,3
1586432460,5,1,C1,2500,联通,20,835
1586432460,5,1,C1,2500,移动,34,1578
1586432460,3,1,C3,500,移动,1,28
1586432460,3,1,C8,4500,小运营商,0,11
1586432460,3,1,C1,500,电信,1,29
1586432460,3,1,C5,4500,小运营商,0,6
1586432460,3,0,C7,2500,电信,0,8
1586432460,5,1,C3,4500,小运营商,1,24
1586432460,5,1,C5,2500,联通,5,162
1586432460,3,0,C2,4500,电信,0,12
1586432460,3,0,C8,10000,电信,0,10
1586432460,5,1,C5,500,移动,0,9
1586432460,5,1,C8,10000,小运营商,1,27
1586432460,5,1,C3,10000,联通,6,105
1586432460,5,0,C3,10000,联通,1,45
1586432460,3,1,C5,2500,移动,1,19
1586432460,3,1,C5,2500,海外,2,8
1586432460,5,0,C6,4500,小运营商,0,22
1586432460,3,1,C1,4500,联通,9,134
1586432460,3,0,C5,2500,联通,0,3
1586432460,3,0,C5,10000,电信,0,3
1586432460,5,0,C6,2500,移动,0,60
1586432460,5,0,C6,4500,海外,0,6
1586432460,3,1,C3,500,联通,0,6
1586432460,5,1,C1,2500,海外,1,15
1586432460,5,0,C8,10000,联通,0,13
1586432460,5,1,C1,4500,电信,34,1629
1586432460,3,1,C3,10000,电信,7,77
1586432460,3,1,C3,4500,电信,4,66
1586432460,5,1,C8,500,电信,0,75
1586432460,5,0,C5,500,电信,0,6
1586432460,3,0,C6,10000,电信,2,254
1586432460,5,1,C8,2500,阿里云,0,1
1586432460,5,1,C8,10000,海外,0,9
1586432460,5,0,C2,4500,联通,0,53
1586432460,5,0,C2,500,小运营商,0,3
1586432460,5,0,C2,0,移动,0,138
1586432460,5,0,C2,2500,电信,1,88
1586432460,3,1,C3,10000,联通,4,31
1586432460,5,1,C1,4500,移动,18,1387
1586432460,5,1,C8,500,联通,0,20
1586432460,5,0,C8,4500,联通,0,16
1586432460,5,1,C8,10000,电信,5,1242
1586432460,3,1,C1,10000,移动,19,217
1586432460,5,0,C1,500,电信,0,11
1586432460,5,0,C1,2500,小运营商,0,5
1586432460,3,1,C1,4500,电信,7,226
1586432460,5,1,C3,10000,小运营商,0,18
1586432460,255,2,C8,0,联通,0,18
1586432460,3,0,C6,2500,移动,3,9
1586432460,3,1,C5,10000,移动,3,40
1586432460,5,0,C1,500,移动,0,14
1586432460,5,0,C8,500,联通,0,2
1586432460,3,1,C1,500,移动,0,29
1586432460,5,1,C8,2500,联通,1,196
1586432460,5,1,C1,2500,电信,36,1471
1586432460,5,0,C1,0,小运营商,0,3
1586432460,5,0,C6,10000,教育网,0,3
1586432460,3,0,C3,4500,移动,0,3
1586432460,3,0,C1,0,电信,0,21
1586432460,3,0,C1,0,移动,0,15
1586432460,3,1,C8,500,联通,0,3
1586432460,5,0,C1,2500,移动,0,91
1586432460,5,0,C2,4500,海外,0,3
1586432460,5,1,C1,4500,未知,0,6
1586432460,5,0,C6,8000,移动,0,3
1586432460,3,0,C6,10000,小运营商,0,12
1586432460,3,1,C3,2500,电信,8,85
1586432460,3,0,C1,500,移动,1,6
1586432460,5,0,C3,2500,移动,0,11
1586432460,3,1,C1,2500,小运营商,4,32
1586432460,5,1,C3,500,移动,2,126
1586432460,3,1,C3,2500,移动,10,216
1586432460,5,0,C1,0,移动,0,65
1586432460,3,0,C7,10000,移动,0,51
1586432460,3,1,C3,4500,移动,3,86
1586432460,5,1,C3,2500,小运营商,0,41
1586432460,5,0,C6,10000,联通,2,371
1586432460,3,1,C3,10000,小运营商,0,9
1586432460,3,1,C1,4500,小运营商,4,21
1586432460,3,0,C1,0,海外,0,3
1586432460,5,1,C1,4500,小运营商,7,82
1586432460,5,1,C8,2500,教育网,0,6
1586432460,5,1,C1,10000,移动,23,819
1586432460,3,1,C8,10000,小运营商,0,31
1586432460,5,1,C1,10000,小运营商,1,48
1586432460,3,0,C6,10000,海外,0,9
1586432460,5,0,C6,500,联通,1,11
1586432460,6,1,C5,0,移动,0,1
