min,cdn,bitrate,p2p,device,isp,value,cnt
1591071660,5,2000,0,adr_tv,联通,2,3
1591071660,5,4000,0,adr_tv,联通,0,3
1591071660,3,8000,1,webh5,移动,0,29
1591071660,7,500,1,adr,移动,0,4
1591071660,3,8000,0,pc_exe,移动,0,17
1591071660,7,2000,1,webh5,电信,1,30
1591071660,5,4000,1,ios,联通,0,3
1591071660,7,2000,1,ios,联通,2,3
1591071660,3,4000,0,pc_exe,联通,0,31
1591071660,3,4000,0,adr_tv,电信,0,15
1591071660,3,0,0,adr_tv,小运营商,0,4
1591071660,3,4000,0,webh5,联通,1,17
1591071660,7,4000,1,pc_exe,电信,0,98
1591071660,5,2000,1,adr,联通,12,21
1591071660,5,2000,1,ios,电信,3,6
1591071660,7,4000,0,adr,电信,0,3
1591071660,3,2000,1,ios,海外,2,3
1591071660,7,2000,0,adr_tv,联通,2,3
1591071660,3,4000,1,adr,移动,1,40
1591071660,7,500,0,webh5,电信,0,6
1591071660,7,2000,1,ipad,联通,2,3
1591071660,3,2000,1,adr,移动,48,80
1591071660,7,2000,0,adr,移动,1,3
1591071660,3,2000,1,adr,联通,18,31
1591071660,7,4000,1,ios,电信,1,16
1591071660,3,8000,0,pc_exe,电信,0,54
1591071660,7,8000,1,webh5,联通,0,15
1591071660,5,8000,1,pc_exe,联通,0,12
1591071660,5,8000,1,ios,移动,1,1
1591071660,3,8000,0,web,小运营商,6,26
1591071660,3,0,0,adr,移动,0,3
1591071660,7,4000,1,webh5,电信,3,297
1591071660,3,8000,0,web,电信,33,149
1591071660,3,0,0,adr_tv,移动,2,6
1591071660,3,8000,0,web,教育网,1,2
1591071660,3,4000,1,ipad,移动,0,3
1591071660,3,8000,1,pc_exe,电信,4,74
1591071660,5,0,0,adr,联通,0,1
1591071660,3,2000,1,webh5,电信,0,23
1591071660,3,8000,0,webh5,电信,0,3
1591071660,7,0,0,adr_tv,电信,3,15
1591071660,5,4000,1,adr,移动,1,20
1591071660,5,500,1,adr,移动,0,3
1591071660,7,8000,1,ipad,移动,0,6
1591071660,7,8000,0,web,联通,0,13
1591071660,7,8000,0,pc_exe,移动,0,20
1591071660,3,500,1,adr,移动,0,27
1591071660,7,8000,1,adr,电信,0,14
1591071660,3,2000,1,ipad,电信,6,9
1591071660,3,8000,1,pc_exe,联通,0,9
1591071660,3,4000,1,ios,联通,1,11
1591071660,7,4000,1,pc_exe,小运营商,0,3
1591071660,3,4000,1,pc_exe,移动,4,61
1591071660,7,4000,0,pc_exe,联通,0,19
1591071660,3,2000,1,ios,电信,6,20
1591071660,3,8000,0,pc_exe,联通,1,14
1591071660,5,4000,1,ipad,移动,0,3
1591071660,7,2000,0,pc_exe,移动,1,3
1591071660,7,2000,0,adr_tv,电信,6,11
1591071660,7,4000,1,webh5,移动,0,36
1591071660,5,2000,0,webh5,电信,0,4
1591071660,3,8000,1,webh5,电信,2,58
1591071660,5,2000,0,adr,联通,21,44
1591071660,5,4000,1,adr,电信,1,32
1591071660,3,8000,1,adr,联通,0,12
1591071660,3,500,0,web,小运营商,0,3
1591071660,3,0,0,adr_tv,电信,3,36
1591071660,3,4000,0,pc_exe,移动,0,31
1591071660,7,0,0,adr_tv,联通,0,3
1591071660,3,2000,1,ios,移动,7,18
1591071660,5,2000,1,pc_exe,联通,2,3
1591071660,7,8000,1,adr,移动,0,6
1591071660,3,2000,1,adr,小运营商,3,4
1591071660,3,500,1,webh5,电信,3,1298
1591071660,3,500,0,adr,移动,0,3
1591071660,5,2000,1,ipad,移动,2,3
1591071660,3,4000,1,webh5,移动,0,79
1591071660,3,4000,1,adr,小运营商,0,4
1591071660,3,4000,1,ipad,电信,0,2
1591071660,3,500,1,adr,联通,0,3
1591071660,7,4000,1,adr,电信,2,49
1591071660,5,8000,1,ios,联通,1,3
1591071660,3,500,0,adr_tv,移动,0,3
1591071660,3,4000,1,pc_exe,联通,3,58
1591071660,7,8000,1,pc_exe,电信,1,13
1591071660,3,8000,1,pc_exe,移动,0,18
1591071660,5,8000,1,adr,移动,0,6
1591071660,3,500,0,webh5,电信,0,5
1591071660,3,500,1,ios,移动,0,10
1591071660,3,2000,0,adr_tv,电信,6,12
