min,cdn,bitrate,p2p,device,isp,value,cnt
1591401840,3,0,0,adr,电信,0,9
1591401840,3,2000,1,webh5,小运营商,0,29
1591401840,5,2000,1,ipad,联通,1,6
1591401840,5,2000,1,adr,小运营商,0,9
1591401840,3,2000,0,adr_tv,联通,0,12
1591401840,5,0,0,adr_tv,移动,0,46
1591401840,3,0,1,gamelive,电信,0,3
1591401840,3,2000,1,webh5,海外,0,9
1591401840,3,2000,1,adr,联通,5,424
1591401840,3,500,0,pc_exe,移动,0,4
1591401840,5,2000,1,webh5,电信,0,2
1591401840,3,500,1,adr,海外,1,3
1591401840,3,500,1,ios,移动,0,40
1591401840,5,0,0,adr_tv,电信,0,34
1591401840,3,500,0,pc_exe,联通,0,3
1591401840,5,2000,1,ipad,海外,0,3
1591401840,5,500,1,adr,移动,5,18
1591401840,3,2000,1,webh5,移动,0,155
1591401840,3,2000,0,adr_tv,电信,3,30
1591401840,3,500,0,adr_tv,小运营商,0,3
1591401840,3,2000,1,webh5,电信,1,417
1591401840,3,0,0,adr,联通,0,6
1591401840,5,500,0,adr_tv,小运营商,2,6
1591401840,3,2000,0,web,移动,0,3
1591401840,3,0,0,adr_tv,海外,1,6
1591401840,5,2000,1,ios,电信,3,34
1591401840,3,500,1,webh5,海外,0,2
1591401840,5,500,0,ios,联通,1,9
1591401840,5,0,0,adr_tv,小运营商,0,3
1591401840,3,500,1,adr,电信,21,77
1591401840,3,2000,0,pc_exe,联通,1,42
1591401840,3,2000,0,pc_exe,海外,0,3
1591401840,3,500,1,adr,联通,18,60
1591401840,3,500,0,pc_exe,电信,0,3
1591401840,3,2000,1,ipad,移动,0,24
1591401840,5,0,0,adr_tv,联通,0,26
1591401840,3,500,0,adr_tv,移动,0,15
1591401840,5,500,1,ios,联通,0,7
1591401840,5,2000,1,ios,移动,1,70
1591401840,5,2000,1,webh5,联通,0,6
1591401840,3,2000,0,web,电信,0,3
1591401840,5,2000,1,pc_exe,移动,3,13
1591401840,3,2000,1,webh5,联通,0,130
1591401840,3,500,1,pc_exe,电信,1,3
1591401840,5,2000,0,adr,联通,0,3
1591401840,5,500,1,adr,电信,1,4
1591401840,3,500,0,webh5,移动,0,1
1591401840,3,0,0,adr_tv,小运营商,0,15
1591401840,3,2000,1,adr,电信,14,549
1591401840,3,2000,1,adr,小运营商,0,35
1591401840,3,2000,1,ipad,联通,0,35
1591401840,3,0,0,adr_tv,移动,17,239
1591401840,3,2000,0,webh5,联通,0,8
1591401840,5,500,1,adr,联通,1,7
1591401840,5,2000,0,ios,联通,0,49
1591401840,5,2000,0,pc_exe,电信,2,13
1591401840,3,500,1,ios,联通,0,18
1591401840,5,2000,1,ios,联通,0,41
1591401840,3,0,0,adr_tv,未知,0,3
1591401840,3,2000,1,pc_exe,小运营商,1,15
1591401840,3,2000,1,ipad,电信,0,38
1591401840,3,2000,0,adr_tv,移动,0,30
1591401840,3,500,1,ios,电信,0,43
1591401840,5,2000,1,ipad,小运营商,0,3
1591401840,5,0,0,adr,移动,0,12
1591401840,5,2000,0,pc_exe,联通,0,10
1591401840,5,2000,1,adr,移动,3,136
1591401840,3,500,0,adr,移动,0,4
1591401840,3,500,1,ios,海外,0,3
1591401840,3,2000,1,adr,海外,0,6
1591401840,3,500,1,ios,小运营商,2,7
1591401840,3,500,1,pc_exe,联通,3,5
1591401840,5,2000,1,ios,小运营商,0,14
1591401840,5,2000,1,pc_exe,电信,0,13
1591401840,5,2000,0,adr_tv,电信,0,7
1591401840,5,2000,1,webh5,移动,0,3
1591401840,3,500,0,adr_tv,联通,0,6
1591401840,3,500,0,web,电信,0,3
1591401840,5,2000,1,pc_exe,联通,0,7
1591401840,5,500,0,adr,联通,6,24
1591401840,3,500,1,adr,移动,26,90
1591401840,5,500,1,ios,移动,1,17
1591401840,3,500,0,adr_tv,电信,1,12
1591401840,3,500,1,webh5,移动,0,19
1591401840,5,2000,1,ipad,移动,0,9
1591401840,3,2000,1,pc_exe,移动,2,109
1591401840,5,0,0,adr,电信,0,3
1591401840,5,2000,1,adr,电信,4,152
1591401840,3,2000,0,ios,联通,0,2
1591401840,5,500,0,adr_tv,移动,1,3
1591401840,3,2000,0,webh5,电信,0,3
1591401840,5,2000,0,adr_tv,移动,0,12
1591401840,3,2000,0,webh5,小运营商,0,1
1591401840,5,2000,1,ios,海外,0,1
1591401840,3,2000,1,adr,移动,11,623
1591401840,5,500,1,ios,电信,0,9
1591401840,5,500,0,adr,电信,3,6
1591401840,3,0,0,adr_tv,联通,0,126
1591401840,3,2000,1,ios,联通,7,158
1591401840,3,500,1,webh5,联通,0,10
1591401840,5,2000,1,ipad,电信,0,10
1591401840,3,2000,0,webh5,移动,0,2
1591401840,3,2000,0,pc_exe,电信,2,134
1591401840,3,500,1,ipad,电信,2,6
1591401840,3,2000,1,ipad,小运营商,0,3
1591401840,3,500,1,webh5,电信,0,69
1591401840,5,0,0,adr,联通,0,127
1591401840,3,500,0,ios,移动,0,3
1591401840,3,2000,1,ios,电信,3,261
1591401840,3,2000,0,web,联通,0,6
1591401840,3,2000,1,ios,移动,3,130
1591401840,3,2000,1,ios,海外,0,6
1591401840,3,0,0,adr,移动,0,12
1591401840,3,2000,0,pc_exe,移动,1,59
1591401840,3,2000,1,pc_exe,电信,4,170
1591401840,5,500,0,adr_tv,电信,1,3
1591401840,5,500,0,adr,移动,1,3
1591401840,3,0,0,adr_tv,电信,7,230
1591401840,3,500,0,webh5,电信,0,3
1591401840,3,-1,0,adr_tv,电信,0,1
1591401840,3,500,0,adr,联通,1,9
1591401840,5,2000,1,adr,联通,6,113
1591401840,3,2000,1,ios,小运营商,0,2
1591401840,5,2000,0,pc_exe,移动,0,3
