min,cdn,p2p,bitrate,device,value,cnt
1585009860,8,1,2500,C5,5,454
1585009860,3,1,8000,C8,0,10
1585009860,8,1,4500,C3,31,947
1585009860,3,1,8000,C1,2,96
1585009860,8,0,8000,C8,0,2
1585009860,3,1,2500,C3,7,105
1585009860,5,1,2500,C5,1,40
1585009860,8,0,8000,C1,0,2
1585009860,8,0,2500,C6,7,167
1585009860,8,0,500,C5,0,5
1585009860,3,1,2500,C1,10,405
1585009860,5,0,4500,C8,0,9
1585009860,8,0,4500,C6,16,309
1585009860,7,0,500,C2,0,1
1585009860,5,0,500,C3,3,75
1585009860,5,0,8000,C6,0,3
1585009860,5,1,8000,C3,0,8
1585009860,3,0,2500,C6,1,9
1585009860,5,0,4500,C1,0,13
1585009860,3,0,2500,C3,0,29
1585009860,5,1,4500,C1,12,448
1585009860,8,0,500,C7,0,31
1585009860,8,0,0,C8,0,2
1585009860,3,0,4500,C6,0,8
1585009860,5,0,500,C6,0,1
1585009860,8,0,500,C1,2,28
1585009860,3,0,4500,C2,0,19
1585009860,3,0,0,C2,1,84
1585009860,5,1,4500,C8,0,35
1585009860,3,0,4500,C7,0,3
1585009860,5,0,4500,C3,0,9
1585009860,8,0,2500,C8,1,30
1585009860,3,0,2500,C1,0,35
1585009860,5,1,4500,C3,11,221
1585009860,8,1,8000,C8,0,69
1585009860,3,0,8000,C2,0,3
1585009860,5,1,500,C1,2,187
1585009860,8,1,2500,C6,1,4
1585009860,8,1,8000,C5,0,6
1585009860,5,0,0,C2,2,10
1585009860,5,0,2500,C1,2,531
1585009860,3,0,4500,C3,0,1
1585009860,5,0,4500,C2,3,11
1585009860,8,1,2500,C8,0,579
1585009860,5,0,4500,C6,0,26
1585009860,8,1,8000,C1,2,270
1585009860,3,0,500,C6,2,3
1585009860,8,1,8000,C3,2,66
1585009860,5,1,8000,C8,0,8
1585009860,5,1,2500,C1,13,845
1585009860,3,1,4500,C3,11,93
1585009860,3,0,500,C2,2,34
1585009860,8,1,4500,C1,63,1566
1585009860,8,1,2500,C1,100,4389
1585009860,8,0,4500,C1,1,18
1585009860,3,1,500,C3,2,44
1585009860,8,0,500,C6,0,16
1585009860,3,0,2500,C7,0,3
1585009860,5,1,500,C3,3,56
1585009860,255,2,0,C8,0,9
1585009860,3,1,4500,C8,0,67
1585009860,5,0,500,C8,0,1
1585009860,8,0,0,C2,3,174
1585009860,3,0,4500,C8,0,6
1585009860,8,0,2500,C1,5,99
1585009860,8,0,2500,C7,0,18
1585009860,8,1,500,C3,8,367
1585009860,5,0,2500,C2,4,31
1585009860,5,0,500,C5,0,1
1585009860,3,0,0,C1,0,6
1585009860,3,0,8000,C8,0,2
1585009860,3,0,500,C3,0,9
1585009860,3,0,500,C7,0,15
1585009860,3,0,0,C8,0,2
1585009860,8,0,0,C1,0,11
1585009860,8,0,2500,C2,14,227
1585009860,8,0,2500,C3,0,15
1585009860,8,0,2500,C5,0,8
1585009860,5,0,500,C2,0,9
1585009860,8,1,2500,C3,24,1205
1585009860,5,1,8000,C1,2,108
1585009860,3,0,8000,C6,0,16
1585009860,8,1,4500,C8,1,824
1585009860,3,0,4500,C1,0,12
1585009860,8,0,500,C2,3,79
1585009860,5,1,500,C5,0,1
1585009860,3,1,8000,C3,1,25
1585009860,5,1,2500,C3,12,197
1585009860,3,1,4500,C1,3,194
1585009860,5,0,2500,C6,0,16
1585009860,8,0,4500,C8,0,34
1585009860,3,1,2500,C5,1,27
1585009860,5,0,2500,C3,0,211
1585009860,3,0,2500,C2,4,46
1585009860,8,0,500,C3,0,18
1585009860,8,0,4500,C2,2,74
1585009860,3,1,500,C8,0,8
1585009860,5,0,500,C1,4,226
1585009860,3,1,2500,C8,0,22
1585009860,3,0,8000,C7,0,19
1585009860,3,1,8000,C6,0,3
1585009860,5,1,0,C5,0,3
1585009860,3,1,8000,C5,0,7
1585009860,3,0,2500,C8,0,3
1585009860,8,1,500,C5,2,22
1585009860,5,0,2500,C8,2,2
1585009860,8,1,500,C1,19,873
1585009860,8,0,8000,C7,0,44
1585009860,8,1,4500,C5,0,21
1585009860,8,0,8000,C6,7,142
1585009860,8,1,4500,C6,0,9
1585009860,3,1,0,C5,0,4
1585009860,5,1,4500,C5,0,3
1585009860,8,0,500,C8,0,35
1585009860,3,0,500,C1,0,6
1585009860,8,1,500,C8,0,302
1585009860,255,0,4294967,C1,0,2
1585009860,3,0,500,C5,0,3
1585009860,5,1,2500,C8,0,12
1585009860,5,1,500,C8,0,5
1585009860,8,0,4500,C7,0,8
1585009860,3,1,500,C1,2,62
1585009860,8,0,8000,C2,0,6
1585009920,8,1,4500,C8,5,839
1585009920,3,0,4500,C1,0,13
1585009920,5,0,2500,C3,5,206
1585009920,8,0,2500,C2,12,207
1585009920,8,1,2500,C1,105,4488
1585009920,8,1,8000,C8,0,71
1585009920,5,1,500,C3,5,63
1585009920,5,1,8000,C8,0,8
1585009920,8,0,4500,C2,5,72
1585009920,5,0,2500,C6,0,14
1585009920,5,1,500,C1,4,196
1585009920,8,0,500,C5,0,3
1585009920,5,0,4500,C3,0,10
1585009920,8,0,500,C2,2,68
1585009920,3,1,2500,C3,5,105
1585009920,3,1,8000,C3,0,24
1585009920,8,0,2500,C5,0,7
1585009920,5,1,8000,C3,0,8
1585009920,5,0,500,C5,0,3
1585009920,8,1,500,C8,3,339
1585009920,6,1,0,C5,0,1
1585009920,8,1,4500,C1,48,1667
1585009920,3,1,4500,C3,6,97
1585009920,5,0,500,C8,0,2
1585009920,5,0,4500,C8,0,7
1585009920,5,1,4500,C3,15,217
1585009920,3,0,8000,C6,0,14
1585009920,8,0,4500,C3,1,2
1585009920,5,1,4500,C8,0,37
1585009920,3,0,500,C2,3,32
1585009920,3,1,8000,C5,1,3
1585009920,8,1,4500,C3,33,984
1585009920,5,1,2500,C3,20,276
1585009920,3,1,4500,C1,9,209
1585009920,5,0,2500,C2,4,30
1585009920,3,0,500,C3,0,9
1585009920,3,1,8000,C8,0,12
1585009920,5,1,8000,C1,2,96
1585009920,3,0,500,C7,0,15
1585009920,3,1,2500,C1,24,412
1585009920,8,1,500,C3,7,373
1585009920,8,1,0,C3,0,1
1585009920,8,1,2500,C6,0,3
1585009920,5,0,2500,C1,3,491
1585009920,5,1,2500,C1,24,897
1585009920,3,0,4500,C2,0,19
1585009920,3,1,500,C8,0,10
1585009920,3,1,8000,C6,1,1
1585009920,5,0,500,C2,0,9
1585009920,8,0,8000,C8,0,1
1585009920,5,0,4500,C1,0,9
1585009920,3,0,2500,C3,0,21
1585009920,3,1,8000,C1,5,86
1585009920,8,1,8000,C1,7,255
1585009920,3,0,0,C2,3,83
1585009920,8,1,8000,C3,0,59
1585009920,8,0,500,C7,0,35
1585009920,8,1,2500,C3,16,1238
1585009920,8,0,2500,C1,10,110
1585009920,3,1,4500,C8,0,65
1585009920,8,0,8000,C6,7,141
1585009920,3,1,500,C3,3,45
1585009920,8,1,2500,C5,4,445
1585009920,5,0,500,C1,3,211
1585009920,8,1,500,C1,19,919
1585009920,5,0,4500,C2,1,8
1585009920,3,0,4500,C8,0,6
1585009920,3,0,8000,C8,0,3
1585009920,3,0,500,C5,1,3
1585009920,5,0,500,C3,0,73
1585009920,5,0,0,C2,6,7
1585009920,8,0,0,C1,0,12
1585009920,8,0,8000,C2,0,8
1585009920,3,0,8000,C3,0,1
1585009920,3,1,500,C1,5,54
1585009920,3,0,0,C8,0,2
1585009920,8,0,8000,C1,0,2
1585009920,3,0,8000,C7,0,19
1585009920,3,1,0,C5,0,1
1585009920,8,0,2500,C8,0,26
1585009920,3,0,500,C6,3,3
1585009920,3,1,2500,C5,1,32
1585009920,3,0,2500,C7,0,3
1585009920,5,1,4500,C1,10,465
1585009920,3,1,2500,C8,0,23
1585009920,3,0,2500,C2,5,43
1585009920,8,0,4500,C6,17,308
1585009920,5,1,4500,C5,0,3
1585009920,8,0,8000,C7,0,46
1585009920,5,0,8000,C6,1,5
1585009920,8,0,4500,C8,0,35
1585009920,3,0,0,C1,1,5
1585009920,8,0,500,C3,0,16
1585009920,8,0,500,C8,0,37
1585009920,8,1,4500,C5,0,21
1585009920,3,0,2500,C1,0,33
1585009920,8,1,4500,C6,0,9
1585009920,8,0,2500,C3,3,17
1585009920,3,0,4500,C6,0,10
1585009920,5,1,2500,C8,0,13
1585009920,3,0,2500,C8,0,3
1585009920,8,0,4500,C1,0,18
1585009920,8,0,2500,C6,11,163
1585009920,3,0,2500,C6,0,9
1585009920,255,2,0,C8,0,6
1585009920,5,0,4500,C6,0,28
1585009920,4,1,2500,C3,0,2
1585009920,8,0,2500,C7,0,22
1585009920,8,0,0,C2,3,162
1585009920,5,1,500,C8,0,5
1585009920,8,0,500,C6,0,16
1585009920,8,0,8000,C3,0,2
1585009920,8,1,8000,C5,0,5
1585009920,8,0,0,C8,0,3
1585009920,3,0,8000,C2,0,3
1585009920,8,1,2500,C8,4,567
1585009920,8,0,4500,C7,0,6
1585009920,3,0,4500,C7,0,3
1585009920,8,0,500,C1,0,24
1585009920,5,1,2500,C5,1,40
1585009920,3,0,500,C1,0,6
1585009920,8,1,500,C5,0,21
1585009980,3,1,2500,C8,0,23
1585009980,5,1,8000,C8,0,6
1585009980,8,0,4500,C2,5,86
1585009980,5,0,2500,C3,5,222
1585009980,8,0,8000,C2,0,11
1585009980,3,0,8000,C7,0,19
1585009980,3,0,4500,C1,0,12
1585009980,3,0,2500,C8,0,5
1585009980,5,1,8000,C3,1,8
1585009980,8,0,500,C1,2,30
1585009980,5,0,4500,C6,0,29
1585009980,8,0,500,C8,0,41
1585009980,3,0,0,C1,0,3
1585009980,3,0,2500,C6,0,9
1585009980,5,0,2500,C1,1,533
1585009980,3,0,0,C2,3,83
1585009980,8,0,8000,C6,10,147
1585009980,3,0,8000,C6,1,17
1585009980,8,1,2500,C6,1,4
1585009980,5,1,500,C3,3,66
1585009980,8,1,4500,C6,0,11
1585009980,8,0,0,C2,7,193
1585009980,5,1,2500,C1,28,975
1585009980,3,1,4500,C3,3,85
1585009980,3,1,500,C8,0,10
1585009980,8,0,2500,C2,16,232
1585009980,8,1,4500,C5,0,21
1585009980,5,0,0,C2,1,3
1585009980,5,1,2500,C3,12,233
1585009980,5,0,8000,C6,0,5
1585009980,3,1,4500,C1,8,225
1585009980,8,0,2500,C8,0,28
1585009980,3,1,2500,C5,0,39
1585009980,3,1,0,C5,0,2
1585009980,8,0,0,C1,0,12
1585009980,3,0,500,C6,1,3
1585009980,8,0,4500,C8,0,42
1585009980,5,1,4500,C5,0,3
1585009980,8,1,500,C1,26,1031
1585009980,5,0,500,C5,0,3
1585009980,255,2,0,C8,0,6
1585009980,8,1,2500,C8,3,609
1585009980,5,0,4500,C2,0,9
1585009980,8,0,8000,C3,0,6
1585009980,5,1,4500,C3,8,218
1585009980,3,1,2500,C1,9,452
1585009980,8,1,2500,C1,117,4881
1585009980,3,1,8000,C8,0,13
1585009980,5,0,2500,C2,7,32
1585009980,5,0,4500,C8,0,6
1585009980,5,1,4500,C8,0,34
1585009980,3,0,0,C8,0,2
1585009980,5,0,500,C3,2,77
1585009980,8,1,8000,C1,4,266
1585009980,8,0,2500,C6,8,166
1585009980,8,0,4500,C7,0,7
1585009980,5,1,2500,C5,4,42
1585009980,3,0,4500,C2,0,21
1585009980,3,1,500,C3,3,45
1585009980,5,0,4500,C3,0,10
1585009980,5,0,500,C1,0,234
1585009980,8,0,500,C2,4,69
1585009980,8,0,500,C3,0,16
1585009980,5,1,0,C5,0,2
1585009980,5,1,500,C8,0,6
1585009980,5,0,4500,C1,0,13
1585009980,8,0,0,C8,0,3
1585009980,8,1,500,C5,0,18
1585009980,3,0,500,C2,1,30
1585009980,4,1,500,C3,0,5
1585009980,4,1,2500,C3,1,3
1585009980,3,1,8000,C5,0,3
1585009980,3,0,2500,C7,0,3
1585009980,3,0,500,C3,0,9
1585009980,8,0,2500,C1,6,110
1585009980,8,1,8000,C5,0,7
1585009980,8,0,2500,C3,3,20
1585009980,8,0,500,C7,0,38
1585009980,8,1,500,C3,11,399
1585009980,3,1,8000,C1,2,82
1585009980,8,1,2500,C3,30,1279
1585009980,8,0,8000,C1,0,3
1585009980,5,0,2500,C6,0,14
1585009980,3,0,2500,C1,0,31
1585009980,5,1,500,C1,8,220
1585009980,3,0,8000,C8,0,3
1585009980,3,0,2500,C3,0,20
1585009980,8,0,2500,C5,1,6
1585009980,3,0,500,C5,0,3
1585009980,8,1,2500,C5,6,461
1585009980,8,1,4500,C3,30,1057
1585009980,3,0,4500,C8,0,6
1585009980,8,0,8000,C8,0,2
1585009980,3,0,500,C1,0,6
1585009980,8,0,4500,C1,0,33
1585009980,5,1,4500,C1,8,496
1585009980,3,0,8000,C3,0,3
