min,cdn,p2p,bitrate,device,value,cnt
1585013220,5,1,2500,C1,16,1032
1585013220,5,1,2500,C3,17,456
1585013220,3,1,4500,C1,8,273
1585013220,5,0,500,C2,2,23
1585013220,8,0,0,C2,16,513
1585013220,3,1,8000,C5,0,21
1585013220,8,0,8000,C8,0,3
1585013220,5,0,4500,C3,0,11
1585013220,3,0,8000,C8,0,2
1585013220,3,1,8000,C6,0,3
1585013220,8,1,8000,C5,0,74
1585013220,5,1,8000,C1,4,85
1585013220,5,0,2500,C1,5,522
1585013220,3,0,4500,C3,0,3
1585013220,8,0,2500,C1,17,208
1585013220,8,1,500,C8,1,586
1585013220,3,1,8000,C3,1,38
1585013220,5,1,500,C8,0,1
1585013220,8,1,2500,C8,4,1036
1585013220,3,0,2500,C1,4,27
1585013220,3,0,2500,C5,0,6
1585013220,8,1,8000,C8,1,136
1585013220,3,0,8000,C3,0,4
1585013220,8,0,500,C1,6,68
1585013220,8,0,8000,C5,0,1
1585013220,3,1,8000,C8,0,28
1585013220,5,0,500,C6,0,3
1585013220,3,0,0,C2,2,126
1585013220,8,1,4500,C1,43,2872
1585013220,3,0,500,C6,0,3
1585013220,5,1,8000,C3,1,10
1585013220,3,0,4500,C7,0,11
1585013220,8,1,8000,C6,0,7
1585013220,3,1,2500,C3,16,252
1585013220,5,1,4500,C1,4,578
1585013220,3,0,0,C8,0,1
1585013220,8,0,500,C6,11,90
1585013220,3,1,0,C5,0,24
1585013220,5,0,0,C2,0,2
1585013220,5,0,2500,C6,0,15
1585013220,8,1,2500,C3,35,1474
1585013220,8,1,2500,C6,3,9
1585013220,5,0,0,C3,0,2
1585013220,5,0,500,C1,4,188
1585013220,8,0,2500,C5,0,2
1585013220,8,0,8000,C7,0,105
1585013220,5,0,4500,C2,0,19
1585013220,3,1,500,C1,2,96
1585013220,3,0,2500,C2,7,77
1585013220,3,1,500,C3,3,124
1585013220,5,1,2500,C5,2,118
1585013220,8,0,4500,C8,2,95
1585013220,8,1,2500,C1,105,5069
1585013220,3,1,4500,C5,0,3
1585013220,8,1,500,C1,34,1069
1585013220,8,0,2500,C2,40,607
1585013220,8,0,4500,C6,33,993
1585013220,3,0,8000,C7,0,27
1585013220,5,1,4500,C8,0,38
1585013220,3,0,0,C1,0,5
1585013220,3,0,4500,C6,0,13
1585013220,5,0,500,C3,1,67
1585013220,8,0,0,C1,0,25
1585013220,8,0,500,C2,3,144
1585013220,8,0,4500,C2,3,272
