min,cdn,p2p,device,bitrate,isp,value,cnt
1584661800,5,0,C1,500,移动,0,24
1584661800,3,1,C1,2000,电信,8,643
1584661800,3,0,C1,0,小运营商,0,3
1584661800,3,1,C8,2000,未知,0,3
1584661800,5,1,C1,2000,移动,0,157
1584661800,3,1,C8,500,海外,0,10
1584661800,3,1,C1,500,移动,1,155
1584661800,5,0,C3,2000,联通,0,19
1584661800,5,1,C1,2000,未知,0,6
1584661800,3,0,C3,2000,联通,0,18
1584661800,3,0,C6,500,联通,0,8
1584661800,3,0,C2,0,电信,1,87
1584661800,3,1,C1,2000,海外,0,12
1584661800,3,0,C1,500,小运营商,1,9
1584661800,3,0,C2,2000,电信,0,21
1584661800,3,1,C5,2000,联通,0,55
1584661800,5,0,C6,2000,移动,0,3
1584661800,3,0,C3,2000,海外,0,1
1584661800,3,0,C5,2000,移动,0,3
1584661800,5,0,C1,0,联通,0,61
1584661800,5,0,C1,500,联通,0,45
1584661800,3,1,C5,500,移动,0,9
1584661800,5,1,C1,2000,电信,4,138
1584661800,3,1,C8,2000,海外,0,12
1584661800,3,0,C3,500,电信,0,2
1584661800,3,0,C7,500,电信,0,6
1584661800,5,0,C3,500,移动,0,6
1584661800,3,0,C2,500,联通,0,3
1584661800,3,0,C6,500,移动,0,3
1584661800,5,1,C1,500,联通,0,39
1584661800,3,0,C8,500,移动,0,3
1584661800,3,0,C2,500,海外,0,3
1584661800,3,1,C5,500,电信,0,21
1584661800,3,1,C6,500,电信,0,6
1584661800,3,1,C8,2000,小运营商,0,9
1584661800,3,0,C2,500,电信,0,3
1584661800,5,0,C1,500,电信,0,6
1584661800,3,0,C2,0,移动,0,43
1584661800,5,0,C1,0,电信,2,12
1584661800,3,1,C3,2000,电信,6,356
1584661800,3,1,C3,2000,未知,0,6
1584661800,5,1,C3,500,移动,0,38
1584661800,5,1,C1,2000,联通,0,129
1584661800,3,1,C5,2000,电信,3,98
1584661800,5,1,C5,2000,电信,0,6
1584661800,5,0,C6,2000,联通,0,4
1584661800,3,1,C3,500,移动,1,102
1584661800,5,1,C3,2000,小运营商,3,11
1584661800,3,1,C8,500,电信,0,68
1584661800,3,1,C8,2000,电信,0,397
1584661800,3,0,C7,2000,电信,0,6
1584661800,3,1,C8,500,联通,0,60
1584661800,5,1,C1,500,电信,0,44
1584661800,5,1,C8,500,小运营商,0,3
1584661800,5,0,C2,500,移动,0,6
1584661800,3,1,C8,2000,阿里云,0,3
1584661800,3,1,C1,500,海外,0,3
1584661800,3,0,C1,0,海外,0,3
1584661800,5,0,C6,2000,电信,0,4
1584661800,5,1,C8,500,移动,0,3
1584661800,3,0,C8,500,电信,4,7
1584661800,5,0,C1,0,移动,0,15
1584661800,3,1,C3,500,海外,1,3
1584661800,5,1,C1,500,小运营商,0,3
1584661800,5,0,C2,0,联通,0,9
1584661800,3,1,C3,500,联通,1,71
1584661800,3,0,C3,500,联通,0,3
1584661800,3,1,C3,2000,联通,4,201
1584661800,5,1,C1,500,移动,0,45
1584661800,3,0,C8,2000,移动,0,4
1584661800,5,0,C1,2000,联通,0,12
1584661800,5,1,C3,2000,联通,1,74
1584661800,3,1,C3,500,电信,0,95
1584661800,3,0,C5,2000,电信,0,6
1584661800,5,0,C2,500,电信,3,3
1584661800,3,0,C1,500,电信,0,9
