min,cdn,p2p,bitrate,device,value,cnt
1581836820,6,1,0,C3,0,1
1581836820,3,1,500,C4,0,33
1581836820,5,0,8000,C1,0,9
1581836820,5,1,0,C3,0,17
1581836820,3,0,4500,C2,30,1352
1581836820,5,0,0,C3,0,1
1581836820,5,1,4500,C8,1,513
1581836820,5,1,0,C4,12,12
1581836820,3,0,8000,C7,5,771
1581836820,5,0,4500,C2,5,161
1581836820,6,1,0,C5,0,1
1581836820,5,0,500,C5,2,12
1581836820,5,0,0,C2,5,278
1581836820,3,1,4500,C5,13,557
1581836820,5,0,4500,C1,8,377
1581836820,3,0,8000,C1,7,19
1581836820,5,0,8000,C6,5,556
1581836820,5,1,8000,C5,5,172
1581836820,3,1,8000,C8,5,2071
1581836820,3,0,0,C2,49,3119
1581836820,3,1,2500,C8,22,6632
1581836820,3,0,0,C3,0,1
1581836820,3,1,500,C6,0,3
1581836820,5,0,4500,C3,6,222
1581836820,3,0,2500,C1,100,2768
1581836820,255,0,4294967,C1,0,2
1581836820,3,1,0,C2,0,3
1581836820,5,0,500,C1,52,2768
1581836820,5,1,2500,C6,0,3
1581836820,3,0,4500,C3,12,243
1581836820,3,1,0,C8,0,3
1581836820,3,0,2500,C7,0,193
1581836820,5,0,8000,C2,0,12
1581836820,3,1,8000,C1,78,3757
1581836820,3,0,2500,C3,22,455
1581836820,3,0,2500,C6,9,717
1581836820,3,0,-1,C2,0,2
1581836820,3,1,0,C9,0,3
1581836820,5,0,500,C2,9,78
1581836820,3,0,500,C2,31,572
1581836820,3,0,0,C8,1,16
1581836820,5,0,4500,C8,0,37
1581836820,5,1,8000,C8,0,189
1581836820,3,0,8000,C8,0,52
1581836820,3,1,0,C5,0,3
1581836820,6,0,2500,C2,0,1
1581836820,3,0,500,C7,3,210
1581836820,5,0,8000,C3,2,38
1581836820,5,1,500,C6,0,3
1581836820,3,0,2500,C2,180,2507
1581836820,5,0,2500,C2,8,214
1581836820,5,0,2500,C1,62,6740
1581836820,255,1,4500,C3,0,1
1581836820,3,0,4500,C8,4,707
1581836820,5,0,8000,C7,0,18
1581836820,3,1,500,C1,268,16308
1581836820,3,0,8000,C3,4,90
1581836820,3,0,4500,C7,4,260
1581836820,5,0,500,C6,0,41
1581836820,5,1,2500,C1,204,11700
1581836820,3,0,8000,C5,0,10
1581836820,3,1,4500,C3,368,17371
1581836820,3,1,0,C3,3,47
1581836820,5,1,4500,C5,0,99
1581836820,3,1,8000,C3,15,977
1581836820,255,2,0,C8,0,16
1581836820,3,1,2500,C9,0,3
1581836820,5,1,0,C5,0,3
1581836820,5,0,2500,C6,0,60
1581836820,5,1,500,C1,82,3950
1581836820,3,1,2500,C2,0,9
1581836820,3,1,2500,C1,869,55154
1581836820,7,1,0,C5,0,1
1581836820,8,1,0,C5,0,1
1581836820,255,1,500,C3,0,3
1581836820,4,1,0,C1,1,3
1581836820,3,0,500,C1,45,1312
1581836820,3,0,500,C8,1,126
1581836820,3,1,2500,C6,1,25
1581836820,5,1,500,C5,2,43
1581836820,7,1,2500,C3,0,1
1581836820,5,1,8000,C1,18,859
1581836820,5,1,2500,C8,0,192
1581836820,5,1,4500,C1,125,8898
1581836820,3,0,4500,C5,0,6
1581836820,3,1,8000,C6,0,57
1581836820,3,1,2500,C3,302,15847
1581836820,3,1,500,C8,6,2155
1581836820,5,1,8000,C3,3,246
1581836820,5,0,0,C1,3,118
1581836820,3,0,0,C1,5,124
1581836820,3,1,4500,C6,5,195
1581836820,5,0,500,C3,7,673
1581836820,3,0,2500,C8,5,252
1581836820,3,0,8000,C2,1,189
1581836820,3,1,4500,C2,0,6
1581836820,5,0,8000,C8,0,13
1581836820,5,0,2500,C8,0,28
1581836820,5,1,500,C8,0,87
1581836820,255,0,0,C3,0,1
1581836820,6,1,2500,C3,0,1
1581836820,5,0,2500,C5,0,18
1581836820,5,1,4500,C6,0,9
1581836820,3,0,500,C3,6,227
1581836820,5,1,500,C4,0,9
1581836820,3,0,500,C5,4,64
1581836820,3,0,4500,C1,28,1227
1581836820,3,0,2500,C5,3,83
1581836820,5,0,2500,C3,22,2254
1581836820,4,1,2500,C3,1,1
1581836820,3,1,8000,C5,14,1156
1581836820,3,1,500,C3,116,5060
1581836820,5,0,4500,C6,0,217
1581836820,5,1,2500,C5,8,503
1581836820,3,1,4500,C1,448,36660
1581836820,3,0,500,C6,5,288
1581836820,3,1,4500,C8,71,28871
1581836820,5,0,-1,C2,0,1
1581836820,3,0,8000,C6,15,1712
1581836820,3,1,500,C5,16,381
1581836820,5,1,2500,C3,101,4316
1581836820,255,1,2500,C3,0,1
1581836820,3,1,2500,C5,49,4866
1581836820,5,1,4500,C3,119,4202
1581836820,5,0,500,C8,0,15
1581836820,3,0,4500,C6,89,8153
1581836820,3,0,500,C4,0,6
1581836820,5,1,500,C3,61,1612
1581836880,5,1,500,C3,41,1606
1581836880,3,0,8000,C1,4,17
