min,cdn,bitrate,p2p,value,cnt
1570334220,7,1200,0,0,11
1570334220,3,1200,1,0,125
1570334220,7,4000,0,2,75
1570334220,5,0,0,0,5
1570334220,8,4000,0,0,1
1570334220,6,0,1,0,3
1570334220,3,1200,0,0,30
1570334220,5,12000,1,446,7645
1570334220,6,10000,1,0,1
1570334220,7,500,0,4,13
1570334220,5,4000,1,138,5442
1570334220,7,1200,1,2,88
1570334220,7,2000,1,5,146
1570334220,7,2000,0,10,66
1570334220,6,4000,0,0,2
1570334220,5,0,1,0,10
1570334220,255,0,2,0,39
1570334220,3,0,0,0,1
1570334220,5,-1,0,0,4
1570334220,7,12000,1,9,200
1570334220,7,12000,0,12,22
1570334220,7,4000,1,5,154
1570334220,5,2000,0,230,4904
1570334220,255,4294967,0,0,4
1570334220,7,0,0,6,6
1570334220,3,0,1,0,3
1570334220,5,4000,0,191,4572
1570334220,3,4000,1,12,272
1570334220,5,2000,1,608,28427
1570334220,3,12000,1,43,542
1570334220,3,2000,1,3,218
1570334220,5,8000,0,0,2
1570334220,3,500,0,1,29
1570334220,6,2000,0,0,1
1570334220,3,500,1,0,37
1570334220,5,500,1,46,2727
1570334220,3,2000,0,1,133
1570334220,5,500,0,8,450
1570334220,5,1200,1,116,4764
1570334220,3,12000,0,6,201
1570334220,8,0,1,0,1
1570334220,5,10000,1,0,1
1570334220,3,4000,0,10,175
1570334220,5,12000,0,15,1077
1570334220,3,-1,0,0,1
1570334220,7,500,1,0,32
1570334220,7,0,1,0,3
1570334220,5,1200,0,31,1226
1570334280,7,4000,1,10,144
1570334280,7,1200,0,0,13
1570334280,255,4294967,0,0,3
1570334280,7,500,1,0,33
1570334280,3,0,1,0,3
1570334280,5,500,0,121,467
1570334280,3,1200,1,1,123
1570334280,6,2000,0,0,4
1570334280,3,12000,0,7,199
1570334280,7,1200,1,3,81
1570334280,5,2000,0,1529,5035
1570334280,6,4000,0,0,2
1570334280,7,2000,0,23,72
1570334280,5,4000,0,1133,4570
1570334280,5,500,1,62,2713
1570334280,7,0,0,6,6
1570334280,3,2000,1,7,211
1570334280,7,0,1,0,6
1570334280,3,500,1,0,41
1570334280,3,12000,1,31,520
1570334280,5,8000,0,0,2
1570334280,3,500,0,9,28
1570334280,5,12000,0,10,1076
1570334280,8,2000,1,0,1
1570334280,255,0,0,0,1
1570334280,4,0,1,0,1
1570334280,3,2000,0,36,143
1570334280,3,4000,0,45,168
1570334280,5,1200,1,118,4775
1570334280,7,4000,0,16,70
1570334280,3,0,0,0,3
1570334280,7,12000,1,17,216
1570334280,5,1200,0,46,1202
1570334280,5,0,0,0,3
1570334280,5,-1,0,0,9
1570334280,7,12000,0,15,25
1570334280,5,4000,1,134,5352
1570334280,255,0,2,1,37
1570334280,5,2000,1,649,28918
1570334280,3,4000,1,9,249
1570334280,5,0,1,1,9
