min,cdn,p2p,bitrate,device,value,cnt
1585053120,3,0,10000,C5,0,3
1585053120,3,1,2500,C6,0,4
1585053120,5,1,500,C1,8,366
1585053120,3,0,4500,C2,4,80
1585053120,3,1,500,C1,2,73
1585053120,3,0,2500,C7,0,37
1585053120,3,0,10000,C8,0,64
1585053120,3,0,-1,C2,0,3
1585053120,3,1,2500,C8,1,101
1585053120,3,0,2500,C3,2,15
1585053120,3,0,2500,C1,11,76
1585053120,5,0,4500,C3,1,55
1585053120,5,0,10000,C2,9,12
1585053120,5,1,2500,C1,59,2383
1585053120,3,1,4500,C1,28,536
1585053120,3,0,500,C6,0,19
1585053120,5,0,4500,C7,0,3
1585053120,5,1,500,C8,0,119
1585053120,3,0,10000,C7,9,190
1585053120,5,1,500,C3,21,190
1585053120,5,0,500,C2,2,18
1585053120,3,0,500,C3,0,3
1585053120,4,1,0,C1,0,1
1585053120,255,0,4294967,C1,0,1
1585053120,3,0,2500,C6,0,65
1585053120,5,0,0,C2,247,301
1585053120,5,0,4500,C6,10,577
1585053120,3,1,10000,C3,14,172
1585053120,3,0,2500,C8,0,9
1585053120,5,0,500,C7,0,3
1585053120,5,1,4500,C6,0,10
1585053120,3,0,0,C2,26,551
1585053120,255,2,0,C8,0,38
1585053120,3,1,2500,C3,15,334
1585053120,5,0,10000,C8,11,22
1585053120,5,0,0,C1,71,92
1585053120,5,1,2500,C8,7,1249
1585053120,5,0,500,C6,0,19
1585053120,3,0,10000,C2,0,35
1585053120,5,0,500,C1,1,94
1585053120,3,1,4500,C5,1,85
1585053120,3,0,4500,C3,0,9
1585053120,255,0,-1,C5,0,1
1585053120,3,1,10000,C8,3,419
1585053120,5,0,2500,C7,0,1
1585053120,3,0,500,C1,0,9
1585053120,5,1,10000,C6,11,17
1585053120,5,1,500,C5,1,39
1585053120,5,1,10000,C3,24,716
1585053120,5,0,500,C3,2,19
1585053120,5,1,4500,C3,119,1612
1585053120,5,0,10000,C1,3,3
1585053120,3,1,8000,C1,0,3
1585053120,5,0,2500,C3,2,165
1585053120,5,0,0,C8,1,2
1585053120,5,0,2500,C6,9,147
1585053120,3,0,4500,C1,2,37
1585053120,3,1,4500,C8,3,389
1585053120,3,0,4500,C6,4,133
1585053120,3,1,500,C3,0,53
1585053120,5,1,2500,C5,13,673
1585053120,3,0,500,C7,0,9
1585053120,5,1,10000,C5,28,434
1585053120,3,0,4500,C7,0,50
1585053120,3,0,500,C5,0,3
1585053120,5,0,4500,C2,9,258
1585053120,5,1,4500,C1,55,1938
1585053120,3,1,10000,C6,0,25
1585053120,5,0,2500,C2,16,225
1585053120,5,0,2500,C1,8,362
1585053120,5,0,2500,C5,0,15
1585053120,3,0,0,C1,0,13
1585053120,5,1,10000,C1,38,1427
1585053120,5,0,10000,C6,320,1175
1585053120,5,1,4500,C5,4,164
1585053120,5,0,2500,C8,0,48
1585053120,5,0,4500,C8,1,87
1585053120,3,1,2500,C5,3,136
1585053120,3,1,4500,C3,13,351
1585053120,5,0,500,C5,0,15
1585053120,5,0,500,C8,0,15
1585053120,3,1,0,C5,0,4
1585053120,5,1,10000,C8,4,2122
1585053120,3,1,500,C8,0,8
1585053120,3,0,10000,C6,4,1057
1585053120,5,1,4500,C8,6,3198
1585053120,5,0,10000,C7,0,7
1585053120,5,0,10000,C3,6,13
1585053120,3,1,10000,C1,28,398
