min,cdn,bitrate,p2p,device,isp,value,cnt
1590821160,3,4000,1,pc_exe,教育网,2,6
1590821160,15,500,0,webh5,电信,0,5
1590821160,6,4000,0,ios,电信,6,80
1590821160,8,4000,1,pc_exe,小运营商,0,41
1590821160,5,500,0,adr,小运营商,0,3
1590821160,15,8000,1,ios,电信,4,54
1590821160,7,8000,1,ipad,教育网,0,3
1590821160,3,2000,0,web,教育网,0,3
1590821160,5,4000,1,ipad,小运营商,0,31
1590821160,15,8000,0,pc_exe,教育网,1,3
1590821160,6,500,1,ios,移动,46,698
1590821160,6,4000,0,adr_tv,电信,27,1100
1590821160,5,0,0,ios,电信,0,5
1590821160,3,2000,0,adr_tv,小运营商,0,38
1590821160,6,2000,0,adr_tv,电信,19,927
1590821160,6,4000,1,pc_exe,教育网,2,21
1590821160,5,2000,1,ipad,小运营商,1,249
1590821160,6,0,1,ios,联通,10,156
1590821160,6,4000,0,adr_tv,海外,0,15
1590821160,3,8000,1,ipad,联通,0,229
1590821160,7,8000,0,pc_exe,移动,4,2032
1590821160,5,2000,0,ipad,联通,0,45
1590821160,13,4000,1,ios,移动,4,154
1590821160,13,8000,1,webh5,电信,0,113
1590821160,8,8000,1,ios,教育网,0,3
1590821160,255,2000,1,ios,小运营商,0,1
1590821160,5,4000,0,ipad,电信,0,3
1590821160,6,4000,1,webh5,未知,0,26
1590821160,7,8000,1,adr,小运营商,0,36
1590821160,5,0,0,adr_tv,海外,0,18
1590821160,6,0,1,adr_tv,电信,0,3
1590821160,3,2000,0,web,移动,0,45
1590821160,6,500,1,ios,教育网,2,7
1590821160,5,2000,1,ios,电信,79,2893
1590821160,3,500,0,ios,联通,3,60
1590821160,4,2000,1,ios,电信,2,6
1590821160,3,4000,0,adr_tv,移动,7,404
1590821160,3,500,1,webh5,小运营商,0,89
1590821160,8,500,1,adr,海外,2,13
1590821160,15,500,1,ios,联通,4,117
1590821160,15,500,1,pc_exe,电信,1,15
1590821160,8,2000,0,ios,电信,3,38
1590821160,13,500,0,pc_exe,联通,0,6
1590821160,3,500,0,gamelive,联通,0,3
1590821160,7,4000,0,ios,电信,10,32
1590821160,8,8000,0,web,移动,0,33
1590821160,15,500,0,ipad,电信,0,6
1590821160,7,500,1,ios,移动,36,657
1590821160,5,4000,1,ios,联通,48,2052
1590821160,8,4000,0,adr_tv,电信,4,214
1590821160,7,2000,0,adr_tv,电信,13,713
1590821160,7,4000,1,pc_exe,教育网,0,9
1590821160,5,2000,0,pc_exe,教育网,0,5
1590821160,13,2000,1,ipad,教育网,0,3
1590821160,6,2000,1,webh5,未知,0,8
1590821160,3,500,0,pc_exe,联通,0,29
1590821160,5,0,0,adr_tv,电信,7,647
1590821160,15,8000,1,ipad,小运营商,0,3
1590821160,13,500,1,ipad,联通,0,9
1590821160,6,500,1,adr,海外,13,67
1590821160,3,8000,0,ios,电信,1,7
1590821160,3,500,1,webh5,电信,1,826
1590821160,6,2000,0,ios,电信,6,98
1590821160,5,500,0,adr,海外,0,5
1590821160,6,8000,0,web,移动,0,14
1590821160,5,500,0,ios,移动,0,47
1590821160,8,2000,0,pc_exe,联通,0,103
1590821160,7,4000,0,pc_exe,联通,12,3109
1590821160,3,0,0,adr,联通,0,43
1590821160,7,500,0,adr_tv,移动,0,28
1590821160,7,2000,0,adr,移动,6,302
1590821160,6,500,1,adr,小运营商,2,94
1590821160,8,0,1,ios,小运营商,0,12
1590821160,8,4000,0,adr,移动,0,63
1590821160,13,500,1,webh5,小运营商,0,2
1590821160,7,500,0,adr_tv,小运营商,0,6
1590821160,13,8000,0,pc_exe,联通,0,92
1590821160,5,4000,1,pc_exe,小运营商,0,3
1590821160,6,4000,1,ipad,电信,2,277
1590821160,7,4000,1,webh5,联通,14,11932
1590821160,7,4000,0,ios,海外,0,1
1590821160,7,500,0,ipad,移动,0,3
1590821160,13,500,1,ipad,电信,0,15
1590821160,6,2000,1,pc_exe,小运营商,0,24
1590821160,15,2000,0,adr,联通,1,52
1590821160,8,2000,1,webh5,联通,1,472
1590821160,13,0,0,ios,移动,1,1
1590821160,15,8000,1,ios,联通,1,22
1590821160,8,8000,1,adr,海外,0,3
1590821160,8,500,1,adr,电信,7,528
1590821160,13,4000,1,adr,小运营商,0,12
1590821160,7,4000,0,pc_exe,小运营商,0,403
1590821160,6,2000,1,ios,未知,0,3
1590821160,3,2000,0,ipad,移动,1,69
1590821160,3,4000,1,adr,电信,60,4895
1590821160,5,8000,1,ipad,移动,0,169
