min,cdn,bitrate,p2p,device,isp,value,cnt
1590824100,15,2000,0,ipad,联通,0,6
1590824100,4,0,1,ios,教育网,0,1
1590824100,6,4000,1,adr_test,电信,0,6
1590824100,5,500,1,adr,海外,2,127
1590824100,15,2000,1,pc_exe,移动,1,42
1590824100,8,8000,1,pc_exe,电信,6,589
1590824100,8,0,0,adr_tv,联通,15,827
1590824100,6,4000,0,web,小运营商,2,16
1590824100,8,500,1,adr,小运营商,10,193
1590824100,6,4000,0,webh5,电信,16,2621
1590824100,3,4000,0,ios,移动,6,113
1590824100,7,500,1,webh5,电信,4,1115
1590824100,3,500,1,pc_exe,联通,0,11
1590824100,3,8000,0,ipad,海外,0,3
1590824100,6,8000,0,pc_exe,海外,0,67
1590824100,6,4000,0,pc_exe,教育网,1,85
1590824100,7,2000,1,pc_exe,联通,4,190
1590824100,7,2000,1,ios,联通,155,4479
1590824100,15,2000,1,pc_exe,小运营商,2,5
1590824100,13,2000,0,webh5,阿里云,0,3
1590824100,6,2000,1,ipad,未知,0,3
1590824100,5,2000,1,adr,阿里云,0,3
1590824100,8,500,1,ios,教育网,0,15
1590824100,3,500,0,ipad,小运营商,0,6
1590824100,8,0,0,adr_tv,电信,25,1961
1590824100,5,8000,0,ios,移动,1,35
1590824100,3,2000,1,adr,移动,447,28210
1590824100,13,500,1,adr,教育网,0,3
1590824100,7,4000,1,ios,电信,301,8586
1590824100,6,8000,1,webh5,移动,2,4413
1590824100,7,2000,0,adr,电信,36,692
1590824100,255,0,1,adr,电信,4,28
1590824100,6,500,1,adr,联通,128,5446
1590824100,8,2000,0,adr_tv,移动,25,524
1590824100,7,4000,0,adr,联通,11,180
1590824100,3,500,1,ipad,移动,3,137
1590824100,6,500,0,ios,电信,22,215
1590824100,6,500,1,gamelive,电信,18,32
1590824100,13,8000,1,webh5,海外,0,19
1590824100,15,500,1,webh5,联通,0,34
1590824100,13,4000,0,pc_exe,联通,2,383
1590824100,7,0,0,webh5,电信,0,3
1590824100,7,8000,0,web,电信,3,30
1590824100,5,8000,1,ios,未知,0,2
1590824100,15,0,0,adr_tv,移动,3,132
1590824100,13,8000,0,ios,电信,0,6
1590824100,13,500,1,webh5,移动,0,46
1590824100,13,8000,1,ipad,联通,2,102
1590824100,13,8000,1,adr,联通,11,814
1590824100,7,8000,1,pc_exe,电信,10,1009
1590824100,5,4000,0,pc_exe,移动,0,400
1590824100,7,0,0,adr_tv,联通,1,182
1590824100,6,4000,0,webh5,未知,0,1
1590824100,6,4000,0,adr,小运营商,2,46
1590824100,8,4000,1,adr,海外,2,71
1590824100,7,500,1,adr,小运营商,2,158
1590824100,15,4000,1,ios,移动,57,1799
1590824100,8,4000,0,ipad,联通,0,3
1590824100,5,0,0,adr,海外,0,3
1590824100,8,8000,1,ipad,移动,0,161
1590824100,8,2000,0,web,电信,0,94
1590824100,8,4000,1,webh5,阿里云,0,6
1590824100,4,0,1,adr,移动,1,3
1590824100,7,2000,1,ipad,移动,30,1257
1590824100,8,2000,1,ipad,移动,10,1050
1590824100,15,8000,0,adr_tv,电信,0,6
1590824100,6,4000,0,adr,移动,33,711
1590824100,7,4000,1,webh5,阿里云,0,16
1590824100,7,500,1,adr,移动,142,6210
1590824100,7,2000,0,ipad,小运营商,0,1
1590824100,3,0,1,ios,海外,2,129
1590824100,3,4000,0,adr,教育网,0,3
1590824100,13,2000,1,ipad,联通,5,368
1590824100,7,2000,1,pc_exe,电信,7,467
1590824100,7,2000,0,web,电信,0,6
1590824100,5,4000,1,ios,教育网,0,20
1590824100,8,4000,0,pc_exe,未知,0,9
1590824100,13,500,0,pc_exe,海外,0,5
1590824100,8,500,0,ipad,海外,0,3
1590824100,8,8000,1,pc_exe,联通,1,195
1590824100,8,2000,0,adr,电信,33,789
1590824100,5,4000,1,adr,小运营商,15,1011
1590824100,13,4000,1,adr,电信,126,11726
1590824100,6,4000,0,adr_tv,电信,98,1854
1590824100,13,4000,0,ios,联通,2,60
1590824100,7,0,0,adr,移动,4,330
1590824100,255,4000,0,ios,移动,0,1
1590824100,7,500,0,pc_exe,移动,3,237
1590824100,3,500,0,webh5,联通,0,37
1590824100,8,4000,1,ipad,电信,6,125
1590824100,3,8000,0,pc_exe,移动,2,1926
1590824100,5,0,0,adr_tv,海外,0,9
1590824100,5,500,1,webh5,阿里云,0,3
1590824100,8,2000,0,pc_exe,小运营商,0,45
1590824100,6,2000,1,ios,小运营商,19,666
1590824100,0,0,0,adr,电信,0,3
1590824100,8,2000,1,webh5,小运营商,0,303
1590824100,15,8000,0,pc_exe,教育网,0,12
1590824100,6,4000,1,pc_exe,移动,60,1656
1590824100,8,500,1,gamelive,联通,0,3
1590824100,6,0,0,adr,联通,2,435
1590824100,8,2000,0,webh5,教育网,0,8
1590824100,15,2000,1,ipad,海外,2,106
1590824100,3,4000,0,ios,小运营商,0,3
1590824100,6,4000,0,web,移动,0,47
1590824100,6,500,1,gamelive,移动,3,3
1590824100,6,8000,1,ios,小运营商,0,33
1590824100,8,2000,1,ipad,教育网,0,27
1590824100,13,500,1,ios,移动,33,1119
1590824100,13,2000,0,ipad,电信,1,16
1590824100,8,500,1,webh5,电信,4,1440
1590824100,15,8000,1,ipad,海外,0,33
1590824100,15,500,0,pc_exe,联通,2,20
1590824100,13,2000,0,adr_tv,海外,0,5
1590824100,15,4000,1,webh5,移动,1,3876
1590824100,8,2000,1,ios,联通,70,2701
1590824100,255,500,1,ios,联通,0,7
1590824100,15,500,1,ios,海外,5,83
1590824100,15,4000,0,pc_exe,海外,0,25
1590824100,8,8000,1,ios,联通,17,357
1590824100,13,2000,0,adr,海外,0,6
1590824100,3,2000,1,webh5,未知,0,6
1590824100,15,2000,0,webh5,电信,5,1425
1590824100,13,0,0,webh5,移动,0,3
1590824100,15,500,1,adr,电信,35,2050
1590824100,7,8000,0,adr_tv,移动,0,69
1590824100,15,500,0,ios,联通,16,316
1590824100,13,2000,0,adr_tv,小运营商,0,7
1590824100,6,8000,1,adr,教育网,0,13
1590824100,13,2000,1,ipad,阿里云,0,3
1590824100,13,500,1,ios,小运营商,0,29
1590824100,5,2000,1,pc_exe,海外,2,2
1590824100,3,500,1,pc_exe,电信,3,36
1590824100,3,0,0,ios,联通,1,34
1590824100,3,8000,1,adr,小运营商,8,228
1590824100,5,2000,0,ios,小运营商,0,14
1590824100,7,2000,0,webh5,教育网,0,14
1590824100,6,500,1,ipad,阿里云,0,3
1590824100,7,2000,1,webh5,小运营商,0,165
1590824100,15,2000,0,adr,小运营商,0,15
1590824100,3,4000,1,ios,未知,0,1
1590824100,13,4000,1,webh5,教育网,0,159
1590824100,7,4000,0,web,联通,0,27
1590824100,7,8000,0,webh5,联通,0,19
1590824100,8,0,0,adr,小运营商,0,6
1590824100,5,0,0,ipad,电信,0,1
1590824100,3,2000,1,ios,教育网,4,39
1590824100,8,2000,0,webh5,联通,1,257
1590824100,7,2000,0,pc_exe,小运营商,1,135
1590824100,5,8000,0,webh5,移动,0,49
1590824100,5,500,0,adr,联通,112,6653
1590824100,13,4000,1,ios,海外,1,87
1590824100,6,8000,1,ios,移动,57,1473
1590824100,3,8000,1,webh5,电信,8,8577
1590824100,7,2000,0,ios,海外,4,19
1590824100,8,4000,0,webh5,海外,0,17
1590824100,5,500,1,ios,电信,113,2551
1590824100,5,0,1,gamelive,电信,18,18
1590824100,5,8000,1,adr,电信,32,3133
1590824100,3,2000,1,adr,联通,248,13113
1590824100,13,2000,0,pc_exe,移动,3,105
1590824100,5,500,1,ipad,电信,6,202
1590824100,3,2000,0,webh5,小运营商,1,66
1590824100,3,8000,1,adr,移动,58,3306
1590824100,15,4000,0,web,电信,0,3
1590824100,7,4000,1,ios,阿里云,0,2
1590824100,4,500,1,ios,电信,2,5
1590824100,5,4000,0,ios,电信,21,142
1590824100,5,4000,1,adr,联通,112,8133
1590824100,7,8000,1,ios,移动,25,646
1590824100,6,2000,0,ios,海外,1,30
1590824100,8,500,1,webh5,海外,0,99
1590824100,13,2500,1,ipad,联通,0,3
1590824100,6,500,1,ipad,联通,1,88
1590824100,3,4000,1,pc_exe,海外,3,20
1590824100,8,0,1,ios,电信,32,855
1590824100,5,2000,0,ios,移动,30,664
1590824100,5,2000,0,pc_exe,联通,0,127
1590824100,8,8000,1,ios,小运营商,0,15
1590824100,7,2000,1,ios,小运营商,18,450
1590824100,3,4000,0,webh5,移动,0,280
1590824100,6,8000,0,webh5,联通,0,104
1590824100,6,4000,0,web,联通,0,56
1590824100,6,2000,1,webh5,移动,15,9268
1590824100,13,500,0,adr,电信,4,136
1590824100,7,4500,1,ipad,移动,0,3
1590824100,6,4000,1,ipad,海外,0,52
1590824100,7,4000,0,adr_tv,电信,9,421
1590824100,8,500,0,adr_tv,海外,0,6
1590824100,15,2000,1,adr,海外,3,171
1590824100,8,8000,0,adr_tv,移动,0,15
1590824100,13,2000,1,webh5,电信,3,824
1590824100,8,500,0,ipad,电信,0,4
1590824100,8,2000,1,ios,移动,166,6340
1590824100,8,0,0,adr,联通,0,158
1590824100,13,500,1,ios,联通,19,541
1590824100,7,8000,1,pc_exe,联通,2,396
1590824100,5,500,0,adr,移动,25,1117
1590824100,7,500,0,ipad,海外,0,2
1590824100,8,500,0,web,海外,1,5
1590824100,3,4000,1,adr,阿里云,0,3
1590824100,5,500,0,pc_exe,教育网,0,3
1590824100,6,8000,0,webh5,教育网,0,5
1590824100,8,4000,0,webh5,电信,0,332
1590824100,13,4000,0,ios,移动,4,99
1590824100,8,500,1,gamelive,电信,4,12
1590824100,8,4000,1,pc_exe,移动,11,345
1590824100,3,8000,1,webh5,海外,1,253
1590824100,7,2000,0,adr_tv,移动,21,242
1590824100,8,4000,0,web,小运营商,0,1
1590824100,8,4000,0,adr,联通,4,107
1590824100,15,8000,1,ios,电信,11,550
1590824100,13,0,0,adr_tv,小运营商,0,3
1590824100,15,500,0,webh5,移动,0,4
1590824100,15,0,1,ios,小运营商,0,48
1590824100,7,500,0,pc_exe,小运营商,0,41
1590824100,6,4000,0,adr,联通,5,331
1590824100,6,2000,1,ipad,教育网,2,89
1590824100,5,2000,0,ipad,移动,0,30
1590824100,7,4000,0,ipad,联通,0,6
1590824100,13,4000,1,ipad,小运营商,1,27
1590824100,3,4000,1,ios,海外,20,430
1590824100,8,8000,1,webh5,小运营商,1,138
1590824100,13,4000,1,pc_exe,小运营商,1,39
1590824100,3,8000,0,ipad,电信,0,3
1590824100,7,0,0,adr_tv,电信,7,474
1590824100,7,8000,0,pc_exe,小运营商,2,233
1590824100,13,4000,0,pc_exe,电信,4,880
1590824100,6,8000,0,adr,电信,0,6
1590824100,15,4000,0,adr_tv,移动,2,149
1590824100,6,8000,1,ios,联通,29,1099
1590824100,6,0,0,adr,小运营商,1,33
1590824100,7,4000,0,adr_tv,联通,6,157
1590824100,13,500,0,webh5,联通,0,8
1590824100,3,-1,0,adr_tv,移动,0,1
1590824100,15,8000,1,pc_exe,移动,1,237
1590824100,7,500,1,adr,联通,52,2405
1590824100,7,8000,1,webh5,移动,1,1000
1590824100,7,500,0,ios,电信,10,135
1590824100,15,2000,1,ipad,电信,12,896
1590824100,15,500,0,ios,移动,10,80
1590824100,6,500,1,webh5,未知,0,5
1590824100,8,500,0,adr,海外,1,13
1590824100,5,4000,0,pc_exe,小运营商,0,60
1590824100,6,2000,0,ipad,小运营商,0,11
1590824100,255,2000,0,ios,电信,0,6
1590824100,13,4000,0,webh5,移动,1,153
1590824100,13,2000,0,ipad,海外,0,10
1590824100,13,2000,1,adr,联通,49,2680
1590824100,3,500,0,adr_tv,移动,0,12
1590824100,13,0,0,ios,移动,0,12
1590824100,6,2000,1,pc_exe,电信,28,585
1590824100,8,8000,0,web,电信,3,159
1590824100,8,0,0,webh5,电信,0,6
1590824100,3,0,0,ios,移动,0,15
1590824100,8,2000,0,pc_exe,海外,0,24
1590824100,6,0,0,webh5,电信,0,16
1590824100,13,2000,0,ios,电信,1,47
1590824100,13,4000,0,adr,教育网,0,3
1590824100,7,4000,0,pc_exe,未知,0,3
1590824100,5,8000,0,ios,联通,12,596
1590824100,3,2000,0,ios,电信,28,318
1590824100,5,500,0,adr_tv,联通,0,13
1590824100,7,4000,0,adr,移动,6,316
1590824100,6,500,1,adr,移动,228,14472
1590824100,15,2000,0,webh5,海外,0,51
1590824100,6,2000,1,ipad,移动,57,4106
1590824100,8,4000,0,adr,小运营商,0,18
1590824100,7,4000,0,pc_exe,教育网,0,39
1590824100,7,8000,0,pc_exe,海外,0,52
1590824100,8,500,1,adr,移动,80,6115
1590824100,3,4000,0,pc_exe,联通,9,1262
1590824100,5,8000,1,webh5,教育网,0,25
1590824100,15,4000,0,webh5,联通,1,65
1590824100,13,0,1,ios,海外,0,36
1590824100,3,8000,1,ipad,联通,2,665
1590824100,13,500,0,adr_tv,移动,0,3
1590824100,6,8000,0,web,电信,0,150
1590824100,7,8000,1,adr,教育网,0,6
1590824100,5,500,0,adr_tv,电信,0,5
1590824100,6,8000,0,adr_tv,移动,2,42
1590824100,8,2000,1,webh5,移动,4,1950
1590824100,255,0,1,ios,海外,0,1
1590824100,15,4000,1,ios,联通,26,1296
1590824100,5,4000,1,webh5,电信,8,4335
1590824100,15,2000,0,webh5,小运营商,0,62
1590824100,7,4000,1,adr,海外,13,84
1590824100,13,500,0,web,电信,0,13
1590824100,8,8000,1,ipad,未知,0,3
1590824100,6,2000,1,pc_exe,联通,5,222
1590824100,13,2000,1,adr,小运营商,6,451
1590824100,8,4000,1,adr,未知,0,3
1590824100,15,2000,0,adr_tv,电信,1,138
1590824100,5,2000,1,ios,海外,16,369
1590824100,6,4000,1,ios,电信,432,13323
1590824100,8,2000,1,adr,教育网,3,173
1590824100,15,8000,1,pc_exe,小运营商,0,11
1590824100,6,500,0,adr,海外,2,55
1590824100,8,500,1,webh5,未知,0,2
1590824100,7,8000,1,ipad,移动,3,252
1590824100,5,8000,1,webh5,联通,0,939
1590824100,3,4000,0,pc_exe,电信,29,3371
1590824100,8,4000,1,ipad,海外,1,3
1590824100,13,8000,1,pc_exe,教育网,0,3
1590824100,13,4000,1,pc_exe,海外,0,18
1590824100,8,500,1,ipad,联通,3,35
1590824100,15,4000,0,adr,电信,1,304
1590824100,8,2000,1,pc_exe,电信,5,171
1590824100,15,4000,0,webh5,教育网,0,7
1590824100,7,2000,1,ipad,未知,0,6
1590824100,8,2000,0,ipad,小运营商,0,4
1590824100,15,4000,1,ios,小运营商,2,158
1590824100,13,8000,1,adr,移动,14,1390
1590824100,6,2000,0,pc_exe,海外,6,77
1590824100,3,2000,0,ipad,海外,0,3
1590824100,3,4000,1,ipad,小运营商,1,36
1590824100,6,500,1,ios,教育网,0,6
1590824100,255,500,0,ios,海外,0,1
1590824100,3,2000,0,pc_exe,移动,7,440
1590824100,3,8000,1,pc_exe,移动,6,804
1590824100,5,2000,0,webh5,教育网,0,8
1590824100,15,500,1,ios,小运营商,3,38
1590824100,3,2000,0,ipad,联通,0,31
1590824100,3,2000,0,web,移动,0,62
