min,cdn,bitrate,p2p,value,cnt
1571202360,5,1200,1,23,813
1571202360,3,500,0,0,15
1571202360,5,0,0,1,27
1571202360,5,2000,0,5,333
1571202360,5,500,1,55,1841
1571202360,3,500,1,1,38
1571202360,3,2000,0,1,23
1571202360,3,0,1,0,1
1571202360,5,1200,0,3,145
1571202360,5,0,1,0,1
1571202360,5,500,0,7,311
1571202360,3,1200,0,0,7
1571202360,5,2000,1,76,3348
1571202360,3,2000,1,2,80
1571202360,3,1200,1,0,18
1571202420,5,2000,1,86,3084
1571202420,3,1200,0,0,7
1571202420,5,2000,0,3,319
1571202420,5,1200,1,14,729
1571202420,3,1200,1,0,18
1571202420,5,1200,0,1,165
1571202420,3,500,0,0,13
1571202420,3,2000,1,2,66
1571202420,5,500,0,3,267
1571202420,3,2000,0,0,20
1571202420,3,500,1,3,32
1571202420,5,500,1,49,1731
1571202420,5,0,0,0,20
1571202480,3,1200,1,0,18
1571202480,3,0,1,0,1
1571202480,5,0,0,0,22
1571202480,5,500,0,7,279
1571202480,5,2000,1,60,3159
1571202480,6,2000,0,0,1
1571202480,3,500,1,2,30
1571202480,5,1200,0,1,157
1571202480,3,2000,0,0,20
1571202480,3,2000,1,0,75
1571202480,3,1200,0,0,6
1571202480,5,2000,0,9,326
1571202480,5,500,1,44,1785
1571202480,5,1200,1,11,747
1571202480,3,500,0,0,14
1571202540,8,0,1,0,1
1571202540,3,2000,1,0,86
1571202540,3,1200,1,0,18
1571202540,5,500,1,49,1785
1571202540,3,500,0,0,15
1571202540,5,1200,1,18,729
1571202540,5,0,0,0,22
1571202540,5,2000,1,61,3081
1571202540,3,500,1,0,30
1571202540,5,1200,0,2,132
1571202540,5,2000,0,7,338
1571202540,3,2000,0,0,18
1571202540,3,1200,0,0,9
1571202540,5,500,0,4,322
1571202600,5,2000,1,67,2966
1571202600,3,500,1,2,29
1571202600,3,500,0,0,16
1571202600,5,2000,0,6,344
1571202600,3,2000,0,0,23
1571202600,3,1200,1,0,20
1571202600,6,2000,0,0,1
1571202600,5,500,1,42,1779
1571202600,3,1200,0,0,9
1571202600,3,2000,1,0,80
1571202600,5,1200,1,10,691
1571202600,5,1200,0,4,132
1571202600,255,4294967,0,0,1
1571202600,5,0,1,0,1
1571202600,5,0,0,0,21
1571202600,7,0,0,0,1
1571202600,5,500,0,3,313
1571202660,4,0,1,0,1
1571202660,3,2000,0,0,20
1571202660,5,0,1,0,2
1571202660,5,2000,0,7,324
1571202660,5,500,0,63,307
1571202660,5,1200,0,2,129
1571202660,3,2000,1,0,69
1571202660,5,1200,1,11,688
1571202660,5,2000,1,61,2991
1571202660,5,0,0,0,20
1571202660,3,500,0,0,15
1571202660,5,500,1,40,1766
1571202660,3,1200,1,0,19
1571202660,3,500,1,0,27
1571202660,3,1200,0,0,9
1571202720,5,500,1,0,30
1571202720,5,500,0,5,5
1571202720,5,1200,0,0,2
1571202720,5,1200,1,0,8
1571202720,5,2000,0,0,11
1571202720,3,2000,1,0,2
1571202720,3,2000,0,0,2
1571202720,5,2000,1,0,53
