min,cdn,bitrate,p2p,device,isp,value,cnt
1590821940,8,0,0,adr,电信,1,35
1590821940,6,2000,0,ios,电信,21,286
1590821940,6,500,0,gamelive,电信,0,9
1590821940,3,500,1,webh5,小运营商,1,101
1590821940,6,2000,1,adr,联通,213,9436
1590821940,3,2000,0,adr,联通,16,1299
1590821940,15,2000,0,webh5,海外,0,25
1590821940,5,8000,0,adr,电信,0,3
1590821940,13,500,1,ipad,电信,0,23
1590821940,3,2000,1,ios,电信,178,6382
1590821940,5,500,0,adr,小运营商,0,7
1590821940,3,2000,1,ios,移动,192,6264
1590821940,7,2000,1,webh5,教育网,0,80
1590821940,5,8000,1,ios,联通,13,228
1590821940,8,0,1,ios,海外,2,12
1590821940,5,4000,1,ios,教育网,0,16
1590821940,5,2000,1,webh5,移动,0,118
1590821940,7,4000,0,web,小运营商,0,1
1590821940,8,500,0,adr,教育网,0,3
1590821940,7,2000,1,pc_exe,电信,14,227
1590821940,3,0,1,ios,移动,17,175
1590821940,3,8000,1,webh5,小运营商,0,176
1590821940,255,2000,1,ios,电信,4,18
1590821940,6,2000,1,ios,移动,229,7597
1590821940,15,4000,1,pc_exe,移动,0,18
1590821940,13,8000,0,pc_exe,电信,3,350
1590821940,8,8000,0,pc_exe,移动,2,692
1590821940,7,2000,1,webh5,联通,7,2239
1590821940,7,4000,1,pc_exe,联通,49,957
1590821940,5,2000,1,adr_tv,移动,0,3
1590821940,8,500,0,ipad,电信,0,6
1590821940,8,2000,1,ipad,移动,7,590
1590821940,13,8000,1,webh5,联通,0,38
1590821940,7,4000,0,pc_exe,小运营商,0,467
1590821940,5,8000,0,pc_exe,移动,0,201
1590821940,7,4000,1,pc_exe,电信,134,2479
1590821940,15,500,0,adr,联通,1,45
1590821940,3,500,0,webh5,海外,1,11
1590821940,8,500,0,ios,小运营商,0,3
1590821940,5,500,0,adr_tv,联通,0,12
1590821940,5,8000,1,webh5,未知,0,4
1590821940,15,4000,0,webh5,电信,0,72
1590821940,8,4000,0,adr_tv,电信,8,245
1590821940,8,8000,0,ios,电信,0,7
1590821940,15,500,1,ios,电信,17,225
1590821940,13,8000,0,pc_exe,联通,0,121
1590821940,5,2000,1,ios,教育网,0,21
1590821940,8,8000,1,ipad,联通,1,75
1590821940,15,2500,1,webh5,移动,0,3
1590821940,8,4000,1,ios,阿里云,1,3
1590821940,13,500,0,adr_tv,移动,0,3
1590821940,5,4000,0,ios,海外,0,2
1590821940,13,8000,1,ipad,联通,0,19
1590821940,15,4000,0,webh5,联通,0,19
1590821940,3,500,0,adr,电信,3,255
1590821940,5,2000,1,ios,小运营商,13,334
1590821940,3,2000,0,webh5,电信,3,729
1590821940,255,0,1,ios,移动,1,2
1590821940,8,4000,1,pc_exe,小运营商,1,34
1590821940,3,500,1,adr,移动,42,2798
1590821940,7,4000,1,adr,移动,641,11883
1590821940,6,500,0,adr,移动,31,531
1590821940,13,2000,0,webh5,小运营商,0,22
1590821940,3,500,1,ios,联通,43,757
1590821940,3,4000,1,webh5,未知,0,6
1590821940,15,8000,1,ipad,移动,0,50
1590821940,7,4000,0,ios,联通,4,49
1590821940,3,8000,1,pc_exe,海外,0,4
1590821940,8,2000,1,ios,教育网,0,6
1590821940,13,2500,1,ipad,联通,0,3
1590821940,3,8000,0,web,电信,27,687
1590821940,6,0,0,ios,移动,1,4
1590821940,5,2000,0,web,联通,0,3
1590821940,255,4294967,0,adr,电信,0,4
1590821940,13,4000,1,adr,移动,6,279
1590821940,5,4000,1,adr,小运营商,32,742
1590821940,13,4000,0,adr_tv,电信,0,45
1590821940,8,2000,0,pc_exe,电信,0,286
1590821940,3,500,0,web,小运营商,0,11
1590821940,5,4000,0,webh5,联通,0,18
1590821940,8,8000,0,webh5,小运营商,0,6
1590821940,6,8000,0,pc_exe,海外,0,51
1590821940,7,4000,1,webh5,海外,1,455
1590821940,6,500,0,webh5,海外,0,30
1590821940,6,2500,0,adr_tv,联通,0,3
1590821940,15,500,1,ipad,联通,0,9
1590821940,15,4000,1,ipad,海外,0,9
1590821940,6,2000,1,pc_exe,海外,3,18
1590821940,8,8000,1,pc_exe,电信,3,210
1590821940,3,0,0,adr,小运营商,0,6
1590821940,8,0,0,adr_tv,联通,0,139
1590821940,5,0,0,ios,小运营商,0,1
1590821940,7,2000,1,adr,未知,0,5
1590821940,3,2000,0,pc_exe,教育网,0,3
1590821940,8,0,0,adr,小运营商,0,9
1590821940,13,2000,1,pc_exe,海外,0,1
1590821940,5,500,0,ipad,海外,0,6
1590821940,15,8000,0,adr_tv,电信,0,3
1590821940,15,2000,0,ios,联通,2,30
1590821940,6,2000,0,ipad,海外,0,3
1590821940,15,2000,1,adr,电信,15,691
1590821940,6,500,1,ios,联通,105,1010
1590821940,6,500,0,pc_exe,联通,2,147
1590821940,8,4000,1,webh5,移动,16,3806
1590821940,255,0,1,ios,电信,0,2
1590821940,15,500,1,ios,移动,13,437
1590821940,255,500,1,ios,联通,6,9
1590821940,8,4000,0,pc_exe,未知,0,6
1590821940,6,500,0,adr,电信,24,496
1590821940,8,500,1,adr,海外,1,44
1590821940,13,500,0,adr,海外,0,3
1590821940,6,2000,0,webh5,电信,5,1166
1590821940,13,4000,0,webh5,移动,0,10
1590821940,7,4000,1,adr,电信,797,15483
1590821940,6,0,1,ios,电信,40,541
1590821940,6,0,0,adr,联通,2,87
1590821940,15,500,0,adr,小运营商,0,2
1590821940,6,500,1,webh5,未知,0,3
1590821940,8,4000,0,adr_tv,移动,8,125
1590821940,7,500,1,ipad,电信,5,140
1590821940,15,4000,1,webh5,教育网,0,5
1590821940,15,8000,1,ios,联通,0,26
1590821940,5,2000,0,webh5,海外,0,37
1590821940,3,8000,1,webh5,阿里云,0,3
1590821940,5,8000,1,webh5,海外,0,24
1590821940,15,500,1,webh5,电信,0,19
1590821940,7,2000,1,ipad,联通,18,1303
1590821940,6,4000,1,adr,移动,933,15573
1590821940,3,0,1,ipad,联通,0,1
1590821940,7,500,0,adr,移动,22,366
1590821940,8,4000,1,ios,小运营商,2,73
1590821940,6,4000,0,ipad,电信,0,5
1590821940,8,4000,0,web,联通,0,26
1590821940,6,2000,0,pc_exe,教育网,0,14
1590821940,15,8000,1,ios,小运营商,0,9
1590821940,5,2000,1,ipad,海外,5,294
1590821940,8,4000,1,ios,海外,5,87
1590821940,5,4000,1,ios,电信,200,3778
1590821940,3,8000,0,web,小运营商,0,23
1590821940,13,2000,0,web,电信,0,6
1590821940,5,0,1,ios,教育网,0,1
1590821940,5,4000,0,adr,联通,11,743
1590821940,8,500,1,webh5,海外,0,41
1590821940,3,500,0,web,电信,2,139
