min,cdn,p2p,bitrate,device,value,cnt
1585012020,3,0,4500,C8,0,5
1585012020,5,0,2500,C2,11,70
1585012020,255,0,4294967,C1,0,2
1585012020,8,1,500,C8,4,515
1585012020,8,1,0,C2,0,3
1585012020,8,1,4500,C1,58,2450
1585012020,5,1,2500,C5,0,84
1585012020,8,0,500,C5,0,18
1585012020,5,1,500,C1,3,142
1585012020,3,1,2500,C5,1,67
1585012020,8,0,-1,C2,0,4
1585012020,8,0,4500,C3,0,18
1585012020,8,0,4500,C6,20,671
1585012020,5,0,8000,C6,0,7
1585012020,3,0,-1,C2,0,1
1585012020,3,1,500,C5,0,3
1585012020,8,1,2500,C5,6,576
1585012020,5,0,2500,C1,8,393
1585012020,8,0,0,C3,0,1
1585012020,3,0,500,C2,1,16
1585012020,8,1,500,C3,8,314
1585012020,5,0,0,C1,0,7
1585012020,8,0,2500,C8,1,43
1585012020,3,1,4500,C8,0,61
1585012020,8,0,2500,C1,8,152
1585012020,8,0,8000,C7,0,92
1585012020,8,0,2500,C7,3,39
1585012020,3,0,2500,C7,0,6
1585012020,5,1,4500,C8,1,31
1585012020,5,1,2500,C1,23,801
1585012020,3,0,8000,C6,0,26
1585012020,8,1,500,C5,0,27
1585012020,3,0,8000,C3,0,3
1585012020,5,1,2500,C8,2,23
1585012020,3,1,500,C3,1,69
1585012020,5,1,8000,C1,0,69
1585012020,3,0,0,C5,0,1
1585012020,3,1,0,C5,0,10
1585012020,3,0,8000,C8,0,2
1585012020,5,0,500,C1,0,159
1585012020,5,0,4500,C8,0,2
1585012020,5,1,500,C8,0,2
1585012020,8,0,4500,C8,0,71
1585012020,3,0,4500,C7,0,9
1585012020,8,0,0,C2,19,291
1585012020,3,0,500,C3,0,4
1585012020,8,1,4500,C6,2,18
1585012020,5,1,8000,C3,1,36
1585012020,8,0,4500,C7,3,24
1585012020,3,0,0,C8,0,2
1585012020,5,1,500,C5,0,2
1585012020,3,0,2500,C1,2,17
1585012020,3,0,500,C1,0,10
1585012020,3,0,8000,C2,0,11
1585012020,8,0,500,C1,2,32
1585012020,3,1,4500,C3,3,97
1585012020,8,1,8000,C8,2,91
1585012020,8,1,8000,C3,0,83
1585012020,3,1,4500,C1,5,256
1585012020,8,0,8000,C6,9,266
1585012020,3,0,2500,C5,0,1
1585012020,5,1,2500,C3,23,333
1585012020,3,0,0,C2,3,95
1585012020,3,0,4500,C6,0,13
1585012020,3,1,500,C8,0,7
1585012020,5,0,4500,C2,0,10
1585012020,5,0,0,C2,2,9
1585012020,4,1,0,C1,0,1
1585012020,3,1,8000,C8,0,17
1585012020,255,2,0,C8,0,3
1585012020,8,0,500,C2,7,106
1585012020,8,1,8000,C6,0,6
1585012020,8,0,8000,C2,0,21
1585012020,5,1,4500,C3,8,308
1585012020,8,1,0,C5,0,3
1585012020,3,1,8000,C3,1,37
1585012020,8,1,2500,C1,125,4715
1585012020,3,1,2500,C1,14,337
1585012020,8,1,2500,C8,6,909
1585012020,8,0,500,C3,1,27
1585012020,8,0,500,C7,0,70
1585012020,3,0,500,C8,0,2
1585012020,3,0,8000,C7,0,21
1585012020,8,1,8000,C5,0,54
