min,cdn,p2p,device,bitrate,isp,value,cnt
1587335220,3,1,C8,4500,小运营商,0,3
1587335220,3,0,C2,0,联通,0,7
1587335220,5,1,C5,0,移动,0,1
1587335220,3,1,C3,2500,联通,11,108
1587335220,5,1,C1,2500,海外,27,153
1587335220,5,0,C5,8000,电信,0,3
1587335220,5,0,C6,4500,电信,4,226
1587335220,3,0,C2,500,电信,0,6
1587335220,3,0,C7,8000,移动,0,12
1587335220,5,0,C1,4500,小运营商,0,6
1587335220,3,1,C3,500,联通,5,25
1587335220,5,0,C1,2500,移动,50,220
1587335220,5,0,C8,4500,海外,0,4
1587335220,5,1,C5,4500,移动,0,6
1587335220,5,0,C2,4500,小运营商,0,3
1587335220,3,0,C7,4500,海外,0,3
1587335220,5,1,C8,500,电信,0,93
1587335220,3,1,C1,4500,联通,0,54
1587335220,5,0,C5,2500,联通,0,3
1587335220,5,1,C5,4500,电信,0,12
1587335220,5,1,C1,4500,阿里云,2,3
1587335220,3,0,C2,2500,移动,13,29
1587335220,3,1,C3,500,移动,1,154
1587335220,3,0,C7,8000,海外,3,9
1587335220,5,0,C2,8000,电信,0,6
1587335220,5,0,C5,500,电信,0,9
1587335220,3,0,C2,4500,电信,0,12
1587335220,5,0,C8,2500,电信,0,9
1587335220,3,0,C6,8000,联通,0,2
1587335220,5,0,C8,4500,联通,0,4
1587335220,3,1,C8,2500,电信,0,3
1587335220,3,1,C5,4500,小运营商,0,3
1587335220,5,0,C6,500,联通,3,15
1587335220,5,0,C2,2500,移动,37,137
1587335220,5,0,C1,500,电信,0,69
1587335220,5,1,C3,8000,电信,0,107
1587335220,3,1,C1,2500,小运营商,4,26
1587335220,3,1,C8,4500,电信,0,3
1587335220,5,0,C8,4500,移动,0,6
1587335220,3,1,C8,2500,联通,0,3
1587335220,5,0,C2,2500,电信,45,121
1587335220,5,1,C8,500,小运营商,0,15
1587335220,5,0,C6,4500,移动,1,126
1587335220,3,1,C8,8000,联通,0,3
1587335220,3,0,C3,2500,移动,3,6
1587335220,5,1,C3,8000,小运营商,0,3
1587335220,3,1,C1,8000,移动,1,30
1587335220,3,0,C7,2500,移动,0,3
1587335220,3,0,C2,4500,联通,0,6
1587335220,3,0,C1,2500,联通,8,32
1587335220,3,1,C1,4500,移动,3,156
1587335220,7,1,C5,0,海外,0,1
1587335220,5,0,C1,500,移动,2,150
1587335220,5,1,C1,8000,联通,2,70
1587335220,3,0,C6,4500,电信,0,5
1587335220,5,1,C5,2500,联通,32,200
1587335220,5,0,C1,2500,电信,61,248
1587335220,5,0,C6,500,海外,0,4
1587335220,3,0,C7,2500,联通,0,3
1587335220,3,0,C2,500,移动,0,9
1587335220,5,0,C6,500,移动,0,6
1587335220,3,1,C3,4500,小运营商,0,1
1587335220,3,0,C2,2500,电信,8,30
1587335220,3,1,C5,8000,联通,0,3
1587335220,5,1,C5,500,移动,0,21
1587335220,3,1,C8,8000,海外,0,3
1587335220,3,1,C3,4500,移动,1,111
1587335220,3,0,C3,2500,联通,4,19
1587335220,5,0,C2,2500,联通,24,65
1587335220,5,1,C8,8000,移动,0,32
