min,cdn,bitrate,p2p,device,isp,value,cnt
1591087860,5,2000,0,adr,联通,0,10
1591087860,5,500,0,adr_tv,电信,0,3
1591087860,3,2000,1,pc_exe,联通,4,214
1591087860,5,2000,1,ipad,海外,0,3
1591087860,3,500,1,ios,教育网,0,3
1591087860,5,500,1,pc_exe,联通,1,3
1591087860,3,2000,0,adr_tv,电信,0,18
1591087860,5,0,0,adr_tv,移动,0,17
1591087860,3,2000,1,ios,电信,2,390
1591087860,5,500,0,adr,移动,0,6
1591087860,3,500,0,web,移动,0,3
1591087860,5,2000,0,webh5,电信,0,4
1591087860,3,2000,1,ios,联通,4,233
1591087860,3,2000,0,adr_tv,联通,0,18
1591087860,5,0,0,adr,联通,1,233
1591087860,5,2000,1,pc_exe,小运营商,0,3
1591087860,3,2000,1,ios,海外,0,18
1591087860,5,500,1,webh5,移动,0,2
1591087860,3,500,0,adr_tv,移动,0,9
1591087860,5,500,0,ios,联通,0,31
1591087860,5,2000,1,pc_exe,移动,1,37
1591087860,5,2000,1,adr,联通,0,179
1591087860,3,500,1,webh5,电信,0,160
1591087860,5,500,1,ios,电信,0,7
1591087860,3,500,1,webh5,教育网,0,3
1591087860,3,500,1,ios,移动,0,57
1591087860,3,2000,1,ipad,移动,1,113
1591087860,5,2000,1,ios,小运营商,0,2
1591087860,5,2000,1,webh5,电信,0,24
1591087860,3,500,1,pc_exe,移动,2,12
1591087860,3,2000,0,ios,联通,0,10
1591087860,5,2000,0,adr_tv,移动,1,12
1591087860,3,-1,0,adr_tv,联通,0,1
1591087860,3,500,1,adr,电信,1,143
1591087860,5,2000,1,adr,电信,7,267
1591087860,3,2000,1,webh5,小运营商,0,57
1591087860,3,2000,1,webh5,移动,0,451
1591087860,5,500,1,ios,海外,0,3
1591087860,5,500,0,webh5,移动,0,1
1591087860,5,500,0,adr_tv,联通,0,5
1591087860,3,500,1,adr,联通,0,105
1591087860,3,2000,0,webh5,移动,0,18
1591087860,3,2000,1,pc_exe,电信,11,536
1591087860,5,0,0,adr,电信,0,13
1591087860,3,2000,0,adr,联通,0,3
1591087860,5,2000,1,ipad,联通,0,9
1591087860,3,500,1,pc_exe,小运营商,0,3
1591087860,3,500,0,ios,移动,0,1
1591087860,3,2000,0,web,电信,0,9
1591087860,3,500,1,webh5,联通,0,77
1591087860,3,500,1,ipad,电信,0,17
1591087860,3,500,1,ios,联通,0,23
1591087860,3,2000,0,pc_exe,移动,0,150
1591087860,3,2000,0,pc_exe,电信,2,256
1591087860,3,500,0,adr_tv,小运营商,0,3
1591087860,3,2000,0,ios,移动,0,3
1591087860,3,2000,1,webh5,教育网,0,3
1591087860,5,500,1,adr,电信,2,39
1591087860,5,500,0,webh5,电信,0,3
1591087860,3,2000,1,webh5,海外,0,22
1591087860,3,500,1,adr,移动,1,128
1591087860,5,2000,1,adr,小运营商,2,39
1591087860,3,2000,1,webh5,联通,2,491
1591087860,3,2000,1,ipad,电信,5,148
1591087860,3,500,0,web,联通,0,6
1591087860,3,500,0,pc_exe,电信,0,10
1591087860,3,500,0,pc_exe,联通,0,3
1591087860,5,0,0,adr_tv,电信,1,49
1591087860,5,0,0,adr_tv,联通,0,24
1591087860,3,0,0,adr_tv,小运营商,0,15
1591087860,3,2000,1,ipad,小运营商,0,9
1591087860,3,2000,0,webh5,电信,1,31
1591087860,5,2000,1,ios,联通,4,64
1591087860,5,2000,1,ios,移动,2,66
1591087860,3,2000,1,adr,海外,1,15
1591087860,3,2000,0,pc_exe,联通,0,142
1591087860,3,2000,0,web,联通,1,3
1591087860,5,2000,0,pc_exe,联通,0,14
1591087860,3,500,1,gamelive,移动,0,3
1591087860,5,500,0,adr,联通,0,78
1591087860,5,2000,0,pc_exe,电信,0,21
1591087860,5,500,1,ipad,电信,0,3
1591087860,5,500,1,adr,小运营商,1,3
1591087860,3,500,1,adr,小运营商,0,6
1591087860,5,0,0,adr,移动,0,9
1591087860,5,2000,1,adr,海外,0,6
1591087860,3,2000,0,ipad,联通,0,3
1591087860,3,0,0,adr_tv,移动,19,201
1591087860,3,500,1,webh5,海外,0,8
1591087860,3,2000,1,adr,电信,21,990
1591087860,3,0,0,adr,移动,1,15
1591087860,3,0,0,adr,电信,0,18
1591087860,3,2000,1,adr,移动,16,904
1591087860,5,2000,1,adr,移动,7,225
1591087860,3,0,0,adr_tv,海外,0,6
1591087860,3,2000,0,adr,移动,0,1
1591087860,5,2000,1,ios,电信,4,102
1591087860,3,0,0,adr,联通,0,7
1591087860,3,500,0,web,电信,0,18
1591087860,3,500,1,webh5,小运营商,0,3
1591087860,5,2000,1,ipad,移动,0,9
1591087860,3,0,0,adr_tv,电信,6,243
1591087860,3,2000,1,ios,小运营商,1,28
1591087860,5,500,1,adr,移动,0,41
1591087860,3,500,1,ipad,小运营商,0,6
1591087860,3,500,1,adr,海外,0,6
1591087860,3,2000,1,webh5,电信,2,1237
1591087860,5,2000,0,ios,联通,0,66
1591087860,3,2000,0,pc_exe,教育网,0,3
1591087860,3,500,1,pc_exe,电信,4,12
1591087860,3,2000,0,ios,电信,0,11
1591087860,5,500,0,adr_tv,小运营商,0,3
1591087860,3,2000,1,ipad,海外,0,12
1591087860,3,2000,0,web,移动,0,3
1591087860,3,0,0,adr,小运营商,0,3
1591087860,3,2000,0,ipad,电信,0,9
1591087860,5,2000,1,pc_exe,联通,1,15
