min,cdn,p2p,bitrate,device,value,cnt
1582610700,5,0,500,C8,0,12
1582610700,3,0,2500,C3,0,36
1582610700,4,1,2500,C3,0,1
1582610700,5,1,4000,C1,74,2805
1582610700,5,1,500,C1,60,1586
1582610700,3,1,500,C1,52,1414
1582610700,3,0,4000,C6,9,261
1582610700,5,0,4000,C2,6,29
1582610700,5,0,0,C8,0,2
1582610700,3,1,0,C3,0,4
1582610700,5,0,2500,C8,0,4
1582610700,5,1,2500,C3,54,1281
1582610700,5,1,2500,C6,0,3
1582610700,5,1,500,C5,1,21
1582610700,3,0,500,C2,1,16
1582610700,3,0,2500,C6,0,28
1582610700,3,0,500,C1,3,70
1582610700,3,0,4000,C2,0,17
1582610700,5,0,500,C5,0,8
1582610700,3,0,500,C7,0,11
1582610700,3,1,500,C3,20,592
1582610700,3,0,4000,C8,0,24
1582610700,3,0,0,C8,0,3
1582610700,5,1,800,C3,0,5
1582610700,5,0,4000,C3,1,38
1582610700,3,0,2000,C8,0,13
1582610700,5,0,4000,C6,0,267
1582610700,255,0,-1,C5,0,1
1582610700,3,1,500,C5,0,14
1582610700,5,0,0,C2,10,119
1582610700,3,1,2500,C5,2,239
1582610700,3,0,0,C5,0,1
1582610700,5,0,2000,C8,0,17
1582610700,5,1,2500,C5,8,253
1582610700,3,0,4000,C7,0,54
1582610700,5,0,2500,C1,6,509
1582610700,5,0,4000,C8,0,14
1582610700,5,1,4000,C8,2,796
1582610700,5,0,500,C2,1,27
1582610700,6,1,2500,C3,0,1
1582610700,5,1,2500,C1,93,2681
1582610700,3,1,2500,C8,0,181
1582610700,3,1,2500,C1,82,2192
1582610700,5,0,2500,C6,0,21
1582610700,3,0,500,C5,2,9
1582610700,5,0,2500,C2,6,62
1582610700,3,1,500,C6,0,3
1582610700,3,1,4000,C1,54,2488
1582610700,3,0,0,C2,14,156
1582610700,5,1,4000,C3,70,1805
1582610700,3,1,0,C5,0,5
1582610700,5,0,2500,C5,0,4
1582610700,3,0,500,C3,1,8
1582610700,3,0,500,C8,0,7
1582610700,3,0,4000,C3,3,34
1582610700,3,0,2500,C8,0,7
1582610700,7,1,4000,C3,0,6
1582610700,5,1,0,C3,0,1
1582610700,5,1,500,C3,35,709
1582610700,3,0,2500,C5,0,6
1582610700,3,1,500,C8,0,84
1582610700,5,1,4000,C5,0,19
1582610700,3,0,2500,C2,4,65
1582610700,3,1,4000,C5,0,27
1582610700,5,1,4000,C6,0,6
1582610700,3,0,0,C1,7,91
1582610700,3,1,2500,C3,54,1101
1582610700,5,1,500,C8,0,107
1582610700,5,0,500,C1,9,350
1582610700,5,0,500,C3,7,156
1582610700,5,0,2500,C3,3,302
1582610700,3,1,4000,C6,0,9
1582610700,3,1,2500,C2,0,1
1582610700,5,1,2500,C8,1,201
1582610700,5,0,0,C1,0,98
1582610700,5,1,0,C5,0,6
1582610700,3,0,500,C6,0,18
1582610700,5,0,4000,C7,0,5
1582610700,3,0,2500,C1,7,87
1582610700,3,0,2500,C7,2,24
1582610700,3,1,4000,C8,6,807
1582610700,5,0,500,C6,0,34
1582610700,3,1,4000,C3,48,1371
1582610760,3,0,4000,C6,7,278
1582610760,5,1,0,C3,0,1
1582610760,5,1,500,C6,0,3
1582610760,7,1,4000,C3,0,2
1582610760,5,1,2500,C8,1,196
1582610760,3,1,2000,C1,0,1
1582610760,5,1,0,C5,0,5
1582610760,3,1,500,C3,26,573
1582610760,5,0,2000,C8,0,13
1582610760,3,1,500,C6,0,3
1582610760,5,1,4000,C8,2,782
1582610760,3,0,0,C2,15,153
1582610760,5,0,0,C5,0,1
1582610760,3,1,4000,C3,60,1252
1582610760,5,0,4000,C7,0,2
1582610760,5,1,4000,C5,0,18
1582610760,3,1,2500,C1,85,2087
1582610760,3,1,4000,C5,0,22
1582610760,5,1,500,C3,36,639
1582610760,3,0,4000,C8,0,28
1582610760,3,0,4000,C3,0,25
1582610760,5,0,500,C6,0,30
1582610760,3,0,2500,C8,0,7
1582610760,3,0,500,C5,4,9
1582610760,3,1,2500,C8,1,196
1582610760,5,0,500,C8,0,8
1582610760,5,0,4000,C2,4,38
1582610760,5,0,0,C8,0,3
1582610760,5,0,2500,C8,0,6
1582610760,5,0,2500,C2,5,56
1582610760,5,0,4000,C3,1,56
1582610760,5,0,2500,C7,0,1
1582610760,3,1,4000,C8,3,794
1582610760,5,0,500,C5,0,9
1582610760,3,0,2500,C1,13,95
1582610760,5,1,2500,C1,74,2574
1582610760,3,1,2500,C3,41,987
1582610760,3,0,500,C6,2,19
1582610760,5,0,4000,C6,2,273
1582610760,3,1,0,C5,1,7
1582610760,3,0,2500,C7,2,21
1582610760,3,1,500,C5,0,15
1582610760,3,0,500,C3,1,18
1582610760,5,0,0,C2,7,117
1582610760,3,0,500,C2,0,17
1582610760,5,1,2500,C5,9,249
1582610760,5,0,2500,C6,2,19
1582610760,3,0,2500,C3,0,38
1582610760,3,1,2500,C5,1,236
1582610760,3,1,500,C1,32,1371
1582610760,3,0,500,C1,3,72
1582610760,5,0,500,C1,1,355
1582610760,3,1,4000,C6,0,9
1582610760,3,0,0,C1,3,82
1582610760,5,1,500,C5,0,18
1582610760,5,1,4000,C1,70,2677
1582610760,5,0,2500,C3,5,294
1582610760,3,0,2500,C2,3,65
1582610760,5,0,0,C1,2,105
1582610760,3,1,4000,C1,55,2345
1582610760,5,0,500,C3,4,156
1582610760,3,0,2500,C5,0,8
1582610760,5,1,800,C3,0,2
1582610760,5,0,2500,C5,0,8
1582610760,3,1,500,C8,0,81
1582610760,3,0,2000,C8,0,13
1582610760,5,0,4000,C8,0,22
1582610760,3,0,4000,C7,0,65
1582610760,5,1,4000,C6,0,6
1582610760,3,0,4000,C2,0,17
1582610760,5,1,500,C1,74,1580
