min,cdn,bitrate,device,p2p,value,cnt
1566397200,5,500,C3,1,3,48
1566397200,3,500,C8,1,0,2
1566397200,1,1200,C3,0,0,3
1566397200,1,500,C8,0,0,2
1566397200,1,1200,C5,1,0,26
1566397200,5,2000,C3,0,3,75
1566397200,6,0,C5,0,0,1
1566397200,3,500,C6,0,0,5
1566397200,1,2000,C1,0,1,67
1566397200,1,2000,C2,0,0,1
1566397200,1,1200,C7,0,0,3
1566397200,1,0,C2,0,1,62
1566397200,5,2000,C8,1,0,10
1566397200,3,2000,C8,1,0,37
1566397200,5,1200,C3,0,0,26
1566397200,3,2000,C5,0,0,1
1566397200,1,1200,C1,0,6,23
1566397200,5,500,C1,1,2,119
1566397200,3,2000,C6,0,0,5
1566397200,7,1200,C5,1,0,1
1566397200,1,1200,C3,1,10,403
1566397200,3,500,C7,0,0,3
1566397200,1,2000,C3,1,51,1644
1566397200,5,500,C3,0,1,72
1566397200,1,2000,C3,0,0,11
1566397200,3,2000,C5,1,0,2
1566397200,1,2000,C8,1,0,932
1566397200,3,500,C3,1,2,20
1566397200,1,2000,C5,1,1,154
1566397200,1,0,C1,0,6,7
1566397200,1,0,C1,1,0,3
1566397200,1,1200,C2,0,0,4
1566397200,1,1200,C5,0,0,1
1566397200,1,500,C8,1,0,136
1566397200,3,1200,C1,1,0,32
1566397200,5,1200,C1,0,4,137
1566397200,8,0,C2,0,1,1
1566397200,5,2000,C1,1,8,370
1566397200,3,2000,C1,0,0,11
1566397200,7,2000,C1,1,0,1
1566397200,5,0,C1,0,0,11
1566397200,8,500,C1,1,0,2
1566397200,3,0,C2,0,0,1
1566397200,5,1200,C1,1,0,69
1566397200,1,500,C5,1,0,21
1566397200,7,0,C5,1,1,4
1566397200,8,2000,C1,1,0,1
1566397200,8,0,C5,1,7,17
1566397200,1,500,C1,0,6,93
1566397200,1,500,C7,0,0,18
1566397200,8,2000,C5,1,1,2
1566397200,5,500,C1,0,3,253
1566397200,3,500,C3,0,0,9
1566397200,5,1200,C3,1,1,53
1566397200,8,0,C3,1,0,1
1566397200,3,1200,C8,1,0,9
1566397200,5,2000,C3,1,2,155
1566397200,1,2000,C7,0,0,25
1566397200,1,2000,C8,0,0,24
1566397200,5,0,C5,1,2,2
1566397200,3,500,C1,0,1,23
1566397200,1,1200,C1,1,22,826
1566397200,3,2000,C7,0,0,6
1566397200,3,1200,C1,0,0,1
1566397200,3,2000,C1,1,3,72
1566397200,1,1200,C8,1,0,94
1566397200,1,500,C1,1,41,1801
1566397200,3,500,C1,1,0,29
1566397200,3,2000,C3,1,0,41
1566397200,1,0,C4,1,0,9
1566397200,8,1200,C1,0,0,1
1566397200,1,500,C3,0,1,11
1566397200,1,2000,C6,0,0,121
1566397200,8,500,C1,0,0,1
1566397200,8,2000,C3,1,0,1
1566397200,8,2000,C1,0,0,1
1566397200,1,1200,C6,0,1,27
1566397200,3,1200,C3,1,0,20
1566397200,1,2000,C1,1,116,3603
1566397200,5,2000,C1,0,6,218
1566397200,1,500,C3,1,17,662
1566397260,1,1200,C3,0,0,8
1566397260,3,2000,C8,1,0,34
1566397260,3,1200,C1,1,1,36
1566397260,5,2000,C3,0,3,80
1566397260,8,1200,C5,1,0,1
1566397260,3,2000,C5,1,0,3
1566397260,3,0,C3,0,0,1
1566397260,1,500,C7,0,0,18
1566397260,5,500,C3,0,2,71
1566397260,1,0,C1,0,4,12
1566397260,1,2000,C1,1,147,4198
1566397260,1,1200,C1,0,1,32
1566397260,8,0,C5,1,4,12
1566397260,3,1200,C8,1,0,12
1566397260,1,2000,C1,0,2,68
1566397260,1,1200,C1,1,27,967
1566397260,1,2000,C3,1,67,1894
