min,cdn,p2p,device,bitrate,isp,value,cnt
1587333540,5,0,C5,2500,联通,0,3
1587333540,3,0,C7,2500,移动,0,6
1587333540,5,1,C8,2500,联通,0,47
1587333540,5,1,C3,8000,海外,0,3
1587333540,5,0,C2,500,电信,2,33
1587333540,3,0,C2,0,电信,0,28
1587333540,3,1,C3,500,海外,1,40
1587333540,3,1,C5,8000,海外,0,3
1587333540,5,1,C1,2500,移动,34,3470
1587333540,3,1,C1,4500,海外,0,6
1587333540,3,1,C1,8000,移动,1,24
1587333540,5,0,C8,0,电信,0,3
1587333540,3,0,C2,4500,电信,0,9
1587333540,5,0,C5,8000,联通,0,3
1587333540,3,1,C3,2500,联通,6,130
1587333540,5,0,C1,2500,电信,6,278
1587333540,5,1,C5,8000,海外,0,3
1587333540,5,1,C8,500,小运营商,0,18
1587333540,3,0,C3,2500,移动,3,9
1587333540,5,0,C6,2500,联通,3,28
1587333540,5,0,C8,500,电信,0,2
1587333540,3,1,C8,8000,海外,0,6
1587333540,5,1,C8,4500,联通,0,170
1587333540,5,1,C1,8000,联通,0,86
1587333540,3,0,C8,0,海外,0,2
1587333540,5,1,C5,500,联通,0,32
1587333540,5,1,C4,500,电信,0,6
1587333540,3,0,C2,500,电信,0,3
1587333540,5,1,C8,8000,移动,0,22
1587333540,5,0,C3,2500,电信,0,31
1587333540,3,0,C5,500,电信,0,7
1587333540,3,1,C5,2500,移动,1,36
1587333540,5,1,C8,8000,电信,0,45
1587333540,5,0,C3,500,海外,0,8
1587333540,5,0,C6,500,海外,0,4
1587333540,5,0,C5,500,小运营商,0,3
1587333540,5,1,C8,4500,移动,0,189
1587333540,5,0,C2,2500,小运营商,0,3
1587333540,3,1,C5,500,移动,0,3
1587333540,3,0,C6,4500,电信,0,4
1587333540,5,1,C3,4500,电信,44,1949
1587333540,3,1,C1,4500,小运营商,0,15
1587333540,5,1,C3,8000,联通,1,30
1587333540,5,1,C1,8000,小运营商,0,12
1587333540,5,0,C2,8000,移动,0,3
1587333540,5,0,C8,2500,电信,1,11
1587333540,3,1,C5,2500,海外,0,9
1587333540,5,1,C3,500,小运营商,3,45
1587333540,5,1,C1,8000,电信,5,195
1587333540,5,1,C1,2500,联通,11,1684
1587333540,5,0,C2,4500,电信,0,54
1587333540,5,1,C1,500,电信,14,1071
1587333540,3,0,C3,2500,电信,3,14
1587333540,3,0,C7,2500,电信,0,6
1587333540,3,1,C1,2500,移动,1,206
1587333540,5,1,C5,4500,移动,0,9
1587333540,5,1,C8,4500,电信,0,561
1587333540,5,1,C1,4500,移动,18,1662
1587333540,5,0,C6,500,联通,0,6
1587333540,3,1,C3,8000,联通,0,8
1587333540,5,0,C2,2500,电信,8,106
1587333540,3,0,C8,2500,移动,1,3
1587333540,5,0,C6,8000,联通,0,29
1587333540,3,0,C6,4500,联通,0,4
1587333540,5,1,C3,500,移动,34,731
1587333540,5,1,C8,2500,小运营商,0,19
1587333540,3,1,C8,4500,移动,0,2
1587333540,5,0,C6,4500,电信,2,201
1587333540,5,1,C3,2500,未知,0,3
1587333540,3,1,C3,2500,海外,6,44
1587333540,3,1,C1,2500,联通,0,82
1587333540,3,0,C1,2500,移动,0,6
1587333540,3,1,C3,8000,移动,0,37
