min,cdn,bitrate,p2p,device,isp,value,cnt
1591213980,8,2000,1,adr,教育网,0,3
1591213980,8,4000,1,adr,电信,4,554
1591213980,5,500,1,adr,移动,1,46
1591213980,8,0,0,adr,电信,0,5
1591213980,8,2000,1,pc_exe,联通,0,6
1591213980,8,500,0,pc_exe,移动,0,3
1591213980,5,2000,0,adr,联通,0,193
1591213980,8,2000,0,webh5,移动,0,3
1591213980,5,4000,0,ipad,移动,0,3
1591213980,5,4000,1,ios,移动,0,48
1591213980,5,4000,1,ios,电信,1,88
1591213980,3,2000,0,ipad,电信,0,3
1591213980,8,4000,1,ios,小运营商,3,15
1591213980,5,500,1,ios,未知,0,3
1591213980,8,4000,0,webh5,电信,0,3
1591213980,3,2000,1,adr,电信,0,47
1591213980,3,2000,1,webh5,联通,0,3
1591213980,8,500,1,webh5,电信,0,14
1591213980,5,4000,1,adr,小运营商,0,26
1591213980,3,2000,1,ipad,联通,0,9
1591213980,8,2000,1,adr,移动,0,581
1591213980,3,2000,1,adr,移动,0,56
1591213980,8,2000,1,webh5,移动,0,12
1591213980,5,500,1,adr,电信,1,38
1591213980,8,2000,1,adr,海外,0,10
1591213980,8,500,1,ipad,电信,1,12
1591213980,3,4000,1,adr,小运营商,0,3
1591213980,8,500,1,adr,小运营商,0,9
1591213980,8,2000,1,webh5,电信,0,34
1591213980,8,2000,0,adr_tv,电信,1,11
1591213980,8,4000,1,webh5,联通,0,26
1591213980,5,500,0,ios,联通,0,31
1591213980,3,2000,1,ios,小运营商,0,9
1591213980,8,0,0,webh5,移动,0,2
1591213980,8,2000,0,pc_exe,电信,0,3
1591213980,3,4000,1,adr,联通,0,40
1591213980,5,4000,1,ios,联通,0,52
1591213980,8,500,0,adr,移动,0,6
1591213980,5,500,1,adr,联通,0,10
1591213980,8,4000,1,pc_exe,电信,1,51
1591213980,5,4000,1,adr,电信,0,148
1591213980,8,4000,1,ipad,电信,0,3
1591213980,8,500,1,adr,联通,1,125
1591213980,5,4000,1,pc_exe,电信,0,10
1591213980,8,2000,1,ios,小运营商,0,15
1591213980,3,2000,0,adr,电信,0,3
1591213980,5,4000,0,webh5,电信,0,3
1591213980,8,500,1,ios,电信,0,65
1591213980,8,4000,1,adr,移动,2,488
1591213980,8,4000,1,pc_exe,海外,0,3
1591213980,8,2000,0,adr_tv,移动,0,9
1591213980,8,2000,0,webh5,海外,0,3
1591213980,3,500,0,adr,电信,0,3
1591213980,5,2000,1,ios,海外,0,1
1591213980,5,2000,1,ios,小运营商,0,15
1591213980,3,2000,1,adr,联通,0,33
1591213980,5,2000,1,ios,电信,1,123
1591213980,3,2000,1,ipad,移动,0,24
1591213980,8,2000,1,adr,联通,5,337
1591213980,3,2000,1,ios,联通,1,35
1591213980,8,500,1,ios,小运营商,0,3
1591213980,3,2000,0,adr_tv,联通,0,3
