min,cdn,bitrate,p2p,value,cnt
1574161680,255,4294967,0,0,12
1574161680,3,2000,1,1510,83563
1574161680,4,2000,1,1,4
1574161680,3,2000,0,196,5216
1574161680,3,0,0,22,2643
1574161680,5,4000,1,138,7234
1574161680,8,0,1,0,2
1574161680,3,1200,0,59,1667
1574161680,3,-1,0,0,3
1574161680,7,2000,1,0,1
1574161680,4,1200,1,1,1
1574161680,6,2000,1,0,3
1574161680,6,0,1,0,9
1574161680,5,8000,1,23,1617
1574161680,1,8000,0,5,1041
1574161680,1,2000,0,1,266
1574161680,1,4000,1,12,1473
1574161680,3,500,1,283,16823
1574161680,255,0,2,0,15
1574161680,3,500,0,73,897
1574161680,0,0,0,0,6
1574161680,3,0,1,0,49
1574161680,4,0,1,0,7
1574161680,6,2000,0,0,1
1574161680,5,8000,0,12,1363
1574161680,4,500,1,0,1
1574161680,1,500,1,10,381
1574161680,1,500,0,3,42
1574161680,5,4000,0,13,1030
1574161680,255,0,1,0,3
1574161680,8,2000,1,0,1
1574161680,5,2000,1,166,6336
1574161680,5,500,0,35,1738
1574161680,3,8000,1,212,21924
1574161680,5,500,1,45,1046
1574161680,5,0,0,0,11
1574161680,1,8000,1,9,1154
1574161680,1,2000,1,37,1172
1574161680,1,0,0,1,12
1574161680,5,2000,0,154,11571
1574161680,1,1200,1,14,354
1574161680,5,0,1,0,4
1574161680,3,4000,1,1158,120391
1574161680,5,1200,1,55,1438
1574161680,7,0,1,0,1
1574161680,5,1200,0,55,3461
1574161680,6,1200,0,0,1
1574161680,3,4000,0,204,17514
1574161680,1,1200,0,1,56
1574161680,1,4000,0,7,421
1574161680,1,0,1,0,1
1574161680,3,1200,1,398,18906
1574161680,3,8000,0,34,4781
1574161740,3,500,0,43,693
1574161740,5,0,0,0,12
1574161740,8,2000,1,0,2
1574161740,6,0,0,0,1
1574161740,5,4000,1,101,6062
1574161740,3,-1,0,0,1
1574161740,3,8000,1,138,18541
1574161740,3,2000,0,172,4478
1574161740,1,4000,1,17,1216
1574161740,1,500,1,10,279
1574161740,4,0,1,1,7
1574161740,3,4000,0,178,16451
1574161740,5,2000,0,121,8505
1574161740,3,0,1,1,46
1574161740,5,1200,1,39,1144
1574161740,4,2000,1,1,6
1574161740,7,0,1,0,1
1574161740,5,500,1,29,796
1574161740,3,2000,1,1022,66112
1574161740,1,0,0,1,13
1574161740,1,2000,0,4,241
1574161740,3,500,1,249,13298
1574161740,6,1200,0,0,1
1574161740,5,8000,0,18,1217
1574161740,5,2000,1,118,5139
1574161740,1,2000,1,28,915
1574161740,1,1200,1,5,266
1574161740,3,1200,1,285,14723
1574161740,6,4000,0,0,1
1574161740,1,1200,0,2,47
1574161740,5,0,1,0,3
1574161740,5,4000,0,17,811
1574161740,1,8000,1,11,969
1574161740,7,500,1,0,2
1574161740,7,2000,0,0,1
1574161740,3,0,0,22,2419
1574161740,1,8000,0,4,988
1574161740,0,0,0,0,6
1574161740,1,4000,0,5,372
1574161740,255,4294967,0,0,4
1574161740,6,2000,1,0,5
1574161740,3,1200,0,51,1413
1574161740,6,0,1,0,16
1574161740,5,8000,1,17,1458
1574161740,1,500,0,3,38
1574161740,3,8000,0,29,4394
1574161740,3,6000,1,0,1
1574161740,1,0,1,0,2
1574161740,255,0,1,0,1
1574161740,5,500,0,26,1314
1574161740,255,-1,0,0,1
1574161740,5,1200,0,45,2520
1574161740,3,4000,1,851,101918
1574161740,255,0,2,0,14
1574161800,4,0,1,0,1
1574161800,3,0,1,0,26
1574161800,1,1200,0,0,36
1574161800,5,4000,0,15,783
1574161800,3,500,1,236,12531
1574161800,1,4000,1,13,1112
1574161800,3,1200,1,330,14109
1574161800,5,2000,1,94,4825
1574161800,5,500,0,32,1315
1574161800,1,2000,0,2,221
1574161800,3,8000,1,177,17575
1574161800,7,-1,0,0,1
1574161800,1,500,1,8,252
1574161800,3,8000,0,24,4251
1574161800,0,0,0,0,6
1574161800,3,1200,0,46,1356
1574161800,7,2000,0,0,1
1574161800,1,8000,1,10,940
1574161800,5,4000,1,92,5500
1574161800,5,2000,0,120,8012
1574161800,5,500,1,32,707
1574161800,8,0,1,0,1
1574161800,8,0,0,0,1
1574161800,6,1200,1,0,1
1574161800,3,4000,1,922,96916
1574161800,1,1200,1,12,254
1574161800,255,0,1,0,3
1574161800,1,8000,0,4,945
1574161800,6,0,1,0,5
1574161800,5,1200,0,45,2398
1574161800,5,1200,1,29,1079
1574161800,7,2000,1,0,1
1574161800,3,4000,0,213,15838
1574161800,1,2000,1,22,839
1574161800,5,0,0,0,12
1574161800,5,0,1,0,7
1574161800,255,-1,0,0,2
1574161800,6,2000,1,0,4
1574161800,1,0,0,0,12
1574161800,255,4294967,0,0,6
1574161800,3,2000,0,166,4315
1574161800,3,0,0,32,2320
1574161800,4,2000,1,0,1
1574161800,5,8000,1,21,1343
1574161800,5,8000,0,10,1144
1574161800,1,500,0,2,34
1574161800,1,4000,0,6,335
1574161800,255,0,2,0,13
1574161800,8,2000,1,0,1
1574161800,3,500,0,52,658
1574161800,3,2000,1,1205,63094
1574161860,1,2000,1,30,806
1574161860,6,0,1,0,10
1574161860,255,0,1,0,2
1574161860,1,8000,1,10,941
1574161860,3,1200,1,331,14209
1574161860,255,-1,0,0,1
1574161860,5,0,0,0,9
1574161860,5,4000,0,16,807
1574161860,8,0,1,0,2
1574161860,1,500,0,7,38
1574161860,5,0,1,0,5
1574161860,3,-1,1,0,1
1574161860,1,1200,0,1,34
1574161860,255,0,2,0,13
1574161860,3,0,0,39,2335
1574161860,5,500,0,38,1309
1574161860,255,4294967,0,0,6
1574161860,0,0,0,0,6
1574161860,1,8000,0,3,888
1574161860,1,4000,0,8,344
1574161860,3,8000,0,30,4153
1574161860,3,0,1,0,27
1574161860,1,1200,1,9,248
1574161860,3,2000,1,1194,63161
1574161860,3,8000,1,177,17436
1574161860,5,1200,0,48,2433
1574161860,1,4000,1,14,1087
1574161860,3,-1,0,0,2
1574161860,5,8000,0,15,1149
1574161860,4,8000,1,0,1
1574161860,5,1200,1,35,1008
1574161860,5,2000,0,98,8199
1574161860,8,1200,1,0,1
1574161860,4,0,1,1,6
1574161860,1,0,0,0,12
1574161860,3,1200,0,43,1327
1574161860,5,4000,1,86,5257
1574161860,7,0,1,0,1
1574161860,5,500,1,36,718
1574161860,3,4000,0,206,15574
1574161860,3,500,0,42,653
1574161860,6,2000,1,0,3
1574161860,1,2000,0,4,230
1574161860,3,4000,1,880,96058
1574161860,5,8000,1,21,1296
1574161860,3,500,1,315,12531
1574161860,5,2000,1,105,4690
1574161860,1,500,1,10,236
1574161860,3,2000,0,204,4293
1574161860,7,4000,0,0,1
1574161860,4,2000,1,0,2
1574161920,1,0,1,0,1
1574161920,5,8000,1,9,1247
1574161920,255,4294967,0,0,7
1574161920,1,500,1,7,237
1574161920,1,1200,0,2,31
1574161920,3,0,1,1,47
1574161920,1,4000,1,12,1040
1574161920,5,0,1,0,11
1574161920,8,2000,1,0,1
1574161920,1,8000,1,12,923
1574161920,3,4000,1,1014,94825
1574161920,3,2000,0,192,4315
1574161920,6,2000,0,0,1
1574161920,5,1200,0,57,2423
1574161920,255,-1,0,0,1
1574161920,3,-1,0,0,2
1574161920,6,0,1,0,6
1574161920,1,2000,0,4,225
1574161920,255,0,1,0,2
1574161920,6,1200,0,0,1
1574161920,3,500,1,256,12402
1574161920,8,0,1,0,1
1574161920,4,8000,1,0,1
1574161920,3,4000,0,203,15449
1574161920,5,1200,1,22,964
1574161920,1,1200,1,7,265
1574161920,5,2000,1,112,4503
1574161920,5,500,0,36,1304
1574161920,5,0,0,0,13
1574161920,3,8000,0,22,4119
1574161920,1,8000,0,5,916
1574161920,7,2000,1,0,2
1574161920,0,0,0,0,6
1574161920,1,2000,1,26,758
1574161920,6,2000,1,0,2
1574161920,3,2400,0,1,1
1574161920,3,1200,1,363,14244
1574161920,5,4000,0,21,793
