min,cdn,bitrate,p2p,device,isp,value,cnt
1591160820,7,500,1,ios,联通,0,12
1591160820,3,2000,1,webh5,联通,0,6
1591160820,3,0,0,adr,联通,3,24
1591160820,7,2000,1,pc_exe,联通,0,72
1591160820,5,500,0,adr_tv,联通,0,3
1591160820,7,2000,1,webh5,海外,0,3
1591160820,3,500,1,ios,移动,1,14
1591160820,5,2000,1,ipad,电信,0,18
1591160820,7,500,1,pc_exe,海外,0,2
1591160820,7,2000,1,pc_exe,电信,4,162
1591160820,8,2000,1,adr,移动,0,15
1591160820,5,0,0,adr_tv,小运营商,0,3
1591160820,7,500,1,webh5,联通,0,17
1591160820,5,500,1,pc_exe,电信,2,3
1591160820,7,500,0,ios,海外,0,3
1591160820,3,2000,1,adr,联通,0,67
1591160820,3,2000,0,webh5,联通,0,2
1591160820,7,2000,0,pc_exe,小运营商,0,3
1591160820,5,500,1,ipad,联通,1,8
1591160820,5,2000,0,ios,联通,1,98
1591160820,5,2000,1,adr,联通,1,245
1591160820,5,500,0,web,联通,0,3
1591160820,8,2000,1,ios,移动,1,6
1591160820,7,500,1,ipad,电信,0,6
1591160820,7,500,0,webh5,电信,0,3
1591160820,7,500,0,adr,海外,0,3
1591160820,5,2000,0,adr_tv,移动,3,3
1591160820,5,2000,1,webh5,联通,1,111
1591160820,3,2000,0,webh5,电信,0,5
1591160820,7,2000,1,pc_exe,未知,0,3
1591160820,7,500,1,adr,电信,4,76
1591160820,3,2000,1,ipad,电信,0,3
1591160820,7,500,1,webh5,移动,0,20
1591160820,7,2000,0,ios,移动,0,6
1591160820,8,500,1,ios,联通,0,3
1591160820,3,2000,0,ios,小运营商,0,1
1591160820,5,500,1,ipad,移动,0,3
1591160820,7,2000,0,pc_exe,未知,0,3
1591160820,7,2000,1,webh5,联通,0,138
1591160820,8,2000,1,webh5,联通,0,3
1591160820,5,500,1,adr,电信,6,81
1591160820,7,500,1,webh5,电信,1,76
1591160820,5,2000,0,adr,联通,0,3
1591160820,7,2000,1,ios,海外,1,3
1591160820,7,500,0,adr_tv,小运营商,0,3
1591160820,3,2000,0,pc_exe,联通,0,1
1591160820,5,500,1,webh5,移动,0,27
1591160820,7,0,0,adr_tv,移动,1,114
1591160820,3,2000,1,ios,小运营商,0,2
1591160820,5,2000,1,adr,电信,8,374
1591160820,3,2000,0,ios,移动,0,14
1591160820,7,500,1,adr,小运营商,0,3
1591160820,7,500,1,webh5,小运营商,0,4
1591160820,3,2000,1,ipad,联通,0,7
1591160820,7,2000,1,adr,海外,0,2
1591160820,5,2000,1,webh5,移动,1,72
1591160820,7,2000,0,adr,移动,0,3
1591160820,8,0,0,adr,电信,0,7
1591160820,5,2000,1,ios,电信,2,150
1591160820,3,0,0,adr_tv,移动,1,17
1591160820,7,2000,1,ios,小运营商,0,1
1591160820,8,500,1,webh5,电信,0,3
1591160820,3,500,0,ios,移动,0,3
1591160820,3,2000,1,pc_exe,移动,0,9
1591160820,7,2000,0,pc_exe,联通,0,55
1591160820,7,2000,1,pc_exe,移动,1,76
1591160820,3,500,1,ipad,电信,0,6
1591160820,3,0,1,ipad,电信,0,3
1591160820,7,2000,1,webh5,教育网,0,3
1591160820,5,2000,1,adr,小运营商,0,18
1591160820,5,500,1,webh5,海外,0,3
1591160820,7,2000,0,adr_tv,联通,1,3
1591160820,3,2000,1,adr,小运营商,0,9
1591160820,3,500,1,ios,电信,0,13
1591160820,8,2000,1,adr,联通,0,9
1591160820,5,2000,1,pc_exe,联通,4,67
1591160820,5,0,1,ios,移动,0,1
1591160820,7,500,1,adr,联通,4,42
1591160820,5,500,1,webh5,教育网,0,3
1591160820,7,0,0,adr,电信,0,178
1591160820,5,2000,1,ipad,移动,0,6
1591160820,5,2000,0,webh5,电信,33,41
1591160820,7,2000,0,webh5,移动,0,5
1591160820,3,500,0,adr,联通,0,9
1591160820,5,2000,0,adr_tv,电信,2,6
1591160820,7,2000,0,adr,电信,0,6
1591160820,5,2000,1,ios,移动,1,116
