min,cdn,bitrate,p2p,device,isp,value,cnt
1590855540,5,2000,1,ios,小运营商,3,96
1590855540,5,500,1,webh5,电信,0,5
1590855540,5,8000,1,adr,小运营商,0,32
1590855540,6,500,1,ipad,联通,0,15
1590855540,6,500,0,adr_tv,电信,0,6
1590855540,6,8000,1,adr,海外,0,9
1590855540,3,4000,1,adr,联通,1,108
1590855540,3,8000,1,ipad,小运营商,0,3
1590855540,3,0,0,adr,联通,0,7
1590855540,3,4000,0,ios,电信,0,3
1590855540,6,4000,1,ios,移动,10,932
1590855540,3,500,0,ios,联通,0,24
1590855540,5,2000,0,pc_exe,移动,0,5
1590855540,5,4000,1,ipad,移动,0,15
1590855540,3,500,1,adr,电信,7,196
1590855540,6,2000,0,ios,移动,4,43
1590855540,3,4000,1,pc_exe,海外,1,1
1590855540,6,500,0,adr,电信,1,80
1590855540,3,4000,1,webh5,小运营商,0,22
1590855540,5,4000,1,pc_exe,电信,1,46
1590855540,6,2000,0,ios,电信,1,52
1590855540,5,4000,0,pc_exe,联通,0,18
1590855540,6,4000,1,ios,电信,27,1382
1590855540,3,500,1,adr,移动,1,215
1590855540,5,2000,1,ios,海外,1,16
1590855540,5,8000,1,webh5,移动,0,26
1590855540,6,2000,1,ios,小运营商,3,132
1590855540,5,4000,1,pc_exe,移动,0,15
1590855540,5,2000,0,pc_exe,电信,0,1
1590855540,6,8000,1,ipad,电信,0,194
1590855540,5,2000,0,webh5,海外,0,3
1590855540,3,2000,1,ios,移动,16,682
1590855540,6,500,1,ios,联通,4,255
1590855540,6,2000,1,pc_exe,海外,2,28
1590855540,6,4000,0,ios,小运营商,0,3
1590855540,6,8000,0,web,小运营商,0,3
1590855540,3,2000,1,ipad,海外,1,20
1590855540,6,4000,0,adr,联通,0,32
1590855540,3,8000,0,web,电信,0,41
1590855540,6,8000,0,web,电信,0,9
1590855540,6,2000,1,ipad,海外,1,30
1590855540,6,500,1,adr,移动,28,1645
1590855540,3,2000,0,ios,电信,0,10
1590855540,3,2000,1,ios,电信,9,673
1590855540,6,4000,0,ios,电信,2,37
1590855540,5,8000,0,ios,联通,0,31
1590855540,5,4000,1,pc_exe,联通,0,6
1590855540,3,2000,1,adr,联通,10,647
1590855540,5,8000,1,adr,电信,3,445
1590855540,5,4000,1,webh5,联通,0,14
1590855540,6,8000,0,webh5,电信,0,78
1590855540,5,2000,0,adr,移动,2,274
1590855540,6,0,0,adr,联通,0,12
1590855540,6,8000,1,ipad,小运营商,0,15
1590855540,5,4000,0,ipad,联通,0,3
1590855540,5,8000,1,ios,联通,0,112
1590855540,3,8000,1,ipad,电信,0,56
1590855540,3,500,1,webh5,小运营商,0,6
1590855540,6,4000,0,ios,移动,0,20
1590855540,3,4000,1,ios,移动,0,58
1590855540,5,8000,1,pc_exe,未知,0,3
1590855540,3,500,0,adr_tv,电信,0,3
1590855540,6,500,0,adr,移动,2,94
1590855540,6,2000,1,ios,电信,48,3645
1590855540,6,2000,0,adr,联通,2,101
1590855540,5,2000,1,adr,未知,0,3
1590855540,6,500,1,webh5,移动,0,81
1590855540,3,8000,1,webh5,电信,0,197
1590855540,6,4000,1,ios,小运营商,0,30
1590855540,3,500,0,adr,移动,0,9
1590855540,3,4000,1,ios,小运营商,0,21
1590855540,5,2000,1,ipad,移动,0,69
1590855540,6,8000,1,webh5,电信,7,2325
1590855540,3,500,1,adr,小运营商,0,6
1590855540,3,2000,0,adr,联通,1,129
1590855540,5,4000,0,pc_exe,电信,0,15
1590855540,6,500,0,adr_tv,移动,2,9
1590855540,3,8000,0,web,移动,0,11
1590855540,5,2000,1,webh5,联通,0,19
1590855540,3,500,0,web,移动,0,3
1590855540,6,8000,1,pc_exe,小运营商,0,12
1590855540,5,500,1,adr,移动,7,333
1590855540,6,8000,1,ios,联通,5,331
1590855540,3,2000,0,pc_exe,联通,0,2
1590855540,3,2000,1,adr,未知,0,3
1590855540,5,2000,1,ipad,海外,0,6
1590855540,3,8000,1,webh5,移动,0,30
1590855540,5,8000,1,webh5,电信,0,143
1590855540,3,4000,0,pc_exe,电信,0,19
1590855540,3,4000,1,pc_exe,电信,1,25
1590855540,3,4000,1,ios,海外,0,4
1590855540,5,500,0,adr,移动,3,96
1590855540,4,0,1,adr,移动,0,1
1590855540,3,8000,1,adr,小运营商,1,34
1590855540,6,8000,0,adr_tv,移动,0,9
1590855540,6,2000,0,webh5,小运营商,0,15
1590855540,5,4000,1,ios,移动,11,230
1590855540,5,8000,0,pc_exe,小运营商,0,4
1590855540,6,2000,1,ipad,移动,5,488
1590855540,6,8000,1,webh5,移动,2,876
1590855540,5,2000,0,ios,电信,1,13
1590855540,6,2000,1,webh5,联通,1,1116
1590855540,6,2000,1,pc_exe,联通,5,266
1590855540,6,8000,1,adr,电信,12,1450
1590855540,5,8000,0,webh5,电信,0,2
1590855540,6,2000,1,pc_exe,电信,21,775
1590855540,5,2000,1,adr,联通,14,1086
1590855540,6,500,1,pc_exe,小运营商,0,3
1590855540,6,4000,0,adr_tv,小运营商,1,5
1590855540,3,8000,1,adr,电信,7,364
1590855540,3,500,0,adr,海外,0,6
1590855540,3,8000,0,ipad,联通,0,3
1590855540,3,2000,1,webh5,联通,0,6
1590855540,6,2000,0,pc_exe,移动,0,325
1590855540,5,2000,1,webh5,小运营商,0,3
1590855540,5,-1,0,adr_tv,移动,0,1
1590855540,5,2000,0,ios,小运营商,0,1
1590855540,6,8000,1,ipad,教育网,0,3
1590855540,6,8000,1,adr,移动,11,1236
1590855540,3,8000,1,webh5,小运营商,0,29
1590855540,6,2000,1,adr,教育网,0,30
1590855540,3,4000,0,adr_tv,小运营商,0,4
1590855540,3,4000,0,webh5,联通,0,1
1590855540,3,4000,0,pc_exe,联通,1,13
1590855540,6,500,0,web,电信,0,4
1590855540,3,4000,1,pc_exe,移动,0,6
1590855540,3,2000,1,ios,海外,1,33
1590855540,3,8000,0,webh5,电信,0,17
1590855540,6,500,0,ipad,电信,0,3
1590855540,6,4000,0,pc_exe,移动,0,59
1590855540,6,2000,1,adr,联通,39,3552
1590855540,5,2000,1,ios,移动,23,845
1590855540,3,4000,1,pc_exe,小运营商,0,3
1590855540,3,500,1,webh5,电信,0,6
1590855540,3,2000,0,pc_exe,电信,0,7
1590855540,5,2000,0,pc_exe,小运营商,0,3
1590855540,6,2000,1,webh5,海外,0,31
1590855540,5,8000,1,ipad,联通,0,3
1590855540,3,4000,0,ios,移动,1,4
1590855540,6,2000,0,pc_exe,教育网,0,6
1590855540,5,4000,1,adr,联通,0,403
