min,cdn,bitrate,p2p,value,cnt
1573863240,8,0,0,10,877
1573863240,8,500,1,23,873
1573863240,3,2000,0,1,15
1573863240,3,500,1,0,10
1573863240,1,1200,0,3,12
1573863240,7,1200,0,0,2
1573863240,5,500,1,0,35
1573863240,8,2000,0,91,1557
1573863240,5,2000,0,1,469
1573863240,8,1200,0,30,207
1573863240,5,4000,0,0,8
1573863240,1,8000,1,1,34
1573863240,255,0,0,0,1
1573863240,1,0,0,0,15
1573863240,5,0,1,0,1
1573863240,3,8000,0,0,1
1573863240,3,0,1,0,1
1573863240,5,0,0,2,9
1573863240,1,8000,0,0,7
1573863240,3,1200,1,0,6
1573863240,8,-1,0,0,3
1573863240,1,2000,1,3,15
1573863240,255,0,2,0,3
1573863240,8,4000,1,32,2139
1573863240,5,1200,1,0,107
1573863240,8,4000,0,60,781
1573863240,5,1200,0,0,209
1573863240,1,2000,0,0,8
1573863240,1,500,1,0,6
1573863240,3,1200,0,1,12
1573863240,1,4000,1,0,13
1573863240,8,8000,0,0,96
1573863240,3,0,0,3,11
1573863240,1,4000,0,4,12
1573863240,3,4000,0,0,6
1573863240,5,8000,0,0,11
1573863240,8,8000,1,12,310
1573863240,5,500,0,2,138
1573863240,1,1200,1,0,11
1573863240,7,0,1,0,1
1573863240,5,4000,1,1,179
1573863240,5,2000,1,2,264
1573863240,3,4000,1,0,17
1573863240,3,2000,1,4,37
1573863240,3,8000,1,0,9
1573863240,8,1200,1,19,1083
1573863240,3,500,0,0,5
1573863240,8,2000,1,69,3458
1573863240,5,8000,1,3,25
1573863240,8,500,0,8,127
1573863240,8,0,1,0,3
1573863300,1,4000,1,0,17
1573863300,5,8000,1,2,25
1573863300,5,500,0,0,132
1573863300,1,8000,0,0,9
1573863300,8,2000,1,77,3764
1573863300,3,0,0,3,12
1573863300,8,500,1,21,920
1573863300,5,2000,1,6,293
1573863300,1,4000,0,4,17
1573863300,8,8000,0,2,102
1573863300,3,0,1,0,1
1573863300,5,0,0,0,9
1573863300,8,0,1,0,3
1573863300,1,2000,0,1,10
1573863300,8,2000,0,107,1581
1573863300,1,1200,1,3,14
1573863300,8,4000,0,60,778
1573863300,5,1200,0,0,224
1573863300,3,500,0,0,6
1573863300,8,4000,1,33,2300
1573863300,5,1200,1,2,119
1573863300,1,2000,1,1,16
1573863300,3,2000,1,1,34
1573863300,255,0,2,0,1
1573863300,8,-1,0,0,1
1573863300,3,1200,1,0,6
1573863300,3,1200,0,0,9
1573863300,1,500,1,0,6
1573863300,8,500,0,10,143
1573863300,3,500,1,0,11
1573863300,5,8000,0,0,17
1573863300,1,0,0,0,15
1573863300,3,4000,1,0,17
1573863300,3,4000,0,2,11
1573863300,3,-1,0,1,1
1573863300,8,1200,0,20,218
1573863300,5,4000,0,0,9
1573863300,3,8000,0,0,1
1573863300,5,4000,1,1,199
1573863300,5,2000,0,8,523
1573863300,8,1200,1,26,1145
1573863300,1,8000,1,2,33
1573863300,8,0,0,14,929
1573863300,5,500,1,0,40
1573863300,1,1200,0,3,12
1573863300,8,8000,1,11,321
1573863300,3,8000,1,0,9
1573863300,3,2000,0,1,22
1573863360,3,0,0,3,13
1573863360,5,2000,1,6,330
1573863360,5,4000,0,0,13
1573863360,5,1200,1,4,116
1573863360,8,4000,1,45,2378
1573863360,3,8000,1,0,17
1573863360,1,2000,1,0,16
1573863360,3,4000,0,0,10
1573863360,1,0,0,0,15
1573863360,255,0,2,0,2
1573863360,3,4000,1,1,13
1573863360,8,-1,0,0,4
1573863360,8,500,1,26,992
1573863360,3,1200,1,0,6
1573863360,5,8000,0,0,17
1573863360,8,2000,0,101,1664
1573863360,8,8000,1,14,341
1573863360,3,500,0,0,4
1573863360,3,2000,0,5,31
1573863360,8,4000,0,61,826
1573863360,5,1200,0,0,223
1573863360,1,4000,0,6,18
1573863360,5,4000,1,5,200
1573863360,8,0,0,12,973
1573863360,8,8000,0,4,106
1573863360,1,8000,0,0,9
1573863360,1,1200,0,4,12
1573863360,5,2000,0,6,587
1573863360,3,1200,0,0,10
1573863360,5,500,0,1,153
1573863360,5,500,1,0,37
1573863360,1,2000,0,0,12
1573863360,8,0,1,0,4
1573863360,3,500,1,0,13
1573863360,8,1200,1,29,1236
1573863360,3,8000,0,0,2
1573863360,1,500,1,0,6
1573863360,1,1200,1,1,15
1573863360,8,1200,0,37,240
1573863360,5,0,0,3,8
1573863360,5,8000,1,0,26
1573863360,3,2000,1,1,37
1573863360,5,0,1,0,1
1573863360,1,8000,1,3,37
1573863360,8,500,0,10,160
1573863360,8,2000,1,98,3989
1573863360,3,0,1,0,1
1573863360,1,4000,1,0,16
1573863420,3,1200,1,0,6
1573863420,8,2000,0,111,1714
1573863420,3,500,0,0,3
1573863420,3,2000,1,2,39
1573863420,1,8000,1,1,35
1573863420,5,2000,0,6,609
1573863420,3,0,1,0,1
1573863420,3,4000,1,0,16
