min,cdn,p2p,bitrate,device,value,cnt
1583139600,5,0,0,C1,26,2574
1583139600,5,0,500,C3,13,671
1583139600,3,0,2500,C2,0,4
1583139600,5,0,2000,C6,0,3
1583139600,5,0,2500,C6,1,12
1583139600,3,0,500,C5,0,7
1583139600,3,0,2500,C1,0,8
1583139600,5,1,0,C5,0,1
1583139600,5,0,2500,C1,1,24
1583139600,5,0,2000,C3,8,737
1583139600,3,1,0,C5,0,1
1583139600,5,0,500,C1,53,2319
1583139600,5,0,2500,C5,0,34
1583139600,5,0,500,C6,0,42
1583139600,3,0,4000,C3,0,9
1583139600,3,0,2000,C5,0,2
1583139600,5,0,0,C3,0,1
1583139600,3,0,4000,C8,0,11
1583139600,3,0,4000,C1,0,5
1583139600,5,0,2500,C7,0,9
1583139600,5,0,4000,C6,2,91
1583139600,5,0,4000,C1,3,18
1583139600,5,0,2000,C7,0,9
1583139600,5,0,500,C5,0,30
1583139600,5,0,4000,C2,1,34
1583139600,5,0,4000,C8,0,482
1583139600,3,0,500,C3,1,92
1583139600,5,0,2000,C1,3,179
1583139600,3,0,500,C1,9,298
1583139600,5,0,2500,C3,5,111
1583139600,5,0,2500,C8,0,213
1583139600,3,0,2000,C1,0,8
1583139600,5,0,4000,C3,17,99
1583139600,3,0,2500,C5,0,6
1583139600,5,0,2000,C5,0,15
1583139600,3,0,500,C2,0,1
1583139600,5,0,2500,C2,5,32
1583139600,3,0,2000,C3,4,55
1583139600,5,0,500,C8,0,115
1583139600,5,0,0,C5,0,2
1583139600,5,0,500,C2,0,15
1583139600,3,0,4000,C2,0,4
1583139600,255,0,4294967,C1,0,5
1583139600,5,0,4000,C5,0,3
1583139600,3,0,0,C1,22,246
1583139600,3,0,4000,C6,0,11
1583139600,3,0,2500,C6,0,2
1583139600,3,0,2500,C8,0,1
1583139600,3,0,2500,C3,1,13
1583139660,3,0,2500,C6,0,1
1583139660,5,0,4000,C1,5,15
1583139660,3,0,500,C1,12,288
1583139660,5,0,4000,C3,6,85
1583139660,5,0,500,C1,48,2201
1583139660,5,0,2500,C1,1,24
1583139660,3,0,500,C8,1,3
1583139660,5,0,0,C5,0,2
1583139660,5,0,2500,C6,0,15
1583139660,5,0,500,C5,2,23
1583139660,7,1,0,C5,0,1
1583139660,5,0,2500,C7,0,10
1583139660,3,0,2000,C3,10,49
1583139660,3,0,4000,C3,3,9
1583139660,5,0,500,C2,0,17
1583139660,5,0,500,C8,0,98
1583139660,3,0,2500,C1,0,6
1583139660,5,0,4000,C5,0,3
1583139660,3,0,2000,C1,1,5
1583139660,5,0,4000,C2,0,34
1583139660,5,0,2000,C7,0,11
1583139660,3,0,2500,C8,0,1
1583139660,5,0,2000,C1,4,170
1583139660,3,1,500,C1,0,1
1583139660,3,0,2500,C5,0,4
1583139660,5,0,2000,C6,0,3
1583139660,3,0,4000,C1,0,3
1583139660,3,0,500,C3,5,94
1583139660,5,0,2500,C8,0,184
1583139660,5,0,2500,C5,0,31
1583139660,3,0,0,C1,31,208
1583139660,5,0,500,C6,0,39
1583139660,3,0,4000,C6,0,12
1583139660,5,0,4000,C8,0,405
1583139660,5,0,2500,C3,8,93
1583139660,5,0,4000,C6,0,77
1583139660,3,0,2500,C3,1,12
1583139660,3,0,4000,C2,0,3
1583139660,5,0,2000,C5,0,16
1583139660,3,0,500,C5,0,4
1583139660,5,0,500,C3,25,650
1583139660,5,0,2000,C3,14,694
1583139660,5,0,0,C1,35,2496
1583139660,3,0,4000,C8,0,9
1583139660,5,1,500,C6,0,1
1583139660,255,0,4294967,C1,0,2
1583139660,5,0,2500,C2,5,35
1583139720,3,0,4000,C1,0,3
1583139720,3,0,2500,C1,0,6
1583139720,3,0,4000,C3,2,9
1583139720,5,0,2500,C1,2,22
1583139720,5,0,2500,C7,0,10
1583139720,5,0,2500,C5,1,32
