min,cdn,bitrate,p2p,value,cnt
1573868040,5,2000,0,54,201
1573868040,3,0,0,0,3
1573868040,5,4000,0,3,245
1573868040,3,4000,0,0,13
1573868040,5,1200,1,9,352
1573868040,5,0,0,0,66
1573868040,3,500,1,0,8
1573868040,5,500,0,1,47
1573868040,3,1200,1,0,5
1573868040,5,500,1,5,342
1573868040,3,2000,0,0,9
1573868040,5,1200,0,11,59
1573868040,5,4000,1,33,1812
1573868040,5,2000,1,25,1492
1573868040,3,1200,0,0,3
1573868040,3,500,0,0,1
1573868040,3,2000,1,0,38
1573868040,3,4000,1,0,59
1573868100,5,0,0,0,68
1573868100,5,4000,1,34,1832
1573868100,3,1200,0,0,3
1573868100,3,0,0,0,3
1573868100,5,2000,0,6,208
1573868100,5,2000,1,24,1481
1573868100,3,2000,1,0,37
1573868100,5,500,0,0,56
1573868100,3,500,0,0,3
1573868100,5,500,1,5,345
1573868100,3,4000,1,0,60
1573868100,3,4000,0,0,12
1573868100,5,1200,1,3,354
1573868100,5,4000,0,0,232
1573868100,3,1200,1,0,6
1573868100,3,2000,0,0,10
1573868100,3,500,1,0,10
1573868100,5,1200,0,1,61
1573868160,3,2000,1,0,38
1573868160,5,1200,0,0,63
1573868160,3,4000,1,0,60
1573868160,3,4000,0,0,14
1573868160,3,1200,0,0,3
1573868160,5,4000,1,36,1828
1573868160,3,500,0,0,3
1573868160,5,500,1,4,373
1573868160,5,2000,0,8,226
1573868160,3,500,1,0,8
1573868160,5,2000,1,24,1482
1573868160,5,500,0,1,61
1573868160,5,0,0,0,67
1573868160,5,1200,1,5,345
1573868160,3,1200,1,0,6
1573868160,3,2000,0,0,12
1573868160,3,0,0,0,1
1573868160,5,4000,0,3,238
1573868220,3,500,1,0,10
1573868220,5,4000,1,41,1839
1573868220,3,500,0,0,3
1573868220,3,2000,1,0,38
1573868220,3,2000,0,0,12
1573868220,5,2000,1,29,1468
1573868220,5,4000,0,0,244
1573868220,3,1200,1,0,6
1573868220,5,500,0,1,69
1573868220,3,0,1,0,1
1573868220,5,2000,0,9,224
1573868220,5,500,1,1,353
1573868220,3,0,0,0,1
1573868220,3,1200,0,0,3
1573868220,3,4000,0,0,12
1573868220,5,1200,1,2,356
1573868220,5,0,0,0,71
1573868220,3,4000,1,0,61
1573868220,5,1200,0,1,61
1573868220,4,4000,1,0,1
1573868280,5,4000,0,1,246
1573868280,3,2000,0,0,10
1573868280,3,1200,1,0,6
1573868280,5,4000,1,39,1865
1573868280,5,1200,0,2,66
1573868280,3,2000,1,0,42
1573868280,3,1200,0,0,3
1573868280,3,0,0,0,6
1573868280,5,2000,0,10,228
1573868280,5,500,0,2,68
1573868280,3,4000,1,0,61
1573868280,5,2000,1,25,1479
1573868280,5,1200,1,4,362
1573868280,3,4000,0,1,15
1573868280,5,500,1,3,370
1573868280,3,500,1,0,10
1573868280,3,500,0,0,3
1573868280,5,0,0,0,71
1573868340,3,1200,1,0,6
1573868340,3,500,1,0,10
1573868340,5,4000,1,40,1859
1573868340,5,2000,0,13,240
1573868340,3,4000,1,0,61
1573868340,5,1200,0,1,65
1573868340,3,500,0,0,3
1573868340,3,4000,0,0,13
1573868340,3,1200,0,0,3
1573868340,3,2000,0,0,10
1573868340,5,500,0,1,68
1573868340,5,500,1,1,363
1573868340,3,2000,1,0,44
1573868340,5,0,0,1,69
1573868340,5,2000,1,35,1491
1573868340,3,0,0,0,4
1573868340,5,0,1,0,1
1573868340,5,4000,0,0,250
1573868340,5,1200,1,5,358
1573868400,3,500,1,0,9
1573868400,3,2000,0,0,9
1573868400,5,0,0,0,66
1573868400,3,0,0,0,3
1573868400,3,4000,1,0,59
1573868400,5,500,1,7,358
1573868400,5,500,0,0,65
1573868400,5,2000,1,31,1505
1573868400,5,1200,0,5,77
1573868400,5,1200,1,8,352
1573868400,3,1200,0,0,3
1573868400,3,2000,1,0,45
1573868400,3,4000,0,0,14
1573868400,3,500,0,0,3
1573868400,5,2000,0,11,235
1573868400,5,4000,1,37,1841
1573868400,5,4000,0,3,248
1573868400,3,1200,1,0,6
1573868460,3,4000,1,0,58
1573868460,5,500,0,0,63
1573868460,5,4000,1,35,1851
1573868460,5,0,0,0,69
1573868460,5,2000,1,24,1551
1573868460,3,500,1,0,10
1573868460,3,1200,0,0,3
1573868460,3,4000,0,0,14
1573868460,5,1200,0,3,83
1573868460,5,2000,0,9,241
1573868460,3,1200,1,0,6
1573868460,5,500,1,5,361
1573868460,3,0,0,0,3
1573868460,5,4000,0,2,229
1573868460,5,1200,1,10,365
1573868460,3,2000,1,0,40
1573868460,3,2000,0,0,8
1573868460,3,500,0,0,2
1573868520,5,1200,0,1,80
1573868520,5,4000,1,30,1883
1573868520,3,2000,0,0,6
1573868520,3,0,0,0,3
1573868520,3,4000,1,0,67
1573868520,3,1200,0,0,3
1573868520,5,0,0,0,70
1573868520,3,1200,1,0,6
1573868520,5,500,0,1,63
1573868520,3,500,1,0,3
1573868520,5,1200,1,3,351
1573868520,5,500,1,7,387
1573868520,3,4000,0,0,11
1573868520,5,4000,0,1,235
1573868520,3,500,0,0,3
1573868520,3,2000,1,0,46
1573868520,5,2000,1,21,1588
1573868520,5,2000,0,10,250
1573868580,5,4000,0,1,229
1573868580,5,500,1,9,397
1573868580,5,500,0,0,63
1573868580,5,2000,0,9,261
1573868580,5,4000,1,32,1892
1573868580,3,1200,0,0,3
1573868580,3,0,0,0,3
1573868580,3,1200,1,0,6
1573868580,3,4000,1,2,62
1573868580,5,0,0,0,71
1573868580,3,2000,0,0,6
1573868580,3,2000,1,0,43
1573868580,5,2000,1,27,1566
1573868580,3,500,0,0,3
1573868580,3,4000,0,0,10
1573868580,5,1200,1,7,325
1573868580,3,500,1,0,3
1573868580,5,1200,0,2,103
1573868640,5,1200,1,2,369
1573868640,5,2000,1,27,1624
1573868640,3,2000,1,0,44
