min,cdn,bitrate,p2p,value,cnt
1574170620,1,8000,1,53,1994
1574170620,5,8000,0,31,1733
1574170620,3,500,0,90,1397
1574170620,3,2000,1,3523,149163
1574170620,4,500,1,0,1
1574170620,5,500,1,71,1813
1574170620,4,2000,1,1,2
1574170620,4,8000,1,1,2
1574170620,5,2000,1,300,10545
1574170620,5,2000,0,405,21435
1574170620,3,8000,0,55,5407
1574170620,5,500,0,118,3387
1574170620,0,0,0,0,3
1574170620,3,1200,0,123,2386
1574170620,5,4000,1,234,11662
1574170620,5,4000,0,19,1856
1574170620,3,1200,1,1212,36330
1574170620,4,1200,1,0,1
1574170620,5,8000,1,80,2486
1574170620,7,0,1,0,1
1574170620,3,500,1,701,28320
1574170620,1,0,0,3,42
1574170620,255,4294967,0,0,18
1574170620,1,1200,0,3,75
1574170620,5,0,1,0,9
1574170620,1,8000,0,11,1054
1574170620,1,0,1,0,5
1574170620,5,0,0,0,22
1574170620,255,0,1,2,3
1574170620,1,1200,1,74,652
1574170620,6,0,1,0,5
1574170620,4,4000,1,0,1
1574170620,5,1200,0,197,6758
1574170620,3,4000,0,276,19233
1574170620,3,4000,1,2417,173312
1574170620,5,1200,1,99,2395
1574170620,4,2000,0,0,2
1574170620,8,2000,1,0,1
1574170620,6,0,0,0,1
1574170620,3,2000,0,332,7973
1574170620,1,4000,0,16,517
1574170620,3,8000,1,848,33723
1574170620,8,0,1,0,1
1574170620,1,500,0,11,86
1574170620,1,500,1,29,745
1574170620,4,0,1,1,10
1574170620,3,0,1,1,101
1574170620,255,0,2,0,6
1574170620,1,2000,0,12,373
1574170620,1,4000,1,71,2453
1574170620,1,2000,1,93,2185
1574170620,6,2000,0,0,3
1574170620,3,0,0,46,3283
1574170680,4,0,0,0,1
1574170680,3,0,1,1,66
1574170680,5,0,0,0,12
1574170680,5,1200,1,55,1521
1574170680,5,8000,1,42,1872
1574170680,6,1200,0,0,1
1574170680,7,0,1,0,1
1574170680,1,500,0,11,71
1574170680,5,4000,0,20,1376
1574170680,3,4000,0,220,17618
1574170680,1,0,0,3,35
1574170680,3,-1,0,0,1
1574170680,1,8000,0,20,996
1574170680,3,2000,1,2261,82454
1574170680,8,2000,0,0,2
1574170680,1,4000,1,35,1824
1574170680,3,2000,0,230,5695
1574170680,5,1200,0,65,3174
1574170680,8,500,1,0,1
1574170680,6,0,1,1,4
1574170680,3,4000,1,2011,116819
1574170680,3,500,0,68,856
1574170680,1,2000,1,32,1356
1574170680,1,0,1,0,3
1574170680,6,0,0,0,1
1574170680,3,500,1,352,15242
1574170680,255,0,0,0,2
1574170680,5,8000,0,16,1422
1574170680,1,4000,0,11,433
1574170680,1,2000,0,9,290
1574170680,3,8000,0,49,4754
1574170680,255,4294967,0,0,17
1574170680,1,1200,0,0,58
1574170680,7,2000,0,0,1
1574170680,1,750,1,0,1
1574170680,3,8000,1,490,24135
1574170680,6,2000,1,0,1
1574170680,5,500,1,41,1144
1574170680,4,0,1,0,5
1574170680,5,2000,1,223,6812
1574170680,5,2000,0,191,11216
1574170680,5,500,0,68,1654
1574170680,1,500,1,21,398
1574170680,8,0,0,0,1
1574170680,5,0,1,0,2
1574170680,1,1200,1,26,316
1574170680,3,0,0,31,2706
1574170680,5,4000,1,161,7950
1574170680,255,0,2,0,6
1574170680,3,1200,1,549,17921
1574170680,4,1200,1,0,1
1574170680,3,1200,0,77,1640
1574170680,0,0,0,0,3
1574170680,1,8000,1,18,1454
1574170680,3,-1,1,0,1
1574170740,5,4000,1,133,5731
1574170740,255,0,0,0,1
1574170740,8,2000,0,0,2
1574170740,1,8000,1,12,1002
1574170740,5,8000,0,15,1130
1574170740,5,1200,1,38,1063
1574170740,6,0,1,0,7
1574170740,7,0,0,0,1
1574170740,3,1200,1,330,11413
1574170740,5,8000,1,35,1430
1574170740,5,4000,0,18,920
1574170740,3,500,1,237,10505
1574170740,3,4000,1,1268,83174
1574170740,1,0,1,0,2
1574170740,3,2000,1,1313,54512
1574170740,5,1200,0,40,1842
1574170740,8,2000,1,0,1
1574170740,3,4000,0,177,15455
1574170740,3,2000,0,168,4340
1574170740,255,0,1,0,2
1574170740,3,500,0,46,616
1574170740,4,2000,1,0,2
1574170740,5,2000,1,138,4851
1574170740,3,0,1,0,51
1574170740,1,4000,0,6,354
1574170740,1,8000,0,15,869
1574170740,8,0,1,0,3
1574170740,4,0,1,0,1
1574170740,3,0,0,22,2286
1574170740,3,8000,0,24,3951
1574170740,3,-1,0,0,2
1574170740,5,2000,0,110,6757
1574170740,1,4000,1,19,1214
1574170740,1,500,0,7,44
1574170740,1,2000,0,6,250
1574170740,1,500,1,16,274
1574170740,3,8000,1,315,16972
1574170740,1,2000,1,31,869
1574170740,6,2000,1,0,4
1574170740,5,500,1,25,743
1574170740,255,0,2,0,4
1574170740,5,0,1,0,6
1574170740,1,0,0,0,27
1574170740,1,1200,0,0,55
1574170740,6,1200,1,0,1
1574170740,255,4294967,0,0,14
1574170740,3,1200,0,36,1240
1574170740,5,500,0,25,967
1574170740,1,1200,1,8,178
1574170740,5,0,0,1,13
1574170740,0,0,0,0,3
1574170800,8,2000,1,0,1
1574170800,6,2000,0,0,2
1574170800,5,8000,1,29,1260
1574170800,3,500,1,218,9423
1574170800,1,8000,1,15,860
1574170800,5,2000,0,95,5590
1574170800,255,0,1,0,1
1574170800,6,0,1,0,5
1574170800,3,2000,0,183,3957
1574170800,1,500,1,9,235
1574170800,5,500,1,27,616
1574170800,5,1200,0,38,1556
1574170800,3,0,1,2,54
1574170800,3,8000,1,221,14817
1574170800,3,-1,0,0,1
1574170800,255,-1,0,0,1
1574170800,3,4000,1,1058,73534
1574170800,3,1200,0,46,1085
1574170800,5,4000,1,100,4920
1574170800,1,2000,0,6,251
1574170800,1,0,1,0,5
1574170800,1,4000,1,17,1039
