min,cdn,bitrate,p2p,value,cnt
1570284720,6,2000,1,0,1
1570284720,255,0,0,0,1
1570284720,7,4000,0,41,672
1570284720,3,8000,0,0,122
1570284720,7,0,1,0,9
1570284720,3,0,1,0,5
1570284720,3,-1,0,0,1
1570284720,3,500,0,4,33
1570284720,5,500,0,7,370
1570284720,3,2000,1,3,302
1570284720,3,4000,1,3,106
1570284720,5,1200,1,10,354
1570284720,3,0,0,0,16
1570284720,5,500,1,6,166
1570284720,5,1200,0,21,639
1570284720,6,2000,0,0,1
1570284720,5,0,0,0,4
1570284720,7,1200,0,21,390
1570284720,4,4000,1,0,1
1570284720,7,8000,0,9,288
1570284720,3,8000,1,9,279
1570284720,5,0,1,0,2
1570284720,5,2000,1,28,1308
1570284720,6,0,1,0,1
1570284720,5,8000,0,0,118
1570284720,7,4000,1,36,2074
1570284720,7,0,0,29,661
1570284720,3,1200,0,3,54
1570284720,5,2000,0,23,1350
1570284720,7,500,0,32,146
1570284720,7,500,1,96,3006
1570284720,3,2000,0,3,91
1570284720,4,1200,1,0,1
1570284720,7,1200,1,105,4723
1570284720,255,4294967,0,0,1
1570284720,4,0,1,0,3
1570284720,5,4000,1,11,179
1570284720,5,4000,0,5,76
1570284720,4,500,1,1,1
1570284720,3,500,1,0,76
1570284720,3,1200,1,1,66
1570284720,7,2000,1,447,20723
1570284720,6,0,0,0,1
1570284720,7,2000,0,36,1538
1570284720,5,8000,1,5,323
1570284720,7,8000,1,86,3775
1570284720,3,4000,0,5,53
1570284780,3,4000,1,1,94
1570284780,5,1200,1,12,376
1570284780,5,4000,0,4,75
1570284780,3,2000,0,3,104
1570284780,7,1200,1,141,4855
1570284780,5,1200,0,12,680
1570284780,3,4000,0,7,59
1570284780,3,1200,1,1,61
1570284780,4,500,1,1,3
1570284780,7,8000,0,7,309
1570284780,5,2000,1,26,1299
1570284780,3,500,1,1,80
1570284780,5,8000,1,10,338
1570284780,3,8000,0,2,115
1570284780,7,0,0,17,680
1570284780,3,1200,0,2,55
1570284780,5,2000,0,7,1381
1570284780,5,500,0,11,411
1570284780,7,8000,1,84,4000
1570284780,5,0,1,0,4
1570284780,7,2000,1,424,21070
1570284780,7,500,0,19,150
1570284780,7,0,1,0,3
1570284780,7,4000,0,38,674
1570284780,3,0,0,0,14
1570284780,3,0,1,0,5
1570284780,3,8000,1,8,276
1570284780,255,4294967,0,0,1
1570284780,7,500,1,79,3054
1570284780,5,8000,0,0,123
1570284780,3,500,0,2,32
1570284780,7,1200,0,13,378
1570284780,5,0,0,0,5
1570284780,7,4000,1,37,2128
1570284780,6,0,1,0,1
1570284780,5,4000,1,11,194
1570284780,4,2000,1,0,2
1570284780,3,2000,1,6,315
1570284780,7,2000,0,51,1556
1570284780,7,-1,0,0,1
1570284780,5,500,1,7,167
1570284840,6,0,1,0,1
1570284840,5,0,0,0,3
1570284840,3,4000,1,3,104
1570284840,5,1200,0,13,682
1570284840,7,4000,1,41,2170
1570284840,3,500,0,2,32
1570284840,5,0,1,0,2
1570284840,5,8000,1,10,343
1570284840,3,500,1,1,82
1570284840,3,4000,0,2,57
1570284840,4,500,1,1,3
1570284840,3,2000,1,8,315
1570284840,7,500,1,73,3084
1570284840,7,2000,0,64,1552
1570284840,3,2000,0,5,101
1570284840,5,8000,0,4,123
1570284840,7,8000,1,97,4155
1570284840,5,1200,1,14,386
1570284840,4,0,1,0,2
1570284840,3,0,0,0,12
1570284840,7,0,1,0,4
1570284840,8,1200,0,0,1
1570284840,5,500,1,14,165
1570284840,7,8000,0,2,295
1570284840,7,1200,0,16,359
1570284840,5,4000,1,9,194
1570284840,3,8000,1,3,259
1570284840,7,500,0,10,121
1570284840,7,2000,1,404,21333
1570284840,3,-1,0,0,1
1570284840,7,0,0,18,673
1570284840,5,4000,0,4,72
1570284840,5,2000,0,20,1402
1570284840,6,4000,0,0,1
1570284840,3,0,1,0,2
1570284840,5,2000,1,38,1342
1570284840,7,4000,0,45,686
1570284840,7,1200,1,150,5046
1570284840,3,8000,0,2,128
1570284840,5,500,0,7,422
1570284840,8,0,1,0,1
1570284840,3,1200,1,2,66
1570284840,3,1200,0,6,60
1570284900,7,1200,0,11,373
1570284900,5,8000,0,2,127
1570284900,3,500,0,0,36
1570284900,3,2000,1,8,346
1570284900,7,1200,1,143,5190
1570284900,3,1200,0,4,61
1570284900,5,1200,1,11,376
1570284900,5,4000,1,8,192
1570284900,7,2000,1,426,21754
1570284900,4,0,1,0,1
1570284900,3,0,1,0,5
1570284900,7,8000,0,6,305
1570284900,7,4000,0,50,690
1570284900,7,8000,1,95,4181
1570284900,5,0,0,0,3
1570284900,6,2000,0,0,1
1570284900,3,-1,0,0,1
1570284900,3,4000,0,4,61
1570284900,7,500,0,17,127
1570284900,3,2000,0,3,95
1570284900,255,4294967,0,0,1
1570284900,7,4000,1,34,2152
1570284900,3,500,1,2,86
1570284900,5,8000,1,4,346
1570284900,7,500,1,91,3146
1570284900,255,-1,0,0,1
1570284900,7,0,0,24,664
1570284900,5,2000,0,17,1449
1570284900,5,500,0,7,424
1570284900,5,2000,1,25,1403
1570284900,255,0,1,0,1
1570284900,5,4000,0,5,68
1570284900,3,0,0,0,13
1570284900,8,500,1,0,1
1570284900,6,0,1,0,1
1570284900,5,500,1,9,172
1570284900,3,8000,1,7,264
1570284900,5,1200,0,13,731
1570284900,8,0,1,0,1
1570284900,7,2000,0,51,1590
1570284900,3,4000,1,3,112
1570284900,7,0,1,1,5
1570284900,3,8000,0,1,113
1570284900,3,1200,1,3,67
1570284960,6,2000,0,0,1
1570284960,5,0,1,0,1
1570284960,3,8000,1,3,251
1570284960,5,4000,1,9,197
1570284960,255,4294967,0,0,3
1570284960,7,4000,1,30,2157
1570284960,3,0,1,1,7
1570284960,5,2000,0,20,1432
