min,cdn,bitrate,p2p,value,cnt
1575063660,3,1200,0,0,45
1575063660,3,2000,0,4,288
1575063660,5,2000,0,0,76
1575063660,1,2000,0,0,35
1575063660,5,2000,1,2,328
1575063660,5,500,0,0,43
1575063660,3,500,0,6,52
1575063660,5,500,1,0,103
1575063660,1,1200,1,0,27
1575063660,5,0,0,1,27
1575063660,1,2000,1,1,90
1575063660,5,1200,0,0,23
1575063660,1,1200,0,5,9
1575063660,3,1200,1,2,357
1575063660,1,500,0,0,9
1575063660,3,2000,1,27,2280
1575063660,1,500,1,0,34
1575063660,3,500,1,0,547
1575063660,1,0,0,1,45
1575063660,5,1200,1,0,69
1575063660,3,0,0,4,204
1575063720,1,500,1,0,33
1575063720,1,0,0,1,45
1575063720,3,2000,1,27,2284
1575063720,5,2000,0,15,75
1575063720,5,1200,1,0,78
1575063720,3,0,0,19,208
1575063720,1,2000,0,0,35
1575063720,3,2000,0,10,282
1575063720,5,0,0,8,27
1575063720,5,500,1,5,97
1575063720,1,2000,1,1,94
1575063720,1,1200,1,0,27
1575063720,3,500,1,11,542
1575063720,3,500,0,9,54
1575063720,3,1200,1,4,355
1575063720,1,1200,0,4,9
1575063720,1,500,0,2,9
1575063720,5,2000,1,6,333
1575063720,5,1200,0,7,21
1575063720,5,500,0,10,42
1575063720,3,1200,0,8,41
1575063780,5,2000,1,3,336
1575063780,5,0,0,1,27
1575063780,1,1200,1,0,27
1575063780,3,500,1,2,544
1575063780,5,500,1,3,97
1575063780,3,2000,1,21,2309
1575063780,1,2000,0,0,34
1575063780,1,2000,1,0,92
1575063780,5,2000,0,0,73
1575063780,3,1200,0,0,40
1575063780,3,2000,0,3,284
1575063780,5,500,0,0,42
1575063780,3,500,0,5,53
1575063780,3,0,0,5,207
1575063780,5,1200,0,0,21
1575063780,1,500,0,0,9
1575063780,3,1200,1,4,357
1575063780,5,1200,1,0,76
1575063780,1,1200,0,0,7
1575063780,1,500,1,0,35
1575063780,1,0,0,0,47
1575063840,3,1200,0,0,37
1575063840,3,1200,1,2,363
1575063840,1,1200,0,0,6
1575063840,3,500,0,5,50
1575063840,3,500,1,2,554
1575063840,5,2000,1,5,334
1575063840,5,500,1,1,105
1575063840,5,0,0,3,28
1575063840,1,500,0,0,9
1575063840,5,2000,0,0,79
1575063840,1,0,0,0,45
1575063840,3,2000,0,2,289
1575063840,1,500,1,0,34
1575063840,1,2000,0,0,35
1575063840,5,1200,1,1,76
1575063840,5,1200,0,0,20
1575063840,3,2000,1,14,2305
1575063840,1,2000,1,0,94
1575063840,1,1200,1,0,27
1575063840,3,0,0,4,207
1575063840,5,500,0,0,42
1575063900,5,2000,1,6,334
1575063900,5,2000,0,0,73
1575063900,3,0,0,5,207
1575063900,3,500,0,3,56
1575063900,5,500,1,0,106
1575063900,3,2000,0,0,284
1575063900,1,0,0,0,45
1575063900,3,1200,1,6,346
1575063900,1,1200,1,0,26
1575063900,3,500,1,6,531
1575063900,3,2000,1,18,2232
1575063900,5,500,0,0,40
1575063900,1,1200,0,0,6
1575063900,5,1200,1,0,65
1575063900,1,2000,1,2,94
1575063900,1,500,1,0,33
1575063900,1,2000,0,0,34
1575063900,1,500,0,0,7
1575063900,5,1200,0,0,18
1575063900,3,1200,0,0,44
1575063900,5,0,0,3,29
1575063960,5,1200,1,0,61
1575063960,3,1200,1,2,347
1575063960,3,500,0,4,54
1575063960,1,1200,0,0,6
1575063960,1,1200,1,0,24
1575063960,5,2000,1,3,313
1575063960,5,500,1,0,97
1575063960,1,500,0,0,6
