min,cdn,p2p,bitrate,device,value,cnt
1583636220,3,0,0,C2,12,325
1583636220,5,1,500,C8,2,194
1583636220,5,0,2500,C7,0,6
1583636220,3,0,4500,C2,0,76
1583636220,3,0,2500,C2,36,280
1583636220,5,0,2500,C6,3,116
1583636220,8,0,2500,C2,0,1
1583636220,3,1,4500,C5,0,6
1583636220,3,1,8000,C8,0,7
1583636220,3,1,2500,C8,0,48
1583636220,3,1,2500,C5,8,452
1583636220,5,0,8000,C5,0,4
1583636220,5,1,0,C5,0,16
1583636220,3,0,4500,C7,0,12
1583636220,4,1,0,C1,0,1
1583636220,3,1,500,C5,2,27
1583636220,3,0,2500,C7,0,27
1583636220,5,1,2500,C3,86,3729
1583636220,3,1,4500,C1,1,388
1583636220,3,0,8000,C3,0,3
1583636220,5,1,8000,C6,2,4
1583636220,3,1,8000,C3,1,55
1583636220,3,0,2500,C5,0,9
1583636220,5,0,500,C8,29,47
1583636220,5,0,8000,C6,3,137
1583636220,5,0,0,C8,0,3
1583636220,5,0,0,C2,3,211
1583636220,5,0,2500,C3,7,752
1583636220,3,1,4500,C8,0,83
1583636220,5,0,500,C2,4,73
1583636220,5,0,4500,C6,4,493
1583636220,5,1,500,C5,0,76
1583636220,3,0,8000,C7,0,12
1583636220,5,1,4500,C5,0,15
1583636220,5,0,8000,C3,0,26
1583636220,3,0,8000,C1,0,3
1583636220,5,1,8000,C8,1,125
1583636220,5,0,500,C7,0,1
1583636220,5,0,2500,C5,1,47
1583636220,5,0,2500,C1,43,3115
1583636220,3,0,4500,C3,3,103
1583636220,5,0,4500,C8,207,245
1583636220,3,1,8000,C1,2,77
1583636220,5,1,8000,C3,4,137
1583636220,5,0,4500,C1,10,1400
1583636220,3,0,500,C5,0,12
1583636220,5,1,2500,C5,7,988
1583636220,3,1,500,C1,10,307
1583636220,3,0,2500,C3,0,63
1583636220,5,1,8000,C1,2,229
1583636220,3,0,4500,C1,0,195
1583636220,5,1,2500,C6,0,9
1583636220,255,0,4294967,C1,0,2
1583636220,5,0,2500,C2,30,249
1583636220,3,0,500,C2,10,76
1583636220,5,0,8000,C7,0,42
1583636220,3,1,2500,C3,38,1142
1583636220,5,1,4500,C1,28,2763
1583636220,5,0,500,C6,0,39
1583636220,5,1,2500,C8,0,465
1583636220,3,0,500,C1,1,205
