min,cdn,bitrate,p2p,value,cnt
1575486960,5,500,0,0,73
1575486960,3,500,0,0,9
1575486960,5,500,1,1,83
1575486960,3,1200,1,4,277
1575486960,3,0,0,3,56
1575486960,5,2000,0,0,133
1575486960,3,2000,1,21,2108
1575486960,3,1200,0,0,30
1575486960,5,0,0,0,1
1575486960,5,1200,1,1,88
1575486960,5,2000,1,6,339
1575486960,5,1200,0,1,47
1575486960,3,500,1,4,462
1575486960,3,2000,0,2,164
1575487020,5,1200,1,0,81
1575487020,5,500,0,0,69
1575487020,3,0,0,3,55
1575487020,3,1200,0,0,31
1575487020,5,2000,1,2,324
1575487020,3,1200,1,3,283
1575487020,3,2000,0,0,164
1575487020,5,500,1,2,82
1575487020,3,2000,1,21,2086
1575487020,3,500,1,7,461
1575487020,3,500,0,0,10
1575487020,5,2000,0,0,131
1575487020,5,1200,0,1,47
1575487080,3,500,1,6,446
1575487080,5,1200,1,1,77
1575487080,3,2000,1,25,2029
1575487080,3,0,0,3,54
1575487080,5,2000,0,1,129
1575487080,3,2000,0,0,151
1575487080,5,500,1,2,77
1575487080,5,500,0,0,60
1575487080,3,500,0,0,12
1575487080,3,1200,1,5,277
1575487080,5,1200,0,3,48
1575487080,5,2000,1,0,318
1575487080,3,1200,0,0,30
1575487140,5,2000,1,0,308
1575487140,5,500,1,0,80
1575487140,5,500,0,0,60
1575487140,5,1200,0,0,43
1575487140,3,2000,1,14,1943
1575487140,3,500,0,0,12
1575487140,5,2000,0,0,125
1575487140,3,0,0,3,54
1575487140,5,1200,1,0,74
1575487140,3,500,1,7,436
1575487140,3,1200,0,0,27
1575487140,3,2000,0,1,143
1575487140,3,1200,1,4,263
1575487200,5,1200,0,1,43
1575487200,3,500,0,0,12
1575487200,3,1200,1,4,259
1575487200,5,500,0,0,59
1575487200,3,2000,0,0,152
1575487200,5,500,1,1,78
1575487200,3,500,1,5,429
1575487200,3,2000,1,26,1947
1575487200,3,0,0,3,54
1575487200,3,1200,0,0,30
1575487200,5,1200,1,1,68
1575487200,5,2000,1,1,326
1575487200,5,2000,0,0,130
1575487260,3,1200,1,7,255
1575487260,5,500,0,0,56
1575487260,3,500,0,0,12
1575487260,3,500,1,6,423
1575487260,5,2000,1,2,306
1575487260,3,0,0,3,54
1575487260,5,1200,1,4,67
1575487260,3,1200,0,0,32
1575487260,5,1200,0,1,44
1575487260,5,2000,0,0,135
1575487260,3,2000,0,0,148
1575487260,3,2000,1,25,1976
1575487260,5,500,1,0,78
