min,cdn,bitrate,p2p,device,isp,value,cnt
1591074180,7,500,1,ios,联通,0,1
1591074180,3,2000,1,ios,移动,0,10
1591074180,3,500,0,adr,联通,0,3
1591074180,3,2000,1,webh5,电信,0,2
1591074180,7,500,0,pc_exe,移动,0,3
1591074180,3,-1,0,adr_tv,联通,0,1
1591074180,3,4000,0,web,电信,0,3
1591074180,3,500,0,adr_tv,电信,0,6
1591074180,7,2000,1,pc_exe,联通,1,4
1591074180,7,4000,1,ios,海外,0,7
1591074180,3,4000,1,pc_exe,小运营商,0,3
1591074180,5,500,1,ios,电信,0,6
1591074180,5,4000,1,webh5,移动,0,2
1591074180,3,0,0,adr,电信,0,3
1591074180,7,4000,1,pc_exe,联通,0,51
1591074180,7,2000,1,ios,小运营商,1,3
1591074180,3,0,0,adr_tv,移动,1,71
1591074180,7,4000,1,adr,电信,3,273
1591074180,5,500,1,adr,海外,0,3
1591074180,3,4000,1,adr,电信,0,42
1591074180,7,0,0,adr,电信,0,9
1591074180,3,500,0,adr,移动,0,3
1591074180,7,4000,1,pc_exe,电信,3,86
1591074180,5,4000,0,pc_exe,联通,0,3
1591074180,3,500,1,adr,移动,0,2
1591074180,7,500,0,adr_tv,电信,0,12
1591074180,7,2000,1,webh5,小运营商,0,2
1591074180,5,500,0,adr,联通,0,29
1591074180,5,4000,1,pc_exe,联通,0,6
1591074180,7,0,0,adr_tv,移动,4,161
1591074180,5,0,0,adr_tv,移动,1,71
1591074180,3,4000,1,ios,移动,0,7
1591074180,3,500,0,adr_tv,小运营商,1,3
1591074180,7,2000,0,adr,电信,0,7
1591074180,8,0,0,ipad,联通,0,1
1591074180,5,4000,0,pc_exe,小运营商,0,1
1591074180,3,500,1,ios,移动,0,9
1591074180,7,2000,1,ipad,移动,0,16
1591074180,3,0,0,adr_tv,电信,2,82
1591074180,3,2000,1,ios,联通,1,5
1591074180,3,4000,1,adr,联通,0,21
1591074180,5,500,0,adr_tv,移动,0,4
1591074180,7,4000,1,adr,小运营商,0,43
1591074180,5,500,0,adr_tv,电信,0,3
1591074180,7,2000,1,adr,电信,7,270
1591074180,7,2000,0,adr,小运营商,0,3
1591074180,7,500,1,webh5,联通,0,19
1591074180,7,2000,1,pc_exe,电信,0,12
1591074180,5,4000,0,pc_exe,移动,0,6
1591074180,5,4000,1,webh5,电信,0,2
1591074180,7,2000,1,ipad,电信,0,18
1591074180,7,4000,0,pc_exe,联通,1,23
1591074180,3,2000,1,adr,移动,0,18
1591074180,5,4000,0,adr_tv,移动,0,3
1591074180,5,2000,1,adr,电信,1,40
1591074180,3,500,1,adr,联通,0,6
1591074180,3,4000,1,webh5,移动,0,6
1591074180,7,0,0,adr_tv,联通,3,52
1591074180,7,500,1,ipad,移动,0,3
1591074180,5,2000,0,adr_tv,小运营商,0,3
1591074180,5,2000,0,adr_tv,移动,0,27
1591074180,3,2000,0,webh5,电信,0,9
1591074180,5,2000,0,adr,电信,0,10
1591074180,7,2000,0,adr_tv,移动,3,55
1591074180,7,2000,1,ios,移动,1,42
1591074180,7,4000,1,ipad,电信,0,8
1591074180,7,0,0,adr_tv,未知,0,3
1591074180,5,500,1,adr,电信,0,12
1591074180,3,4000,0,adr_tv,电信,0,9
1591074180,7,4000,0,pc_exe,移动,0,27
1591074180,5,2000,0,ios,联通,0,26
1591074180,7,500,0,adr_tv,联通,0,7
1591074180,5,0,0,adr_tv,联通,2,12
1591074180,3,2000,1,adr,联通,3,14
1591074180,5,2000,1,ipad,电信,0,6
1591074180,3,2000,1,adr,电信,2,26
1591074180,5,2000,1,pc_exe,电信,0,6
1591074180,7,2000,0,adr_tv,小运营商,3,6
1591074180,7,500,1,webh5,移动,0,17
1591074180,5,4000,1,ipad,联通,0,6
1591074180,7,4000,1,ipad,移动,0,3
1591074180,7,2000,1,adr,教育网,0,5
1591074180,7,4000,1,webh5,小运营商,0,8
1591074180,7,4000,1,ios,电信,1,64
1591074180,5,2000,0,pc_exe,联通,0,3
1591074180,7,500,1,ipad,电信,0,6
1591074180,7,500,0,ios,联通,1,2
1591074180,7,2000,1,webh5,联通,0,28
1591074180,7,2000,0,ios,移动,0,1
1591074180,3,2000,0,adr_tv,联通,0,15
1591074180,5,4000,1,ios,电信,1,24
1591074180,7,500,1,pc_exe,电信,0,6
1591074180,7,500,1,adr,电信,0,29
1591074180,7,2000,1,webh5,移动,0,49
1591074180,7,4000,1,webh5,电信,1,127
1591074180,5,4000,1,adr,小运营商,0,6
1591074180,3,500,0,web,联通,0,3
1591074180,3,4000,0,web,联通,0,3
1591074180,7,4000,0,pc_exe,小运营商,0,8
1591074180,5,2000,1,ios,联通,0,7
1591074180,3,4000,1,pc_exe,联通,0,3
1591074180,5,2000,1,adr,教育网,0,3
1591074180,7,4000,0,webh5,移动,0,2
1591074180,3,2000,1,ipad,移动,0,3
1591074180,5,500,1,adr,移动,0,21
1591074180,5,2000,0,webh5,联通,0,2
1591074180,7,4000,1,adr,联通,3,134
1591074180,7,4000,1,ios,移动,1,25
