min,cdn,p2p,bitrate,device,value,cnt
1581747300,8,1,0,C5,0,7
1581747300,3,1,4500,C8,78,28084
1581747300,5,1,4500,C5,3,216
1581747300,6,1,2500,C5,0,1
1581747300,5,1,8000,C8,1,298
1581747300,5,0,4500,C6,7,491
1581747300,255,1,2500,C3,0,1
1581747300,3,0,500,C1,250,4094
1581747300,3,0,0,C2,82,4042
1581747300,5,0,4500,C2,4,147
1581747300,3,0,8000,C1,0,12
1581747300,5,1,4500,C6,6,18
1581747300,5,0,2500,C5,0,26
1581747300,3,0,500,C5,2,130
1581747300,255,1,500,C3,0,1
1581747300,5,0,500,C1,156,6436
1581747300,5,1,2500,C5,13,1205
1581747300,5,0,8000,C1,0,20
1581747300,8,1,0,C3,0,2
1581747300,3,1,0,C5,0,8
1581747300,3,1,500,C1,830,30448
1581747300,3,1,500,C8,3,1973
1581747300,5,1,500,C6,0,6
1581747300,5,0,8000,C7,0,15
1581747300,3,0,2500,C5,3,118
1581747300,3,1,8000,C3,59,1880
1581747300,7,1,2500,C5,0,2
1581747300,3,1,2500,C3,900,31887
1581747300,5,0,4500,C5,0,1
1581747300,5,0,2500,C8,1,36
1581747300,3,0,4500,C6,142,13213
1581747300,255,0,4500,C3,0,1
1581747300,3,1,500,C3,467,10467
1581747300,3,1,8000,C1,204,8073
1581747300,5,1,4500,C3,313,9014
1581747300,3,1,2500,C1,1997,107348
1581747300,5,0,4500,C3,21,494
1581747300,3,0,4500,C1,95,3645
1581747300,5,1,4500,C1,326,19328
1581747300,3,0,8000,C3,8,227
1581747300,5,1,2500,C1,534,27204
1581747300,5,0,-1,C2,0,1
1581747300,5,0,0,C3,3,12
1581747300,3,1,4500,C5,25,1118
1581747300,3,1,4500,C6,5,245
1581747300,5,1,500,C3,252,4276
1581747300,5,0,500,C8,0,15
1581747300,6,1,0,C5,0,1
1581747300,3,0,8000,C5,0,20
1581747300,7,0,0,C2,0,1
1581747300,3,0,500,C8,0,91
1581747300,3,1,0,C2,0,6
1581747300,3,0,-1,C2,0,3
1581747300,5,0,8000,C6,15,966
1581747300,5,1,2500,C6,0,3
1581747300,3,1,4500,C3,817,29919
1581747300,3,1,4500,C2,0,3
1581747300,3,0,0,C8,0,18
1581747300,255,1,4500,C3,1,2
1581747300,3,1,2500,C5,111,7922
1581747300,5,0,8000,C5,0,9
1581747300,3,1,2500,C6,0,46
1581747300,5,1,8000,C3,22,463
1581747300,3,0,0,C1,13,343
1581747300,3,1,500,C6,3,20
1581747300,5,0,2500,C2,69,289
1581747300,255,0,2500,C3,0,4
1581747300,4,1,0,C1,2,5
1581747300,5,1,4500,C8,3,928
1581747300,4,1,0,C3,0,2
1581747300,5,0,0,C2,19,445
1581747300,5,0,500,C3,65,1910
1581747300,3,0,2500,C8,0,198
1581747300,3,1,500,C4,1,52
1581747300,3,0,2500,C7,2,381
1581747300,5,1,8000,C1,63,2144
1581747300,3,1,2000,C1,0,1
1581747300,3,0,2500,C1,269,7565
1581747300,3,0,500,C2,62,745
1581747300,5,1,8000,C5,6,267
1581747300,5,0,8000,C2,0,12
1581747300,5,0,4500,C8,0,35
