min,cdn,p2p,device,bitrate,isp,value,cnt
1587330300,3,1,C5,2500,电信,0,60
1587330300,3,0,C5,500,海外,0,3
1587330300,5,0,C6,4500,小运营商,0,11
1587330300,3,0,C1,4500,联通,0,3
1587330300,3,1,C1,4500,电信,1,226
1587330300,3,1,C1,4500,联通,0,74
1587330300,5,0,C2,2500,小运营商,0,3
1587330300,5,1,C8,8000,移动,0,22
1587330300,3,0,C7,8000,移动,0,9
1587330300,3,1,C1,8000,电信,0,48
1587330300,5,1,C8,2500,教育网,0,1
1587330300,5,0,C1,4500,小运营商,0,2
1587330300,3,0,C7,4500,海外,0,3
1587330300,3,0,C6,500,海外,0,8
1587330300,5,1,C3,0,移动,0,2
1587330300,5,1,C3,4500,电信,43,1706
1587330300,5,0,C3,500,小运营商,0,6
1587330300,3,0,C3,4500,小运营商,0,4
1587330300,3,1,C3,500,电信,2,143
1587330300,5,0,C3,500,海外,0,6
1587330300,5,1,C8,4500,移动,0,189
1587330300,5,1,C1,4500,移动,9,1737
1587330300,5,1,C8,500,小运营商,0,15
1587330300,3,0,C1,500,小运营商,0,6
1587330300,3,1,C5,2500,联通,0,34
1587330300,5,1,C8,500,阿里云,0,6
1587330300,3,1,C5,4500,小运营商,0,3
1587330300,3,0,C1,500,移动,0,10
1587330300,3,0,C3,4500,移动,1,3
1587330300,5,0,C6,8000,海外,0,7
1587330300,3,1,C3,500,海外,7,50
1587330300,5,0,C2,8000,移动,0,9
1587330300,5,0,C1,2500,移动,6,307
1587330300,5,1,C8,2500,小运营商,0,22
1587330300,5,1,C1,4500,小运营商,0,107
1587330300,3,0,C1,2500,联通,0,43
1587330300,3,1,C1,4500,海外,0,8
1587330300,3,1,C1,500,海外,0,12
1587330300,3,0,C1,500,海外,0,3
1587330300,5,0,C2,4500,电信,0,64
1587330300,5,0,C1,0,联通,0,3
1587330300,5,1,C8,2500,海外,0,20
1587330300,5,0,C1,0,移动,0,9
1587330300,3,1,C3,500,联通,0,65
1587330300,5,1,C8,500,电信,0,87
1587330300,3,0,C1,0,小运营商,0,3
1587330300,5,0,C2,0,电信,0,98
1587330300,3,0,C3,500,联通,0,12
1587330300,3,0,C3,500,移动,0,3
1587330300,5,1,C1,500,电信,8,1151
1587330300,5,1,C3,500,移动,14,806
1587330300,5,0,C5,2500,小运营商,0,3
1587330300,5,0,C3,4500,联通,0,18
1587330300,3,0,C6,8000,小运营商,0,2
1587330300,3,1,C1,500,移动,3,129
1587330300,5,0,C1,4500,移动,0,104
1587330300,5,0,C3,500,移动,3,33
1587330300,5,0,C2,2500,移动,10,90
1587330300,3,1,C5,500,电信,0,3
1587330300,5,0,C1,0,电信,0,3
1587330300,3,1,C3,4500,移动,2,142
1587330300,3,0,C6,8000,海外,0,3
1587330300,3,1,C1,2500,移动,2,275
1587330300,5,0,C2,500,联通,0,12
1587330300,5,0,C1,0,小运营商,0,3
1587330300,3,1,C8,2500,海外,0,8
1587330300,5,1,C3,4500,海外,0,36
1587330300,3,0,C6,8000,移动,0,6
1587330300,3,0,C2,8000,移动,0,2
1587330300,5,1,C8,4500,联通,0,159
1587330300,5,0,C2,0,移动,0,69
1587330300,3,1,C5,500,海外,0,3
1587330300,5,1,C5,4500,电信,0,11
1587330300,3,1,C5,500,联通,0,3
1587330300,5,0,C1,500,移动,2,121
1587330300,5,1,C3,2500,电信,59,1585
1587330300,5,0,C5,500,移动,0,9
1587330300,3,0,C2,2500,移动,3,21
1587330300,3,0,C7,500,移动,0,6
1587330300,5,1,C8,8000,联通,0,17
1587330300,5,1,C1,2500,海外,3,187
1587330300,3,1,C5,2500,小运营商,0,3
1587330300,3,0,C2,500,小运营商,0,6
1587330300,5,1,C8,2500,移动,0,92
1587330300,5,0,C2,2500,海外,0,6
1587330300,3,0,C1,4500,移动,0,12
1587330300,3,0,C2,4500,移动,0,3
1587330300,3,0,C6,4500,联通,0,4
1587330300,5,0,C5,500,联通,0,6
1587330300,3,1,C8,4500,联通,0,5
1587330300,3,1,C3,2500,电信,31,453
1587330300,5,0,C6,8000,小运营商,0,3
1587330300,3,0,C3,2500,小运营商,0,3
1587330300,5,0,C1,500,联通,0,455
1587330300,5,0,C6,4500,电信,0,220
1587330300,5,0,C3,2500,小运营商,3,9
1587330300,3,0,C2,500,联通,3,3
1587330300,5,0,C5,8000,联通,0,3
1587330300,5,0,C8,0,电信,0,2
1587330300,5,1,C2,4500,电信,0,3
1587330300,5,1,C5,500,海外,0,6
1587330300,3,0,C1,4500,电信,0,12
1587330300,5,0,C1,500,海外,0,12
1587330300,5,1,C4,500,电信,0,9
1587330300,3,0,C7,2500,移动,0,3
1587330300,3,1,C8,500,电信,0,3
1587330300,3,0,C3,2500,移动,1,7
1587330300,5,0,C6,4500,联通,3,69
1587330300,3,0,C6,8000,电信,0,14
1587330300,5,0,C5,2500,移动,0,7
1587330300,5,1,C3,4500,联通,12,619
1587330300,5,0,C3,2500,海外,0,3
1587330300,5,0,C2,0,海外,0,6
1587330300,5,0,C7,2500,海外,0,3
1587330300,5,1,C8,2500,联通,0,37
1587330300,3,0,C5,500,电信,0,6
1587330300,3,0,C2,4500,电信,0,12
1587330300,5,0,C2,2500,电信,11,109
1587330300,5,0,C2,4500,海外,0,3
1587330300,3,0,C2,2500,联通,0,9
1587330300,3,0,C2,2500,电信,6,33
1587330300,3,1,C8,4500,移动,0,3
1587330300,5,0,C6,500,电信,0,8
1587330300,5,1,C5,2500,电信,1,578
1587330300,3,1,C5,500,移动,0,3
1587330300,3,1,C3,8000,海外,0,5
1587330300,3,0,C2,0,电信,0,27
1587330300,5,1,C5,500,联通,0,27
1587330300,5,0,C8,4500,联通,0,8
1587330300,3,1,C3,0,移动,0,1
1587330300,3,1,C1,4500,移动,0,175
1587330300,3,1,C3,2500,联通,7,168
1587330300,5,0,C6,2500,电信,2,58
1587330300,5,1,C1,2500,联通,17,1840
1587330300,3,1,C3,500,移动,5,155
1587330300,3,1,C8,8000,移动,0,3
1587330300,3,1,C1,8000,移动,0,30
1587330300,5,1,C5,2500,小运营商,1,46
1587330300,5,0,C1,2500,电信,1,320
1587330300,5,1,C1,500,移动,19,1289
1587330300,5,1,C3,4500,移动,24,953
1587330300,3,1,C1,2500,小运营商,0,39
1587330300,5,1,C3,8000,电信,9,152
1587330300,5,1,C8,4500,海外,0,17
1587330300,5,1,C1,2500,电信,39,4078
1587330300,3,1,C5,2500,海外,2,18
1587330300,5,1,C3,8000,移动,0,80
1587330300,5,1,C8,8000,小运营商,0,3
1587330300,5,0,C6,4500,海外,0,16
1587330300,5,1,C1,4500,海外,1,26
1587330300,5,1,C1,500,联通,5,529
1587330300,5,1,C5,8000,联通,0,12
1587330300,5,0,C1,2500,联通,2,975
1587330300,3,1,C3,4500,海外,3,49
1587330300,5,0,C3,8000,联通,0,18
1587330300,5,0,C8,4500,电信,0,6
1587330300,3,0,C1,0,移动,0,3
