min,cdn,bitrate,p2p,value,cnt
1573720920,5,0,1,0,4
1573720920,3,1200,0,0,12
1573720920,3,8000,0,0,87
1573720920,1,2000,0,4,40
1573720920,3,0,0,0,7
1573720920,5,500,1,42,2179
1573720920,5,2000,0,42,1807
1573720920,3,2000,0,1,155
1573720920,3,500,1,5,79
1573720920,5,0,0,11,544
1573720920,3,2000,1,7,178
1573720920,5,4000,0,26,1177
1573720920,3,500,0,0,20
1573720920,4,8000,1,0,1
1573720920,5,2000,1,183,9900
1573720920,255,0,2,0,8
1573720920,3,8000,1,3,273
1573720920,3,1200,1,4,68
1573720920,5,1200,1,62,3112
1573720920,5,4000,1,105,7354
1573720920,3,4000,1,8,199
1573720920,7,2000,1,0,1
1573720920,5,8000,1,35,2648
1573720920,5,500,0,16,301
1573720920,3,4000,0,4,48
1573720920,255,4294967,0,0,1
1573720920,5,1200,0,3,610
1573720920,5,8000,0,4,501
1573720980,3,1200,1,0,73
1573720980,5,8000,1,39,2621
1573720980,5,1200,1,78,3118
1573720980,255,0,2,0,9
1573720980,3,8000,0,2,87
1573720980,3,2000,1,4,181
1573720980,3,500,0,0,26
1573720980,5,500,1,45,2168
1573720980,5,4000,1,81,7190
1573720980,3,500,1,5,81
1573720980,1,2000,0,4,57
1573720980,8,2000,0,0,1
1573720980,5,2000,0,81,1862
1573720980,4,2000,1,0,1
1573720980,5,0,0,14,562
1573720980,3,0,0,0,8
1573720980,5,0,1,0,3
1573720980,3,4000,1,13,202
1573720980,3,0,1,0,3
1573720980,7,0,1,0,1
1573720980,3,4000,0,3,55
1573720980,5,2000,1,217,9880
1573720980,3,1200,0,0,12
1573720980,5,1200,0,9,616
1573720980,5,8000,0,1,518
1573720980,3,8000,1,5,271
1573720980,5,500,0,15,301
1573720980,5,4000,0,24,1193
1573720980,3,2000,0,2,156
1573721040,5,1200,0,12,630
1573721040,3,0,0,0,7
1573721040,5,0,0,15,579
1573721040,5,0,1,0,4
1573721040,1,2000,0,3,52
1573721040,3,500,1,5,75
1573721040,3,4000,1,2,199
1573721040,3,1200,1,2,75
1573721040,5,2000,0,67,1864
1573721040,3,1200,0,1,12
1573721040,5,500,1,47,2202
1573721040,5,4000,1,123,7523
1573721040,5,4000,0,23,1185
1573721040,3,8000,0,2,85
1573721040,3,500,0,0,18
1573721040,3,2000,1,7,167
1573721040,3,2000,0,4,151
1573721040,255,0,2,0,9
1573721040,5,8000,0,2,508
1573721040,3,4000,0,6,61
1573721040,5,8000,1,42,2723
1573721040,5,500,0,10,295
1573721040,5,2000,1,229,10090
1573721040,5,1200,1,84,3163
1573721040,3,8000,1,6,293
1573721100,5,500,0,15,305
1573721100,5,4000,0,24,1187
1573721100,3,4000,0,6,62
1573721100,5,-1,0,0,1
1573721100,3,1200,0,0,11
1573721100,5,2000,1,218,10402
1573721100,3,500,0,0,23
1573721100,3,2000,1,12,164
1573721100,3,500,1,6,78
1573721100,5,0,1,0,4
1573721100,5,1200,1,75,3234
1573721100,3,4000,1,6,211
1573721100,5,500,1,45,2212
1573721100,5,2000,0,48,1917
1573721100,3,1200,1,3,90
1573721100,7,0,1,0,1
1573721100,4,500,1,0,2
1573721100,5,4000,1,107,7827
1573721100,5,8000,1,42,2874
1573721100,3,8000,1,6,306
1573721100,3,0,0,0,6
1573721100,3,2000,0,2,160
1573721100,1,2000,0,2,42
1573721100,255,0,2,0,9
1573721100,3,0,1,0,1
1573721100,3,8000,0,3,81
1573721100,5,1200,0,9,628
1573721100,5,8000,0,5,532
1573721100,5,0,0,11,592
1573721160,3,8000,0,0,93
1573721160,5,-1,0,0,1
1573721160,5,0,0,9,591
1573721160,5,8000,1,41,2874
1573721160,1,2000,0,2,38
1573721160,5,2000,0,66,1970
1573721160,5,500,1,52,2255
1573721160,3,500,0,0,24
1573721160,3,0,0,0,6
1573721160,5,0,1,0,4
1573721160,3,500,1,5,72
1573721160,3,2000,0,6,162
1573721160,3,2000,1,7,161
1573721160,3,4000,0,8,68
1573721160,5,4000,0,34,1186
1573721160,5,1200,1,79,3296
1573721160,3,1200,1,2,92
1573721160,5,4000,1,115,7939
1573721160,3,4000,1,1,215
1573721160,5,8000,0,10,555
1573721160,5,1200,0,11,634
1573721160,3,8000,1,2,299
1573721160,3,0,1,0,1
1573721160,5,2000,1,215,10646
1573721160,255,0,2,0,9
1573721160,5,500,0,7,317
1573721160,3,1200,0,0,18
1573721160,255,4294967,0,0,1
1573721220,3,0,0,0,6
1573721220,5,2000,1,209,10660
1573721220,5,1200,0,9,621
1573721220,5,1200,1,70,3291
1573721220,8,2000,0,0,1
1573721220,3,8000,1,2,297
1573721220,3,2000,1,4,166
1573721220,3,2000,0,5,155
1573721220,255,0,2,0,9
1573721220,3,500,1,7,77
1573721220,3,500,0,1,24
1573721220,3,8000,0,0,94
1573721220,5,2000,0,57,2002
1573721220,3,4000,0,7,70
1573721220,5,0,0,10,587
1573721220,3,1200,1,1,106
1573721220,5,4000,0,27,1175
1573721220,7,2000,0,0,1
1573721220,3,1200,0,2,22
1573721220,5,8000,1,40,2878
1573721220,3,4000,1,4,216
1573721220,5,500,1,50,2249
1573721220,5,500,0,7,313
1573721220,5,0,1,0,4
1573721220,255,4294967,0,0,1
1573721220,5,4000,1,124,8205
1573721220,1,2000,0,0,39
1573721220,5,8000,0,9,550
1573721280,5,4000,1,99,8286
1573721280,3,8000,1,6,308
1573721280,5,8000,0,6,553
1573721280,3,1200,1,5,103
1573721280,5,500,1,40,2319
1573721280,3,4000,1,7,222
1573721280,3,0,0,0,6
1573721280,7,0,1,0,3
1573721280,5,2000,1,224,11014
1573721280,255,0,2,0,9
1573721280,3,500,0,0,27
1573721280,5,500,0,5,308
1573721280,5,4000,0,20,1182
1573721280,3,4000,0,7,71
1573721280,5,0,1,0,3
1573721280,1,2000,0,1,34
1573721280,3,1200,0,0,20
1573721280,3,500,1,6,86
1573721280,8,0,1,0,1
1573721280,5,0,0,15,591
1573721280,3,0,1,0,1
1573721280,3,2000,0,3,157
1573721280,5,8000,1,43,2909
1573721280,5,1200,1,84,3415
1573721280,5,1200,0,10,645
1573721280,3,2000,1,5,182
1573721280,3,8000,0,0,95
1573721280,5,2000,0,49,2099
1573721340,3,0,1,0,2
1573721340,3,500,1,4,81
1573721340,5,2000,0,63,2119
1573721340,3,4000,0,5,71
1573721340,5,500,1,56,2362
1573721340,7,500,1,0,1
1573721340,3,2000,0,2,151
1573721340,5,0,0,14,623
1573721340,5,500,0,10,325
1573721340,1,2000,0,0,37
1573721340,5,1200,1,74,3431
